"timestamp","vcserver","datacenter"
"2013-07-24 06:26:54","vc-dev-1.vmware.com","North America Remote Sites"
"2013-07-24 06:26:54","vc-dev-1.vmware.com","Palo Alto"
"2013-07-24 06:26:54","vc-dev-1.vmware.com","SC9"
"2013-07-24 06:27:12","vc-prod-1.vmware.com","North America Remote Sites"
"2013-07-24 06:27:12","vc-prod-1.vmware.com","Palo Alto"
"2013-07-24 06:27:12","vc-prod-1.vmware.com","Santa Clara"
