devicekey,name,guid,discovered,productsubtype,overallstatus,producttype,producttypestr,productname,timestamp,lockflags,fulldnsname,mxguid,discoveredname,durablename,wwname,subtype2,subtype3,subtype4,subtype5,subtype6,subtype7,subtype8,nodeluid,uniqueidentifier
1553,ora-stage-ebs-r2-ilo,ILO491338USE923MM92,1303932901727,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331892277223,0,ora-stage-ebs-r2-ilo.vmware.com,00000050569801850000000300000611,ora-stage-ebs-r2-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903441,ILO491338USE923MM92
1527,USE809964X,447707USE809964X,1303932794194,HPProLiant,1,1,Server,ProLiant BL460c G1,1331892147536,0,"",000000505698018500000003000005f7,USE809964X,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903415,37373434-3730-5355-4538-303939363458
1856,temp-sc9-prod-vmg4-7-vmotion,"",1303934507628,None,1,11,Unknown,"",1331892151817,0,temp-sc9-prod-vmg4-7-vmotion.vmware.com,00000050569801850000000300000740,temp-sc9-prod-vmg4-7-vmotion,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903744,""
1504,sc9-stage-ebiz1-1-ilo,ILO443527USE80996C8,1303932773477,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331892168529,0,sc9-stage-ebiz1-1-ilo.vmware.com,000000505698018500000003000005e0,sc9-stage-ebiz1-1-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903392,ILO443527USE80996C8
1503,USE80996BJ,443527USE80996BJ,1303932773288,HPProLiant,1,1,Server,ProLiant BL680c G5,1331892169423,0,"",000000505698018500000003000005df,USE80996BJ,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903391,35333434-3732-5355-4538-30393936424A
1529,USE8099655,447707USE8099655,1303932794408,HPProLiant,1,1,Server,ProLiant BL460c G1,1331892159639,0,"",000000505698018500000003000005f9,USE8099655,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903417,37373434-3730-5355-4538-303939363535
1505,USE80996C8,443527USE80996C8,1303932773644,HPProLiant,1,1,Server,ProLiant BL680c G5,1331892168566,0,"",000000505698018500000003000005e1,USE80996C8,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903393,35333434-3732-5355-4538-303939364338
1512,ora-stage-fmsoa-r1-ilo,ILO447707USE809964X,1303932786906,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331892147211,0,ora-stage-fmsoa-r1-ilo.vmware.com,000000505698018500000003000005e8,ora-stage-fmsoa-r1-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903400,ILO447707USE809964X
1513,ora-stage-fmb2b-r1-ilo,ILO447707USE809964E,1303932787207,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331892150296,0,ora-stage-fmb2b-r1-ilo.vmware.com,000000505698018500000003000005e9,ora-stage-fmb2b-r1-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903401,ILO447707USE809964E
1854,temp-sc9-prod-vmg4-10-vmotion,"",1303934502605,None,1,11,Unknown,"",1331892151617,0,temp-sc9-prod-vmg4-10-vmotion.vmware.com,0000005056980185000000030000073e,temp-sc9-prod-vmg4-10-vmotion,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903742,""
1530,USE809964V,447707USE809964V,1303932794503,HPProLiant,1,1,Server,ProLiant BL460c G1,1331892166498,0,"",000000505698018500000003000005fa,USE809964V,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903418,37373434-3730-5355-4538-303939363456
1526,USE80996AY,443527USE80996AY,1303932794118,HPProLiant,1,1,Server,ProLiant BL680c G5,1331892169856,0,"",000000505698018500000003000005f6,USE80996AY,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903414,35333434-3732-5355-4538-303939364159
1528,USE809964E,447707USE809964E,1303932794331,HPProLiant,1,1,Server,ProLiant BL460c G1,1331892150337,0,"",000000505698018500000003000005f8,USE809964E,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903416,37373434-3730-5355-4538-303939363445
1514,ora-stage-fmidm-r1-ilo,ILO447707USE8099655,1303932787305,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331892159607,0,ora-stage-fmidm-r1-ilo.vmware.com,000000505698018500000003000005ea,ora-stage-fmidm-r1-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903402,ILO447707USE8099655
1524,USE923MM8J,491338USE923MM8J,1303932793850,HPProLiant,1,1,Server,ProLiant BL685c G6,1331892166343,0,"",000000505698018500000003000005f4,USE923MM8J,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903412,33313934-3833-5355-4539-32334D4D384A
1500,sc9-stage-ebiz1-2-ilo,ILO443527USE80996BW,1303932767283,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331892169652,0,sc9-stage-ebiz1-2-ilo.vmware.com,000000505698018500000003000005dc,sc9-stage-ebiz1-2-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903388,ILO443527USE80996BW
1525,USE80996B5,443527USE80996B5,1303932793925,HPProLiant,1,1,Server,ProLiant BL680c G5,1331892167951,0,"",000000505698018500000003000005f5,USE80996B5,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903413,35333434-3732-5355-4538-303939364235
1537,USE80996B0,443527USE80996B0,1303932817257,HPProLiant,3,1,Server,ProLiant BL680c G5,1331892297109,0,"",00000050569801850000000300000601,USE80996B0,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903425,35333434-3732-5355-4538-303939364230
1558,ora-rm-mount-d2-ilo,ILO447707USE8099656,1303932911700,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331892367384,0,ora-rm-mount-d2-ilo.vmware.com,00000050569801850000000300000616,ora-rm-mount-d2-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903446,ILO447707USE8099656
1501,USE80996BW,443527USE80996BW,1303932771225,HPProLiant,1,1,Server,ProLiant BL680c G5,1331892169687,0,"",000000505698018500000003000005dd,USE80996BW,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903389,35333434-3732-5355-4538-303939364257
1556,ora-stage-fmb2b-r2-ilo,ILO447707USE809964B,1303932910774,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331892348262,0,ora-stage-fmb2b-r2-ilo.vmware.com,00000050569801850000000300000614,ora-stage-fmb2b-r2-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903444,ILO447707USE809964B
1554,ora-stage-ebs-ccm-2-ilo,ILO443527USE80996B3,1303932901861,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331892287283,0,ora-stage-ebs-ccm-2-ilo.vmware.com,00000050569801850000000300000612,ora-stage-ebs-ccm-2-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903442,ILO443527USE80996B3
1547,USE80996BK,443527USE80996BK,1303932888367,HPProLiant,1,1,Server,ProLiant BL680c G5,1331892306714,0,"",0000005056980185000000030000060b,USE80996BK,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903435,35333434-3732-5355-4538-30393936424B
1568,USE809964N,447707USE809964N,1303932914541,HPProLiant,1,1,Server,ProLiant BL460c G1,1331892336630,0,"",00000050569801850000000300000620,USE809964N,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903456,37373434-3730-5355-4538-30393936344E
1920,sc9-vf-view1-01-ilo,ILO603719USE11180TY,1304440544087,ILO3,1,12,MgmtProc,Integrated Lights-Out 3 (iLO 3),1331892383816,0,sc9-vf-view1-01-ilo.vmware.com,00000050569801850000000300000780,sc9-vf-view1-01-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903808,ILO603719USE11180TY
1541,sc9-stage-ebiz1-7-ilo,ILO443527USE80996BP,1303932850724,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331892317043,0,sc9-stage-ebiz1-7-ilo.vmware.com,00000050569801850000000300000605,sc9-stage-ebiz1-7-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903429,ILO443527USE80996BP
1542,USE80996BP,443527USE80996BP,1303932857133,HPProLiant,1,1,Server,ProLiant BL680c G5,1331892317121,0,"",00000050569801850000000300000606,USE80996BP,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903430,35333434-3732-5355-4538-303939364250
1549,USE80996C4,443527USE80996C4,1303932890369,HPProLiant,1,1,Server,ProLiant BL680c G5,1331892327480,0,"",0000005056980185000000030000060d,USE80996C4,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903437,35333434-3732-5355-4538-303939364334
1548,sc9-stage-ebiz1-8-ilo,ILO443527USE80996C4,1303932890014,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331892327446,0,sc9-stage-ebiz1-8-ilo.vmware.com,0000005056980185000000030000060c,sc9-stage-ebiz1-8-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903436,ILO443527USE80996C4
1555,ora-stage-fmsoa-r2-ilo,ILO447707USE809964N,1303932909259,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331892336596,0,ora-stage-fmsoa-r2-ilo.vmware.com,00000050569801850000000300000613,ora-stage-fmsoa-r2-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903443,ILO447707USE809964N
1569,USE809964B,447707USE809964B,1303932914891,HPProLiant,3,1,Server,ProLiant BL460c G1,1331892348333,0,"",00000050569801850000000300000621,USE809964B,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903457,37373434-3730-5355-4538-303939363442
1570,USE809964T,447707USE809964T,1303932915020,HPProLiant,1,1,Server,ProLiant BL460c G1,1331892358187,0,"",00000050569801850000000300000622,USE809964T,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903458,37373434-3730-5355-4538-303939363454
1566,USE923MM92,491338USE923MM92,1303932914118,HPProLiant,1,1,Server,ProLiant BL685c G6,1331892277307,0,"",0000005056980185000000030000061e,USE923MM92,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903454,33313934-3833-5355-4539-32334D4D3932
1576,USE0494NY1,518878USE0494NY1,1303932976581,HPProLiant,1,1,Server,ProLiant BL685c G7,1331892556298,0,"",00000050569801850000000300000628,USE0494NY1,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903464,38383135-3837-5355-4530-3439344E5931
157,USE80996AP,443527USE80996AP,1303283598802,HPProLiant,1,1,Server,ProLiant BL680c G5,1331892577193,0,"",0000005056980185000000030000009d,USE80996AP,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902045,35333434-3732-5355-4538-303939364150
1567,USE80996B3,443527USE80996B3,1303932914206,HPProLiant,1,1,Server,ProLiant BL680c G5,1331892287318,0,"",0000005056980185000000030000061f,USE80996B3,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903455,35333434-3732-5355-4538-303939364233
1577,ora-stage-ebs-ccm-3-ilo,ILO518878USE0494NY4,1303932986174,ILO3,1,12,MgmtProc,Integrated Lights-Out 3 (iLO 3),1331892519847,0,ora-stage-ebs-ccm-3-ilo.vmware.com,00000050569801850000000300000629,ora-stage-ebs-ccm-3-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903465,ILO518878USE0494NY4
162,USE809964K,447707USE809964K,1303283599485,HPProLiant,1,1,Server,ProLiant BL460c G1,1331892704525,0,"",000000505698018500000003000000a2,USE809964K,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902050,37373434-3730-5355-4538-30393936344B
1571,USE8099656,447707USE8099656,1303932915176,HPProLiant,1,1,Server,ProLiant BL460c G1,1331892367449,0,"",00000050569801850000000300000623,USE8099656,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903459,37373434-3730-5355-4538-303939363536
1587,10.113.66.231,FOC1140T08E,1303932994758,c-Class,5,8,Switch,Cisco Catalyst Blade Switch 3020 for HP,1331892552726,0,"",00000050569801850000000300000633,10.113.66.231,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903475,31434F46-3431-5430-3038-452020202020
1928,sc9-vf-view1-02-ilo,ILO603719USE11180TX,1304440565164,ILO3,1,12,MgmtProc,Integrated Lights-Out 3 (iLO 3),1331892457480,0,sc9-vf-view1-02-ilo.vmware.com,00000050569801850000000300000788,sc9-vf-view1-02-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903816,ILO603719USE11180TX
1578,USE0494NY4,518878USE0494NY4,1303932986374,HPProLiant,1,1,Server,ProLiant BL685c G7,1331892519883,0,"",0000005056980185000000030000062a,USE0494NY4,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903466,38383135-3837-5355-4530-3439344E5934
1575,ora-stage-ebs-r4-ilo,ILO518878USE0494NY1,1303932976457,ILO3,1,12,MgmtProc,Integrated Lights-Out 3 (iLO 3),1331892556256,0,ora-stage-ebs-r4-ilo.vmware.com,00000050569801850000000300000627,ora-stage-ebs-r4-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903463,ILO518878USE0494NY1
155,USE923MM8N,491338USE923MM8N,1303283598671,HPProLiant,1,1,Server,ProLiant BL685c G6,1331892569303,0,"",0000005056980185000000030000009b,USE923MM8N,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902043,33313934-3833-5355-4539-32334D4D384E
522,wdc-fab1sw10,"",1303329244978,None,1,11,Unknown,"",1331879301949,0,wdc-fab1sw10.vmware.com,0000005056980185000000030000020a,wdc-fab1sw10,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902410,""
1580,USE0494NY3,518878USE0494NY3,1303932989971,HPProLiant,1,1,Server,ProLiant BL685c G7,1331892551815,0,"",0000005056980185000000030000062c,USE0494NY3,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903468,38383135-3837-5355-4530-3439344E5933
161,USE8099653,447707USE8099653,1303283599422,HPProLiant,1,1,Server,ProLiant BL460c G1,1331892694249,0,"",000000505698018500000003000000a1,USE8099653,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902049,37373434-3730-5355-4538-303939363533
185,USE923MM8T,491338USE923MM8T,1303283603574,HPProLiant,1,1,Server,ProLiant BL685c G6,1331892869950,0,"",000000505698018500000003000000b9,USE923MM8T,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902073,33313934-3833-5355-4539-32334D4D3854
169,ora-prod-ebs-ccm-1-ilo,ILO443527USE80996C1,1303283600497,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331892882510,0,ora-prod-ebs-ccm-1-ilo.vmware.com,000000505698018500000003000000a9,ora-prod-ebs-ccm-1-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902057,ILO443527USE80996C1
164,USE8099654,447707USE8099654,1303283599615,HPProLiant,1,1,Server,ProLiant BL460c G1,1331892723971,0,"",000000505698018500000003000000a4,USE8099654,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902052,37373434-3730-5355-4538-303939363534
156,USE80996C0,443527USE80996C0,1303283598742,HPProLiant,3,1,Server,ProLiant BL680c G5,1331892653575,0,"",0000005056980185000000030000009c,USE80996C0,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902044,35333434-3732-5355-4538-303939364330
158,USE80996B4,443527USE80996B4,1303283598881,HPProLiant,3,1,Server,ProLiant BL680c G5,1331892664044,0,"",0000005056980185000000030000009e,USE80996B4,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902046,35333434-3732-5355-4538-303939364234
194,USE80892W4,447707USE80892W4,1303283604653,HPProLiant,1,1,Server,ProLiant BL460c G1,1331892965665,0,"",000000505698018500000003000000c2,USE80892W4,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902082,37373434-3730-5355-4538-303839325734
140,sc9-prod-ebiz1-6-ilo,ILO443527USE80996B4,1303283596021,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331892663991,0,sc9-prod-ebiz1-6-ilo.vmware.com,0000005056980185000000030000008c,sc9-prod-ebiz1-6-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902028,ILO443527USE80996B4
141,sc9-prod-ebiz1-7-ilo,ILO443527USE80996C2,1303283596118,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331892673853,0,sc9-prod-ebiz1-7-ilo.vmware.com,0000005056980185000000030000008d,sc9-prod-ebiz1-7-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902029,ILO443527USE80996C2
186,USE80996C1,443527USE80996C1,1303283603708,HPProLiant,1,1,Server,ProLiant BL680c G5,1331892882546,0,"",000000505698018500000003000000ba,USE80996C1,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902074,35333434-3732-5355-4538-303939364331
159,USE80996C2,443527USE80996C2,1303283599151,HPProLiant,1,1,Server,ProLiant BL680c G5,1331892673886,0,"",0000005056980185000000030000009f,USE80996C2,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902047,35333434-3732-5355-4538-303939364332
163,USE8099650,447707USE8099650,1303283599542,HPProLiant,1,1,Server,ProLiant BL460c G1,1331892714571,0,"",000000505698018500000003000000a3,USE8099650,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902051,37373434-3730-5355-4538-303939363530
191,USE8099652,447707USE8099652,1303283604356,HPProLiant,1,1,Server,ProLiant BL460c G1,1331892934626,0,"",000000505698018500000003000000bf,USE8099652,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902079,37373434-3730-5355-4538-303939363532
160,USE80996C6,443527USE80996C6,1303283599342,HPProLiant,1,1,Server,ProLiant BL680c G5,1331892684116,0,"",000000505698018500000003000000a0,USE80996C6,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902048,35333434-3732-5355-4538-303939364336
146,10.113.74.170,ILO447707USE8099654,1303283597884,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331892723938,0,"",00000050569801850000000300000092,10.113.74.170,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902034,ILO447707USE8099654
521,wdc-cx3-80-12a,"",1303329243000,None,1,0,Unmanaged,"",1331879304886,0,wdc-cx3-80-12a.vmware.com,00000050569801850000000300000209,wdc-cx3-80-12a,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902409,""
187,USE80996BA,443527USE80996BA,1303283603879,HPProLiant,1,1,Server,ProLiant BL680c G5,1331892895435,0,"",000000505698018500000003000000bb,USE80996BA,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902075,35333434-3732-5355-4538-303939364241
173,sc9-prod-ebiz1-4-ilo,ILO443527USE80996AX,1303283601031,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331892925420,0,sc9-prod-ebiz1-4-ilo.vmware.com,000000505698018500000003000000ad,sc9-prod-ebiz1-4-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902061,ILO443527USE80996AX
226,use0494ny0,518878use0494ny0,1303283754338,HPProLiant,1,1,Server,ProLiant BL685c G7,1331892983126,0,"",000000505698018500000003000000e2,use0494ny0,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902114,38383135-3837-7375-6530-3439346E7930
1732,USE0412MKK,603718USE0412MKK,1303933755996,HPProLiant,1,1,Server,ProLiant BL460c G7,1331893060460,0,"",000000505698018500000003000006c4,USE0412MKK,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903620,37333036-3831-5355-4530-3431324D4B4B
1730,USE04232JMJ6,518878USE04232JM,1303933752629,HPProLiant,1,1,Server,ProLiant BL685c G7,1331893082297,0,"",000000505698018500000003000006c2,USE04232JMJ6,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903618,38383135-3837-5355-4530-343233324A4D
1725,sc9-k04-bc1-flex10-2,3C40340067,1303933744018,c-Class,1,8,Switch,HP VC Flex-10 Enet Module,1331893084209,0,sc9-k04-bc1-flex10-2.vmware.com,000000505698018500000003000006bd,sc9-k04-bc1-flex10-2,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903613,30344333-3433-3030-3637-202020202020
1804,USE04232JC,518878USE04232JC,1303934185093,HPProLiant,1,1,Server,ProLiant BL685c G7,1331893144017,0,"",0000005056980185000000030000070c,USE04232JC,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903692,38383135-3837-5355-4530-343233324A43
188,USE80996BE,443527USE80996BE,1303283603994,HPProLiant,1,1,Server,ProLiant BL680c G5,1331892907264,0,"",000000505698018500000003000000bc,USE80996BE,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902076,35333434-3732-5355-4538-303939364245
227,USE0494NY7,518878USE0494NY7,1303283754445,HPProLiant,1,1,Server,ProLiant BL685c G7,1331892984907,0,"",000000505698018500000003000000e3,USE0494NY7,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902115,38383135-3837-5355-4530-3439344E5937
228,USE0494NY5,518878USE0494NY5,1303283754854,HPProLiant,1,1,Server,ProLiant BL685c G7,1331892992937,0,"",000000505698018500000003000000e4,USE0494NY5,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902116,38383135-3837-5355-4530-3439344E5935
524,wdc-exch-fab2sw18,"",1303329251891,None,1,11,Unknown,"",1331879317342,0,wdc-exch-fab2sw18.vmware.com,0000005056980185000000030000020c,wdc-exch-fab2sw18,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902412,""
189,USE80996AR,443527USE80996AR,1303283604125,HPProLiant,1,1,Server,ProLiant BL680c G5,1331892915863,0,"",000000505698018500000003000000bd,USE80996AR,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902077,35333434-3732-5355-4538-303939364152
192,USE809965A,447707USE809965A,1303283604432,HPProLiant,1,1,Server,ProLiant BL460c G1,1331892946023,0,"",000000505698018500000003000000c0,USE809965A,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902080,37373434-3730-5355-4538-303939363541
1596,vmview-vmg1-1-ilo,ILO405024USE7436V6B,1303933291601,ILO2,1,12,MgmtProc,Integrated Lights-Out 2 (iLO 2),1331893022053,0,vmview-vmg1-1-ilo.vmware.com,0000005056980185000000030000063c,vmview-vmg1-1-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903484,ILO405024USE7436V6B
526,wdc-cx3-80-12b,"",1303329256970,None,1,0,Unmanaged,"",1331879304782,0,wdc-cx3-80-12b.vmware.com,0000005056980185000000030000020e,wdc-cx3-80-12b,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902414,""
190,USE80996AX,443527USE80996AX,1303283604270,HPProLiant,1,1,Server,ProLiant BL680c G5,1331892925472,0,"",000000505698018500000003000000be,USE80996AX,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902078,35333434-3732-5355-4538-303939364158
1733,USE0412MKT,603718USE0412MKT,1303933757451,HPProLiant,1,1,Server,ProLiant BL460c G7,1331893059997,0,"",000000505698018500000003000006c5,USE0412MKT,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903621,37333036-3831-5355-4530-3431324D4B54
193,USE809964D,447707USE809964D,1303283604537,HPProLiant,1,1,Server,ProLiant BL460c G1,1331892955999,0,"",000000505698018500000003000000c1,USE809964D,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884902081,37373434-3730-5355-4538-303939363444
1606,USE7436V6B,405024USE7436V6B,1303933308906,HPProLiant,1,1,Server,ProLiant BL685c G1,1331893022090,0,"",00000050569801850000000300000646,USE7436V6B,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903494,30353034-3432-5355-4537-343336563642
1605,USE8038F5M,405024USE8038F5M,1303933307685,HPProLiant,1,1,Server,ProLiant BL685c G1,1331893018691,0,"",00000050569801850000000300000645,USE8038F5M,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903493,30353034-3432-5355-4538-30333846354D
538,wdc-exch-fab2sw19,CN8731604P,1303329264806,c-Class,1,8,Switch,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,1331880358127,0,wdc-exch-fab2sw19.vmware.com,0000005056980185000000030000021a,wdc-exch-fab2sw19,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884902426,37384E43-3133-3036-3450-202020202020
1735,USE0412ML7,603718USE0412ML7,1303933760622,HPProLiant,1,1,Server,ProLiant BL460c G7,1331893062405,0,"",000000505698018500000003000006c7,USE0412ML7,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903623,37333036-3831-5355-4530-3431324D4C37
1717,sc9-prod-vmg3-7-ilo,ILO518878USE04232JH,1303933725422,ILO3,1,12,MgmtProc,Integrated Lights-Out 3 (iLO 3),1331893089837,0,sc9-prod-vmg3-7-ilo.vmware.com,000000505698018500000003000006b5,sc9-prod-vmg3-7-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903605,ILO518878USE04232JH
1731,USE0412ML9,603718USE0412ML9,1303933754309,HPProLiant,1,1,Server,ProLiant BL460c G7,1331893093085,0,"",000000505698018500000003000006c3,USE0412ML9,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903619,37333036-3831-5355-4530-3431324D4C39
1722,sc9-mail-vmg1-12-ilo,ILO603718USE0412MKN,1303933735577,ILO3,1,12,MgmtProc,Integrated Lights-Out 3 (iLO 3),1331893062588,0,sc9-mail-vmg1-12-ilo.vmware.com,000000505698018500000003000006ba,sc9-mail-vmg1-12-ilo,"","",                                ,                                ,                                ,                                ,                                ,                                ,                                ,12884903610,ILO603718USE0412MKN
1803,USE04232JB,518878USE04232JB,1303934183578,HPProLiant,1,1,Server,ProLiant BL685c G7,1331893143773,0,"",0000005056980185000000030000070b,USE04232JB,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903691,38383135-3837-5355-4530-343233324A42
1734,USE0412MKN,603718USE0412MKN,1303933758660,HPProLiant,1,1,Server,ProLiant BL460c G7,1331893062696,0,"",000000505698018500000003000006c6,USE0412MKN,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903622,37333036-3831-5355-4530-3431324D4B4E
1729,USE04232JH,518878USE04232JH,1303933751004,HPProLiant,1,1,Server,ProLiant BL685c G7,1331893089895,0,"",000000505698018500000003000006c1,USE04232JH,"","",Blade                           ,c-Class                         ,                                ,                                ,                                ,                                ,                                ,12884903617,38383135-3837-5355-4530-343233324A48
