vcserver,vmname,version,toolstatus,toolsversion,toolsrunningstatus
"vmview-vc-1.vmware.com","view-L04-134","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-079","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-252","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-192","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-174","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-234","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-245","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-227","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-145","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-210","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-123","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-166","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-132","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-258","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-194","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-057","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-104","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-026","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-044","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-143","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-216","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-113","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-125","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-004","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-160","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-154","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-201","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-067","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-035","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-085","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-020","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-249","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-016","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-042","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-264","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-115","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-180","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-139","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-074","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-255","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-069","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-095","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-058","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-171","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-233","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-033","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-272","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-010","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-148","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-186","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-137","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-253","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-191","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-052","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-177","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-235","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-244","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-226","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-049","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-146","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-211","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-120","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-001","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-167","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-159","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-259","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-054","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-038","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-105","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-025","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-047","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-261","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-217","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-112","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-007","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-161","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-153","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-200","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-066","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-098","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-036","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-084","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-248","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-017","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-267","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-114","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-181","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-138","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-075","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-256","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-068","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-092","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-059","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-170","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-230","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-273","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-011","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-149","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-187","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-136","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-190","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-053","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-176","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-100","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-243","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-221","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-048","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-147","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-212","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-121","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-164","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-158","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-063","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-055","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-039","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-081","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-106","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-024","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-046","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-260","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-111","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-006","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-070","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-152","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-207","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-065","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-099","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-037","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-087","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-014","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-266","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-182","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-168","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-076","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-257","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-093","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-173","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-231","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-270","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-131","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-197","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-050","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-101","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-029","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-242","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-018","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-220","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-140","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-213","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-126","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-003","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-165","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-157","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-062","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-080","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-107","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-023","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-041","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-263","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-110","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-071","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-151","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-206","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-064","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-096","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-030","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-086","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-015","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-269","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-183","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-218","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-169","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-077","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-250","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-090","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-172","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-236","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-247","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-271","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-225","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-L04-130","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-passage","v4","toolsOld","7202","guestToolsRunning"
"vmview-vc-1.vmware.com","view-passagepoint","v4","toolsNotRunning","","guestToolsNotRunning"
"vmview-vc-1.vmware.com","XFS-vmg2-2","v7","toolsNotRunning","8290","guestToolsNotRunning"
"vmview-vc-1.vmware.com","XFS_vmg1-7","v7","toolsNotRunning","8290","guestToolsNotRunning"
"vmview-vc-1.vmware.com","XFS-vmg2-1","v7","toolsNotRunning","8290","guestToolsNotRunning"
"vmview-vc-1.vmware.com","XFS_vmg1-4","v7","toolsNotRunning","8290","guestToolsNotRunning"
"vmview-vc-1.vmware.com","XFS-vmg2-8","v7","toolsNotRunning","8290","guestToolsNotRunning"
"vmview-vc-1.vmware.com","XFS_vmg1-5","v7","toolsNotRunning","","guestToolsNotRunning"
"vmview-vc-1.vmware.com","XFS_vmg1-2","v7","toolsNotRunning","8290","guestToolsNotRunning"
"vmview-vc-1.vmware.com","XFS-vmg2-6","v7","toolsNotRunning","8290","guestToolsNotRunning"
"vmview-vc-1.vmware.com","XFS-vmg2-5","v7","toolsNotRunning","8290","guestToolsNotRunning"
"vmview-vc-1.vmware.com","XFS_vmg1-8","v7","toolsNotRunning","8290","guestToolsNotRunning"
"vmview-vc-1.vmware.com","XFS-vmg2-4","v7","toolsNotRunning","8290","guestToolsNotRunning"
"vmview-vc-1.vmware.com","XFS_vmg1-1","v7","toolsNotRunning","8290","guestToolsNotRunning"
"vmview-vc-1.vmware.com","XFS-vmg2-3","v7","toolsNotRunning","8290","guestToolsNotRunning"
"vmview-vc-1.vmware.com","XFS_vmg1-6","v7","toolsNotRunning","8290","guestToolsNotRunning"
"vmview-vc-1.vmware.com","view-win7-linked (archive)","v7","toolsNotRunning","8290","guestToolsNotRunning"
"vmview-vc-1.vmware.com","view-DR01-004","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-DR01-005","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-DR01-013","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-DR01-150","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-DR01-040","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-DR01-001","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-DR01-115","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-DR01-002","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-DR01-093","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-DR01-003","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-291","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-087","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-306","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-529","v7","toolsOld","8290","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-192","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-025","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-331","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-259","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-268","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-447","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-388","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-156","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-379","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-002","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-534","v7","toolsOld","8290","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-483","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-177","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-425","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-282","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-081","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-527","v7","toolsOld","8290","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-164","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-023","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-204","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-337","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-432","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-045","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-262","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-441","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-386","v7","toolsOld","8290","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-473","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-034","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-506","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-485","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-179","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-279","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-061","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-115","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-288","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-359","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-162","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-029","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-434","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-391","v7","toolsOld","8290","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-515","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-215","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-508","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-310","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-277","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-450","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-011","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-067","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-113","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-296","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-353","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-237","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-469","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-195","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-256","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-096","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-416","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-009","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-533","v7","toolsOld","8290","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-456","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-420","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-285","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-363","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-084","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-135","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-467","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-528","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-193","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-026","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-332","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-401","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-040","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-269","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-444","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-121","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-184","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-221","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-535","v7","toolsOld","8290","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-480","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-174","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-426","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-283","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-140","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-526","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-167","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-340","v7","toolsOld","8290","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-431","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-263","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-381","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-127","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-327","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-505","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-278","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-062","v7","toolsOk","8384","guestToolsRunning"
"vmview-vc-1.vmware.com","view-F01-116","v7","toolsOk","8384","guestToolsRunning"
