vendor,device,model,versiontype,version
"emc","wdc-cx3-80-12 Exchange","STT30065 CLAR300","array disk productRev","630F"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","HUS151P1 CLAR146","array disk productRev","R600"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","HUS151P1 CLAR146","array disk productRev","R600"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","HUS151P1 CLAR146","array disk productRev","R600"
"emc","wdc-cx4-2311","HUS151P1 CLAR146","array disk productRev","R600"
"emc","wdc-cx4-2311","HUS151P1 CLAR146","array disk productRev","R600"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","722020CLCLAR2000","array disk productRev","A3FB/2159"
"emc","wdc-cx4-2311","722020CLCLAR2000","array disk productRev","A3FB/2159"
"emc","wdc-cx4-2311","722020CLCLAR2000","array disk productRev","A3FB/2159"
"emc","wdc-cx4-2311","722020CLCLAR2000","array disk productRev","A3FB/2159"
"emc","wdc-cx4-2311","722020CLCLAR2000","array disk productRev","A3FB/2159"
"emc","wdc-cx4-2311","722020CLCLAR2000","array disk productRev","A3FB/2159"
"emc","wdc-cx4-2311","722020CLCLAR2000","array disk productRev","A3FB/2159"
"emc","wdc-cx4-2311","722020CLCLAR2000","array disk productRev","A3FB/2159"
"emc","wdc-cx4-2311","722020CLCLAR2000","array disk productRev","A3FB/2159"
"emc","wdc-cx4-2311","722020CLCLAR2000","array disk productRev","A3FB/2159"
"emc","wdc-cx4-2311","722020CLCLAR2000","array disk productRev","A3FB/2159"
"emc","wdc-cx4-2311","722020CLCLAR2000","array disk productRev","A3FB/2159"
"emc","wdc-cx4-2311","722020CLCLAR2000","array disk productRev","A3FB/2159"
"emc","wdc-cx4-2311","722020CLCLAR2000","array disk productRev","A3FB/2159"
"emc","wdc-cx4-2311","722020CLCLAR2000","array disk productRev","A3FB/2159"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","STE60005 CLAR600","array disk productRev","EC0C"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","722020ALCLAR2000","array disk productRev","A34E/1534"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
"emc","wdc-cx4-2311","HUS15606 CLAR600","array disk productRev","C3A8"
