"timestamp","vcserver","datacenter"
"2013-10-08 13:06:56","vc-dev-1.vmware.com","North America Remote Sites"
"2013-10-08 13:06:56","vc-dev-1.vmware.com","Palo Alto"
"2013-10-08 13:06:56","vc-dev-1.vmware.com","SC9"
"2013-10-08 13:07:05","vc-prod-1.vmware.com","North America Remote Sites"
"2013-10-08 13:07:05","vc-prod-1.vmware.com","Palo Alto"
"2013-10-08 13:07:05","vc-prod-1.vmware.com","Santa Clara"
