"timestamp","vcserver","datacenter"
"2014-05-23 05:46:54","vc-dev-1.vmware.com","North America Remote Sites"
"2014-05-23 05:46:54","vc-dev-1.vmware.com","Palo Alto"
"2014-05-23 05:46:54","vc-dev-1.vmware.com","SC9"
"2014-05-23 05:47:16","vc-prod-1.vmware.com","North America Remote Sites"
"2014-05-23 05:47:16","vc-prod-1.vmware.com","Palo Alto"
"2014-05-23 05:47:16","vc-prod-1.vmware.com","Santa Clara"
