"timestamp","vcserver","datacenter"
"2014-08-20 03:23:40","wdc-srm-vc-2.vmware.com","WDC"
"2014-08-20 03:23:51","vc-dev-1.vmware.com","North America Remote Sites"
"2014-08-20 03:23:51","vc-dev-1.vmware.com","Palo Alto"
"2014-08-20 03:23:51","vc-dev-1.vmware.com","SC9"
"2014-08-20 03:23:52","vc-prod-1.vmware.com","North America Remote Sites"
"2014-08-20 03:23:52","vc-prod-1.vmware.com","Palo Alto"
"2014-08-20 03:23:52","vc-prod-1.vmware.com","Santa Clara"
