"VCServer","Datacenter","Cluster","TimeStamp","MetricId","Value","Unit"
"wdc-srm-vc-2.vmware.com","WDC","wdc-mail-dr1","3/17/2013 8:00:00 PM","cpu.usage.average","1.09","%"
"wdc-srm-vc-2.vmware.com","WDC","wdc-mail-dr1","3/17/2013 7:30:00 PM","cpu.usage.average","1.08","%"
"wdc-srm-vc-2.vmware.com","WDC","wdc-mail-dr1","3/17/2013 7:00:00 PM","cpu.usage.average","1.2","%"
"wdc-srm-vc-2.vmware.com","WDC","wdc-mail-dr1","3/17/2013 6:30:00 PM","cpu.usage.average","1.13","%"
"wdc-srm-vc-2.vmware.com","WDC","wdc-mail-dr1","3/17/2013 6:00:00 PM","cpu.usage.average","1.69","%"
"wdc-srm-vc-2.vmware.com","WDC","wdc-mail-dr1","3/17/2013 5:30:00 PM","cpu.usage.average","1.11","%"
"wdc-srm-vc-2.vmware.com","WDC","wdc-mail-dr1","3/17/2013 5:00:00 PM","cpu.usage.average","1.12","%"
"wdc-srm-vc-2.vmware.com","WDC","wdc-mail-dr1","3/17/2013 4:30:00 PM","cpu.usage.average","1.18","%"
"wdc-srm-vc-2.vmware.com","WDC","wdc-mail-dr1","3/17/2013 4:00:00 PM","cpu.usage.average","1.27","%"
"wdc-srm-vc-2.vmware.com","WDC","wdc-mail-dr1","3/17/2013 3:30:00 PM","cpu.usage.average","1.2","%"
"wdc-srm-vc-2.vmware.com","WDC","wdc-mail-dr1","3/17/2013 3:00:00 PM","cpu.usage.average","1.17","%"
"wdc-srm-vc-2.vmware.com","WDC","wdc-mail-dr1","3/17/2013 2:30:00 PM","cpu.usage.average","1.26","%"
"wdc-srm-vc-2.vmware.com","WDC","wdc-mail-dr1","3/17/2013 2:00:00 PM","cpu.usage.average","1.09","%"
"wdc-srm-vc-2.vmware.com","WDC","wdc-mail-dr1","3/17/2013 1:30:00 PM","cpu.usage.average","1.18","%"
"wdc-srm-vc-2.vmware.com","WDC","wdc-mail-dr1","3/17/2013 1:00:00 PM","cpu.usage.average","1.15","%"
"wdc-srm-vc-2.vmware.com","WDC","wdc-mail-dr1","3/17/2013 12:30:00 PM","cpu.usage.average","1.27","%"
