"timestamp","vcserver","cluster","vmhost","uuid","connectionstate","powerstate","vendor","model","memorysize","cpumodel","cpuhz","numcpupackages","numcpucores","numcputhreads","esxproductname","esxversion","esxbuild","serialnumber","biosversion","datacenter"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"wdc-stage1-r02-c06-09.vmware.com","30313436-3631-5355-4533-333946464350","connected","poweredOn","HP","ProLiant BL460c Gen8","274841427968","Intel(R) Xeon(R) CPU E5-2680 0 @ 2.70GHz","2699999487","2","16","32","VMware ESXi","5.5.0","1892794",,"I31","North America Remote Sites"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"wdc-stage1-r02-c06-11.vmware.com","30313436-3631-5355-4533-333946464343","connected","poweredOn","HP","ProLiant BL460c Gen8","274841427968","Intel(R) Xeon(R) CPU E5-2680 0 @ 2.70GHz","2699999514","2","16","32","VMware ESXi","5.5.0","1892794",,"I31","North America Remote Sites"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"wdc-stage1-r02-c06-12.vmware.com","30313436-3631-5355-4533-333946464352","connected","poweredOn","HP","ProLiant BL460c Gen8","274841427968","Intel(R) Xeon(R) CPU E5-2680 0 @ 2.70GHz","2699999545","2","16","32","VMware ESXi","5.5.0","1892794",,"I31","North America Remote Sites"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"wdc-prod-vmg1-1.vmware.com","d4f73e8a-d6bf-e111-0000-00000000008d","connected","poweredOn","Cisco Systems Inc","UCSB-B200-M3","274816647168","Intel(R) Xeon(R) CPU E5-2680 0 @ 2.70GHz","2699999724","2","16","32","VMware ESXi","5.5.0","1892794",,"B200M3.2.2.2.0.042820141643","North America Remote Sites"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"wdc-prod-vmg1-2.vmware.com","d4f73e8a-d6bf-e111-0000-00000000009d","connected","poweredOn","Cisco Systems Inc","UCSB-B200-M3","274816647168","Intel(R) Xeon(R) CPU E5-2680 0 @ 2.70GHz","2699999682","2","16","32","VMware ESXi","5.5.0","1892794",,"B200M3.2.2.2.0.042820141643","North America Remote Sites"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"wdc-t2prod1-1.vmware.com","34343335-3237-5553-4538-35304a423150","connected","poweredOn","HP","ProLiant BL680c G5","68715982848","Intel(R) Xeon(R) CPU           E7340  @ 2.40GHz","2400084906","4","16","16","VMware ESXi","5.5.0","1892794","USE850JB1P","I17","North America Remote Sites"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"wdc-t2prod1-2.vmware.com","34343335-3237-5553-4538-35304a42314c","connected","poweredOn","HP","ProLiant BL680c G5","68715982848","Intel(R) Xeon(R) CPU           E7340  @ 2.40GHz","2400084921","4","16","16","VMware ESXi","5.5.0","1892794","USE850JB1L","I17","North America Remote Sites"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"wdc-t2prod1-3.vmware.com","34343335-3237-5553-4538-35324a4c4344","connected","poweredOn","HP","ProLiant BL680c G5","68715982848","Intel(R) Xeon(R) CPU           E7340  @ 2.40GHz","2400084938","4","16","16","VMware ESXi","5.5.0","1892794","USE852JLCD","I17","North America Remote Sites"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"wdc-t2prod1-4.vmware.com","34343335-3237-5553-4538-35324a4c4330","connected","poweredOn","HP","ProLiant BL680c G5","68715982848","Intel(R) Xeon(R) CPU           E7340  @ 2.40GHz","2400084930","4","16","16","VMware ESXi","5.5.0","1892794","USE852JLC0","I17","North America Remote Sites"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"network-esx1.vmware.com","48384441-3852-0030-485b-0030485b188c","connected","poweredOn","Supermicro","H8DA8/H8DAR","4294430720","Dual Core AMD Opteron(tm) Processor 270","1994317146","2","4","4","VMware ESXi","5.0.0","623860",,"080010","Palo Alto"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"osdc-vmg2-8.vmware.com","34343335-3237-5553-4538-303939364337","connected","poweredOn","HP","ProLiant BL680c G5","68715982848","Intel(R) Xeon(R) CPU           E7340  @ 2.40GHz","2400084550","4","16","16","VMware ESXi","5.0.0","1918656","USE80996C7","I17","Palo Alto"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"osdc-vmg2-5.vmware.com","34343335-3237-5553-4538-333946384450","connected","poweredOn","HP","ProLiant BL680c G5","68715982848","Intel(R) Xeon(R) CPU           E7340  @ 2.40GHz","2400084686","4","16","16","VMware ESXi","5.0.0","1918656","USE839F8DP","I17","Palo Alto"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"osdc-vmg2-6.vmware.com","34343335-3237-5553-4538-303939364236","connected","poweredOn","HP","ProLiant BL680c G5","68715982848","Intel(R) Xeon(R) CPU           E7340  @ 2.40GHz","2400084739","4","16","16","VMware ESXi","5.0.0","1918656","USE80996B6","I17","Palo Alto"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"osdc-vmg2-7.vmware.com","34343335-3237-5553-4538-303939364237","connected","poweredOn","HP","ProLiant BL680c G5","68715982848","Intel(R) Xeon(R) CPU           E7340  @ 2.40GHz","2400084749","4","16","16","VMware ESXi","5.0.0","1918656","USE80996B7","I17","Palo Alto"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"osdc-vmg3-12.vmware.com","34303530-3234-5553-4537-333836395052","connected","poweredOn","HP","ProLiant BL685c G1","34357424128","Dual-Core AMD Opteron(tm) Processor 8218 HE","2612036034","4","8","8","VMware ESXi","5.0.0","1918656","USE73869PR","A08","Palo Alto"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"osdc-vmg3-15.vmware.com","34303530-3234-5553-4537-333836414c46","connected","poweredOn","HP","ProLiant BL685c G1","34357424128","Dual-Core AMD Opteron(tm) Processor 8218","2612036157","4","8","8","VMware ESXi","5.0.0","1918656","USE7386ALF","A08","Palo Alto"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"osdc-vmg3-9.vmware.com","34303530-3234-5553-4537-333836414c48","connected","poweredOn","HP","ProLiant BL685c G1","34357424128","Dual-Core AMD Opteron(tm) Processor 8218","2612036036","4","8","8","VMware ESXi","5.0.0","1918656","USE7386ALH","A08","Palo Alto"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"paix-vmg1-1.vmware.com","ec78d303-6ca1-11df-ac63-c84c7568558a","connected","poweredOn","Cisco Systems Inc","R210-2121605W","68648173568","Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz","2666760740","2","12","24","VMware ESX","4.1.0","348481",,"C200.1.2.1a.0.080820102357","Palo Alto"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"paix-vmg1-2.vmware.com","97ac6d11-6cbe-11df-b60e-c84c75685770","connected","poweredOn","Cisco Systems Inc","R210-2121605W","68650270720","Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz","2666760960","2","12","24","VMware ESX","4.1.0","348481",,"C200.1.4.1.0.071320110702","Palo Alto"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"paix-vmg1-3.vmware.com","24296b04-64c3-11e1-bd1d-5057a8af1cf0","connected","poweredOn","Cisco Systems Inc","R210-2121605W","68650004480","Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz","2666760880","2","12","24","VMware ESXi","4.1.0","348481",,"C200.1.4.3c.0.022920120624","Palo Alto"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"promb-prod-vsan1-2.vmware.com","32333536-3030-5355-4532-323135344150","connected","poweredOn","HP","ProLiant DL380p Gen8","34323255296","Intel(R) Xeon(R) CPU E5-2640 0 @ 2.50GHz","2493989948","2","12","24","VMware ESXi","5.5.0","2143827",,"P70","Palo Alto"
"2014-11-03 14:04:53","vc-prod-1.vmware.com",,"promb-prod-vsan1-3.vmware.com","32333536-3030-5355-4532-323135344152","connected","poweredOn","HP","ProLiant DL380p Gen8","34323255296","Intel(R) Xeon(R) CPU E5-2640 0 @ 2.50GHz","2493990055","2","12","24","VMware ESXi","5.5.0","2143827",,"P70","Palo Alto"
