"timestamp","vcserver","datacenter"
"2014-11-03 14:04:34","vc-prod-1.vmware.com","North America Remote Sites"
"2014-11-03 14:04:34","vc-prod-1.vmware.com","Palo Alto"
"2014-11-03 14:04:34","vc-prod-1.vmware.com","Santa Clara"
