"timestamp","vmhost","pnic","speed","macaddress","peerdeviceid","peeripaddress","peerportid","observed","vlan","datacenter"
"2014-11-03 14:22:14","sc9-prod-vmg3-8.vmware.com","vmnic2","5000","68:b5:99:6c:0f:9b","sg2-sjc3.vmware.com","10.113.252.8","GigabitEthernet1/44","10.113.62.1-10.113.63.254 0.0.0.1-255.255.255.254 10.1.128.1-10.1.191.254 0.0.0.1-255.255.255.254 ","3438 12 1280 3434 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-8.vmware.com","vmnic3","5000","68:b5:99:6c:0f:9f","sg1-sjc3.vmware.com","10.113.252.7","GigabitEthernet1/42","10.113.62.1-10.113.63.254 0.0.0.1-255.255.255.254 10.1.128.1-10.1.191.254 0.0.0.1-255.255.255.254 ","3438 12 1280 3434 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-8.vmware.com","vmnic4",,"68:b5:99:6c:0f:9c",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-8.vmware.com","vmnic5",,"68:b5:99:6c:0f:a0",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-8.vmware.com","vmnic6",,"68:b5:99:6c:0f:9d",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-8.vmware.com","vmnic7",,"68:b5:99:6c:0f:a1",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-8.vmware.com","vmnic8","5000","68:b5:99:6c:0f:9b",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-8.vmware.com","vmnic9","5000","68:b5:99:6c:0f:9f",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-3.vmware.com","vmnic0","5000","d4:85:64:c9:df:de","rce01-sjc3.vmware.com(JAF1432ASSD)","10.113.82.252","Ethernet3/6","10.113.128.1-10.113.135.254 10.113.162.1-10.113.162.127 10.113.60.1-10.113.61.254 10.119.41.29-10.119.41.29 10.113.52.1-10.113.53.254 10.113.82.1-10.113.82.254 10.113.47.1-10.113.47.7 10.119.17.1-10.119.17.127 10.113.36.1-10.113.36.63 10.119.6.1-10.119.6.15 10.119.33.1-10.119.33.63 10.113.14.224-10.113.14.239 10.113.76.1-10.113.76.254 10.113.120.4-10.113.120.7 192.168.0.1-192.168.15.254 10.119.8.1-10.119.8.63 10.113.12.16-10.113.12.16 10.113.112.1-10.113.112.31 10.113.125.24-10.113.125.31 10.119.49.1-10.119.49.127 10.113.68.1-10.113.68.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3459 3460 3437 3475 3433 2082 3036 3473 3419 3471 3474 3428 3422 3102 0 3472 3427 3103 3108 3476 3412 3107 3470 3101 3461 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-3.vmware.com","vmnic1","5000","d4:85:64:c9:df:e2","rce02-sjc3.vmware.com(TBM14343207)","10.113.82.251","Ethernet3/6","10.113.82.1-10.113.82.254 10.113.60.1-10.113.61.254 10.113.128.1-10.113.135.254 10.113.162.1-10.113.162.127 10.113.52.1-10.113.53.254 10.113.47.1-10.113.47.7 10.113.14.224-10.113.14.239 10.119.41.29-10.119.41.29 10.119.17.1-10.119.17.127 10.113.120.4-10.113.120.7 10.119.33.1-10.119.33.63 10.113.76.1-10.113.76.254 10.113.112.1-10.113.112.31 10.113.12.16-10.113.12.16 192.168.0.1-192.168.15.254 10.119.6.1-10.119.6.15 10.119.8.1-10.119.8.63 10.113.36.1-10.113.36.63 10.113.125.24-10.113.125.31 10.119.49.1-10.119.49.127 10.113.68.1-10.113.68.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","2082 3437 3459 3460 3433 3036 3428 3475 3473 3102 3474 3422 3103 3427 0 3471 3472 3419 3108 3476 3412 3107 3470 3101 3461 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-3.vmware.com","vmnic10","5000","d4:85:64:c9:df:e0",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-3.vmware.com","vmnic11","5000","d4:85:64:c9:df:e4",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-3.vmware.com","vmnic12",,"d4:85:64:c9:df:e1",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-3.vmware.com","vmnic13",,"d4:85:64:c9:df:e5",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-3.vmware.com","vmnic14",,"d4:85:64:c9:df:e2",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-3.vmware.com","vmnic15",,"d4:85:64:c9:df:e6",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-3.vmware.com","vmnic2","5000","d4:85:64:c9:df:df","sg2-sjc3.vmware.com","10.113.252.8","GigabitEthernet1/42","10.1.128.1-10.1.191.254 10.113.62.1-10.113.63.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","1280 3438 12 3434 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-3.vmware.com","vmnic3","5000","d4:85:64:c9:df:e3","sg1-sjc3.vmware.com","10.113.252.7","GigabitEthernet1/44","10.113.62.1-10.113.63.254 0.0.0.1-255.255.255.254 10.1.128.1-10.1.191.254 0.0.0.1-255.255.255.254 ","3438 12 1280 3434 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-3.vmware.com","vmnic4",,"d4:85:64:c9:df:e0",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-3.vmware.com","vmnic5",,"d4:85:64:c9:df:e4",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-3.vmware.com","vmnic6",,"d4:85:64:c9:df:e1",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-3.vmware.com","vmnic7",,"d4:85:64:c9:df:e5",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-3.vmware.com","vmnic8","5000","d4:85:64:c9:df:df",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-3.vmware.com","vmnic9","5000","d4:85:64:c9:df:e3",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-5.vmware.com","vmnic0","5000","2c:76:8a:ae:55:b4","rce02-sjc3.vmware.com(TBM14343207)","10.113.82.251","Ethernet3/6","10.113.128.1-10.113.135.254 10.113.162.1-10.113.163.254 10.113.60.1-10.113.61.254 10.113.47.1-10.113.47.7 10.113.82.1-10.113.82.254 10.113.52.1-10.113.53.254 10.113.112.1-10.113.112.31 10.119.33.1-10.119.33.31 10.113.14.224-10.113.14.239 10.113.12.16-10.113.12.16 10.119.41.29-10.119.41.29 10.119.17.1-10.119.17.127 10.113.120.4-10.113.120.7 10.119.6.1-10.119.6.15 192.168.0.1-192.168.15.254 10.113.36.1-10.113.36.63 10.119.8.1-10.119.8.63 10.113.125.24-10.113.125.31 10.119.49.1-10.119.49.127 10.113.68.1-10.113.68.254 10.113.76.1-10.113.76.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3459 3460 3437 3036 2082 3433 3103 3474 3428 3427 3475 3473 3102 3471 0 3419 3472 3108 3476 3412 3422 3107 3470 3101 3461 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-5.vmware.com","vmnic1","5000","2c:76:8a:ae:55:b8","rce02-sjc3.vmware.com(TBM14343207)","10.113.82.251","Ethernet3/7","10.113.128.1-10.113.135.254 10.113.162.1-10.113.163.254 10.113.60.1-10.113.61.254 10.113.47.1-10.113.47.7 10.113.82.1-10.113.82.254 10.113.52.1-10.113.53.254 10.113.112.1-10.113.112.31 10.119.33.1-10.119.33.31 10.113.14.224-10.113.14.239 10.113.12.16-10.113.12.16 10.119.41.29-10.119.41.29 10.119.17.1-10.119.17.127 10.113.120.4-10.113.120.7 10.119.6.1-10.119.6.15 192.168.0.1-192.168.15.254 10.113.36.1-10.113.36.63 10.119.8.1-10.119.8.63 10.113.125.24-10.113.125.31 10.119.49.1-10.119.49.127 10.113.68.1-10.113.68.254 10.113.76.1-10.113.76.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3459 3460 3437 3036 2082 3433 3103 3474 3428 3427 3475 3473 3102 3471 0 3419 3472 3108 3476 3412 3422 3107 3470 3101 3461 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-5.vmware.com","vmnic10","5000","2c:76:8a:ae:55:bd",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-5.vmware.com","vmnic11","5000","2c:76:8a:ae:55:c1",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-5.vmware.com","vmnic12",,"2c:76:8a:ae:55:be",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-5.vmware.com","vmnic13",,"2c:76:8a:ae:55:c2",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-5.vmware.com","vmnic14",,"2c:76:8a:ae:55:bf",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-5.vmware.com","vmnic15",,"2c:76:8a:ae:55:c3",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-5.vmware.com","vmnic2","5000","2c:76:8a:ae:55:b5","sg1-sjc3.vmware.com","10.113.252.7","GigabitEthernet1/44","10.113.62.1-10.113.63.254 0.0.0.1-255.255.255.254 10.1.128.1-10.1.191.254 0.0.0.1-255.255.255.254 ","3438 12 1280 3434 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-5.vmware.com","vmnic3","5000","2c:76:8a:ae:55:b9","sg2-sjc3.vmware.com","10.113.252.8","GigabitEthernet1/44","10.113.62.1-10.113.63.254 0.0.0.1-255.255.255.254 10.1.128.1-10.1.191.254 0.0.0.1-255.255.255.254 ","3438 12 1280 3434 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-5.vmware.com","vmnic4",,"2c:76:8a:ae:55:b6",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-5.vmware.com","vmnic5",,"2c:76:8a:ae:55:ba",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-5.vmware.com","vmnic6",,"2c:76:8a:ae:55:b7",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-5.vmware.com","vmnic7",,"2c:76:8a:ae:55:bb",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-5.vmware.com","vmnic8","5000","2c:76:8a:ae:55:bc",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-5.vmware.com","vmnic9","5000","2c:76:8a:ae:55:c0",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-4.vmware.com","vmnic0","5000","d4:85:64:c9:91:54","rce01-sjc3.vmware.com(JAF1432ASSD)","10.113.82.252","Ethernet3/6","10.113.128.1-10.113.135.254 10.113.160.1-10.113.191.254 10.113.60.1-10.113.61.254 10.119.41.29-10.119.41.29 10.113.52.1-10.113.53.254 10.113.82.1-10.113.82.254 10.113.47.1-10.113.47.0 10.119.17.1-10.119.17.127 10.113.36.1-10.113.36.63 10.119.6.1-10.119.6.15 10.119.33.1-10.119.33.31 10.113.14.224-10.113.14.239 10.113.76.1-10.113.76.254 10.113.120.4-10.113.120.7 192.168.0.1-192.168.15.254 10.119.8.1-10.119.8.63 10.113.12.16-10.113.12.16 10.113.112.1-10.113.112.31 10.113.125.24-10.113.125.31 10.119.49.1-10.119.49.127 10.113.68.1-10.113.68.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3459 3460 3437 3475 3433 2082 3036 3473 3419 3471 3474 3428 3422 3102 0 3472 3427 3103 3108 3476 3412 3107 3470 3101 3461 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-4.vmware.com","vmnic1","5000","d4:85:64:c9:91:58","rce02-sjc3.vmware.com(TBM14343207)","10.113.82.251","Ethernet3/6","10.113.128.1-10.113.135.254 10.113.60.1-10.113.61.254 10.113.160.1-10.113.191.254 10.113.52.1-10.113.53.254 10.119.41.29-10.119.41.29 10.119.33.1-10.119.33.31 10.113.112.1-10.113.112.31 10.119.17.1-10.119.17.127 10.119.6.1-10.119.6.15 10.113.82.1-10.113.82.254 10.113.14.224-10.113.14.239 10.113.120.4-10.113.120.7 10.113.12.16-10.113.12.16 192.168.0.1-192.168.15.254 10.113.47.1-10.113.47.0 10.113.36.1-10.113.36.63 10.119.8.1-10.119.8.63 10.113.76.1-10.113.76.254 10.113.125.24-10.113.125.31 10.119.49.1-10.119.49.127 10.113.68.1-10.113.68.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3459 3437 3460 3433 3475 3474 3103 3473 3471 2082 3428 3102 3427 0 3036 3419 3472 3422 3108 3476 3412 3107 3470 3101 3461 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-4.vmware.com","vmnic10","5000","d4:85:64:c9:91:5d",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-4.vmware.com","vmnic11","5000","d4:85:64:c9:91:61",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-4.vmware.com","vmnic12",,"d4:85:64:c9:91:5e",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-4.vmware.com","vmnic13",,"d4:85:64:c9:91:62",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-4.vmware.com","vmnic14",,"d4:85:64:c9:91:5f",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-4.vmware.com","vmnic15",,"d4:85:64:c9:91:63",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-4.vmware.com","vmnic2","5000","d4:85:64:c9:91:55","sg1-sjc3.vmware.com","10.113.252.7","GigabitEthernet1/42","10.1.128.1-10.1.191.254 10.113.62.1-10.113.63.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","1280 3438 12 3434 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-4.vmware.com","vmnic3","5000","d4:85:64:c9:91:59","sg2-sjc3.vmware.com","10.113.252.8","GigabitEthernet1/42","10.1.128.1-10.1.191.254 10.113.62.1-10.113.63.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","1280 3438 12 3434 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-4.vmware.com","vmnic4",,"d4:85:64:c9:91:56",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-4.vmware.com","vmnic5",,"d4:85:64:c9:91:5a",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-4.vmware.com","vmnic6",,"d4:85:64:c9:91:57",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-4.vmware.com","vmnic7",,"d4:85:64:c9:91:5b",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-4.vmware.com","vmnic8","5000","d4:85:64:c9:91:5c",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg3-4.vmware.com","vmnic9","5000","d4:85:64:c9:91:60",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-2.vmware.com","vmnic0","3400","d4:85:64:55:f4:08","rce01-sjc3.vmware.com(JAF1432ASSD)","10.113.82.252","Ethernet3/6","10.113.128.1-10.113.135.254 10.113.160.1-10.113.163.254 10.113.60.1-10.113.61.254 10.113.47.1-10.113.47.0 10.113.112.1-10.113.112.31 10.119.41.29-10.119.41.29 10.113.82.1-10.113.82.254 10.113.52.1-10.113.52.254 10.119.17.1-10.119.17.127 10.119.33.1-10.119.33.31 10.113.14.224-10.113.14.239 10.113.120.4-10.113.120.7 10.113.12.16-10.113.12.16 192.168.0.1-192.168.15.254 10.119.6.1-10.119.6.15 10.113.36.16-10.113.36.31 10.119.8.1-10.119.8.63 10.113.125.24-10.113.125.31 10.113.76.1-10.113.76.254 10.119.49.1-10.119.49.127 10.113.68.1-10.113.68.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3459 3460 3437 3036 3103 3475 2082 3433 3473 3474 3428 3102 3427 0 3471 3419 3472 3108 3422 3476 3412 3107 3470 3101 3461 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-2.vmware.com","vmnic1","3400","d4:85:64:55:f4:0c","rce02-sjc3.vmware.com(TBM14343207)","10.113.82.251","Ethernet3/6","10.113.128.1-10.113.135.254 10.113.160.1-10.113.163.254 10.113.60.1-10.113.61.254 10.113.47.1-10.113.47.0 10.113.112.1-10.113.112.31 10.119.41.29-10.119.41.29 10.113.82.1-10.113.82.254 10.113.52.1-10.113.52.254 10.119.17.1-10.119.17.127 10.119.33.1-10.119.33.31 10.113.14.224-10.113.14.239 10.113.120.4-10.113.120.7 10.113.12.16-10.113.12.16 192.168.0.1-192.168.15.254 10.119.6.1-10.119.6.15 10.113.36.16-10.113.36.31 10.119.8.1-10.119.8.63 10.113.125.24-10.113.125.31 10.113.76.1-10.113.76.254 10.119.49.1-10.119.49.127 10.113.68.1-10.113.68.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3459 3460 3437 3036 3103 3475 2082 3433 3473 3474 3428 3102 3427 0 3471 3419 3472 3108 3422 3476 3412 3107 3470 3101 3461 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-2.vmware.com","vmnic2","2500","d4:85:64:55:f4:09","sg1-sjc3.vmware.com","10.113.252.7","GigabitEthernet1/44","10.113.62.1-10.113.63.254 0.0.0.1-255.255.255.254 10.1.128.1-10.1.191.254 0.0.0.1-255.255.255.254 ","3438 12 1280 3434 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-2.vmware.com","vmnic3","2500","d4:85:64:55:f4:0d","sg2-sjc3.vmware.com","10.113.252.8","GigabitEthernet1/44","10.113.62.1-10.113.63.254 0.0.0.1-255.255.255.254 10.1.128.1-10.1.191.254 0.0.0.1-255.255.255.254 ","3438 12 1280 3434 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-2.vmware.com","vmnic4","3300","d4:85:64:55:f4:0a",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-2.vmware.com","vmnic5","3300","d4:85:64:55:f4:0e",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-2.vmware.com","vmnic6","3300","d4:85:64:55:f4:0b",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-2.vmware.com","vmnic7","3300","d4:85:64:55:f4:0f",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-3.vmware.com","vmnic0","3400","d4:85:64:56:25:e0","rce01-sjc3.vmware.com(JAF1432ASSD)","10.113.82.252","Ethernet3/6","10.113.128.1-10.113.135.254 10.113.160.210-10.113.160.211 10.113.60.1-10.113.61.254 10.113.12.16-10.113.12.16 10.119.41.29-10.119.41.29 10.113.82.1-10.113.82.254 10.113.112.1-10.113.112.31 10.113.52.1-10.113.52.254 10.119.17.1-10.119.17.127 10.119.33.1-10.119.33.31 10.113.14.224-10.113.14.239 10.119.6.1-10.119.6.15 10.113.120.4-10.113.120.7 10.119.8.1-10.119.8.63 192.168.0.1-192.168.15.254 10.113.47.1-10.113.47.0 10.113.36.16-10.113.36.31 10.113.125.24-10.113.125.31 10.113.76.1-10.113.76.254 10.119.49.1-10.119.49.127 10.113.68.1-10.113.68.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3459 3460 3437 3427 3475 2082 3103 3433 3473 3474 3428 3471 3102 3472 0 3036 3419 3108 3422 3476 3412 3101 3461 3470 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-3.vmware.com","vmnic1","3400","d4:85:64:56:25:e4","rce02-sjc3.vmware.com(TBM14343207)","10.113.82.251","Ethernet3/6","10.113.128.1-10.113.135.254 10.113.160.210-10.113.160.211 10.113.60.1-10.113.61.254 10.113.12.16-10.113.12.16 10.119.41.29-10.119.41.29 10.113.82.1-10.113.82.254 10.113.112.1-10.113.112.31 10.113.52.1-10.113.52.254 10.119.17.1-10.119.17.127 10.119.33.1-10.119.33.31 10.113.14.224-10.113.14.239 10.119.6.1-10.119.6.15 10.113.120.4-10.113.120.7 10.119.8.1-10.119.8.63 192.168.0.1-192.168.15.254 10.113.47.1-10.113.47.0 10.113.36.16-10.113.36.31 10.113.125.24-10.113.125.31 10.113.76.1-10.113.76.254 10.119.49.1-10.119.49.127 10.113.68.1-10.113.68.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3459 3460 3437 3427 3475 2082 3103 3433 3473 3474 3428 3471 3102 3472 0 3036 3419 3108 3422 3476 3412 3101 3461 3470 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-3.vmware.com","vmnic2","2500","d4:85:64:56:25:e1","sg1-sjc3.vmware.com","10.113.252.7","GigabitEthernet1/44","10.113.62.1-10.113.63.254 0.0.0.1-255.255.255.254 10.1.153.143-10.1.153.143 0.0.0.1-255.255.255.254 ","3438 12 1280 3434 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-3.vmware.com","vmnic3","2500","d4:85:64:56:25:e5","sg2-sjc3.vmware.com","10.113.252.8","GigabitEthernet1/44","10.113.62.1-10.113.63.254 0.0.0.1-255.255.255.254 10.1.144.1-10.1.159.254 0.0.0.1-255.255.255.254 ","3438 12 1280 3434 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-3.vmware.com","vmnic4","3300","d4:85:64:56:25:e2",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-3.vmware.com","vmnic5","3300","d4:85:64:56:25:e6",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-3.vmware.com","vmnic6","3300","d4:85:64:56:25:e3",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-3.vmware.com","vmnic7","3300","d4:85:64:56:25:e7",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-1.vmware.com","vmnic0","3400","d4:85:64:4e:ef:58","rce01-sjc3.vmware.com(JAF1432ASSD)","10.113.82.252","Ethernet3/6","10.113.128.1-10.113.131.254 10.113.160.210-10.113.160.210 10.113.12.16-10.113.12.16 10.113.82.1-10.113.82.254 10.113.60.1-10.113.61.254 10.119.41.29-10.119.41.29 10.113.52.1-10.113.52.254 10.119.17.1-10.119.17.127 10.113.14.224-10.113.14.239 10.113.112.1-10.113.112.31 10.119.6.1-10.119.6.15 10.119.33.1-10.119.33.31 10.113.120.4-10.113.120.7 10.119.8.1-10.119.8.63 192.168.0.1-192.168.15.254 10.113.47.1-10.113.47.0 10.113.36.16-10.113.36.31 10.113.125.24-10.113.125.31 10.113.76.1-10.113.76.254 10.119.49.1-10.119.49.127 10.113.68.1-10.113.68.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3459 3460 3427 2082 3437 3475 3433 3473 3428 3103 3471 3474 3102 3472 0 3036 3419 3108 3422 3476 3412 3101 3461 3470 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-1.vmware.com","vmnic1","3400","d4:85:64:4e:ef:5c","rce02-sjc3.vmware.com(TBM14343207)","10.113.82.251","Ethernet3/6","10.113.128.1-10.113.131.254 10.113.160.210-10.113.160.210 10.113.12.16-10.113.12.16 10.113.82.1-10.113.82.254 10.113.60.1-10.113.61.254 10.119.41.29-10.119.41.29 10.113.52.1-10.113.52.254 10.119.17.1-10.119.17.127 10.113.14.224-10.113.14.239 10.113.112.1-10.113.112.31 10.119.6.1-10.119.6.15 10.119.33.1-10.119.33.31 10.113.120.4-10.113.120.7 10.119.8.1-10.119.8.63 192.168.0.1-192.168.15.254 10.113.47.1-10.113.47.0 10.113.36.16-10.113.36.31 10.113.125.24-10.113.125.31 10.113.76.1-10.113.76.254 10.119.49.1-10.119.49.127 10.113.68.1-10.113.68.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 0.0.0.1-255.255.255.254 ","3459 3460 3427 2082 3437 3475 3433 3473 3428 3103 3471 3474 3102 3472 0 3036 3419 3108 3422 3476 3412 3101 3461 3470 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-1.vmware.com","vmnic2","2500","d4:85:64:4e:ef:59","sg1-sjc3.vmware.com","10.113.252.7","GigabitEthernet1/44","10.113.62.1-10.113.63.254 0.0.0.1-255.255.255.254 10.1.128.1-10.1.191.254 0.0.0.1-255.255.255.254 ","3438 12 1280 3434 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-1.vmware.com","vmnic3","2500","d4:85:64:4e:ef:5d","sg2-sjc3.vmware.com","10.113.252.8","GigabitEthernet1/44","10.113.62.1-10.113.63.254 0.0.0.1-255.255.255.254 10.1.128.1-10.1.191.254 0.0.0.1-255.255.255.254 ","3438 12 1280 3434 ","Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-1.vmware.com","vmnic4","3300","d4:85:64:4e:ef:5a",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-1.vmware.com","vmnic5","3300","d4:85:64:4e:ef:5e",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-1.vmware.com","vmnic6","3300","d4:85:64:4e:ef:5b",,,," ",,"Santa Clara"
"2014-11-03 14:22:14","sc9-prod-vmg4-1.vmware.com","vmnic7","3300","d4:85:64:4e:ef:5f",,,," ",,"Santa Clara"
