"vcserver","datacenter","vmhost","vmname","timestamp","username","eventmsg","tag","event_type"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-cat1-01.vmware.com","rhel5.5-x86_64-templ-9400762a-30be-4b88-a847-6cf9dfafb72a","4/27/2011 5:41:30 PM","","Created virtual machine rhel5.5-x86_64-templ-9400762a-30be-4b88-a847-6cf9dfafb72a on sc9-vf-cat1-01.vmware.com in vCloudCompute01",,"VmCreatedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-cat1-01.vmware.com","rhel5.5-x86_64-templ","4/29/2011 8:21:35 PM","VMWAREM\vf-vcadmin","Removed rhel5.5-x86_64-templ on sc9-vf-cat1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1601956937-MktBI_Db","4/30/2011 5:42:31 PM","VMWAREM\vf-vcadmin","Clone of 1601956937-MktBI_Db completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1568980503-ora-mkt-db1","4/30/2011 5:49:41 PM","VMWAREM\vf-vcadmin","Clone of 1568980503-ora-mkt-db1 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1568980503-ora-mkt-db1","4/30/2011 6:45:28 PM","VMWAREM\vf-vcadmin","Removed 1568980503-ora-mkt-db1 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1601956937-MktBI_Db","4/30/2011 6:45:55 PM","VMWAREM\vf-vcadmin","Removed 1601956937-MktBI_Db on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","1687331823-MktBI_Db","4/30/2011 7:02:25 PM","VMWAREM\vf-vcadmin","Clone of 1687331823-MktBI_Db completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1891111218-ora-mkt-db3","4/30/2011 10:11:41 PM","VMWAREM\vf-vcadmin","Clone of 1891111218-ora-mkt-db3 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1891111218-ora-mkt-db3","4/30/2011 11:57:09 PM","VMWAREM\vf-vcadmin","Removed 1891111218-ora-mkt-db3 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","1687331823-MktBI_Db","4/30/2011 11:58:19 PM","VMWAREM\vf-vcadmin","Removed 1687331823-MktBI_Db on sc9-vf-dev1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","1939274240-MktBI_Db","5/1/2011 12:04:24 AM","VMWAREM\vf-vcadmin","Clone of 1939274240-MktBI_Db completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1038459834-ora-mkt-d3","5/1/2011 12:11:51 AM","VMWAREM\vf-vcadmin","Clone of 1038459834-ora-mkt-d3 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1038459834-ora-mkt-d3","5/1/2011 2:07:37 AM","VMWAREM\vf-vcadmin","Removed 1038459834-ora-mkt-d3 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","1939274240-MktBI_Db","5/1/2011 2:12:13 AM","VMWAREM\vf-vcadmin","Removed 1939274240-MktBI_Db on sc9-vf-dev1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","1788519468-MktBI_Db","5/1/2011 2:18:37 AM","VMWAREM\vf-vcadmin","Clone of 1788519468-MktBI_Db completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","0569338622-ora-mkt-db5","5/1/2011 2:35:53 AM","VMWAREM\vf-vcadmin","Clone of 0569338622-ora-mkt-db5 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-cat1-02.vmware.com","w2k8r2-x64-template-688ab6c0-7800-4ec0-b3c2-dd90ccef5324","5/2/2011 6:13:48 AM","","Created virtual machine w2k8r2-x64-template-688ab6c0-7800-4ec0-b3c2-dd90ccef5324 on sc9-vf-cat1-02.vmware.com in vCloudCompute01",,"VmCreatedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","0351148833-mysql-base_v2","5/3/2011 5:13:35 AM","VMWAREM\vf-vcadmin","Clone of 0351148833-mysql-base_v2 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1425975656-mysql-dev-db1","5/3/2011 5:17:58 AM","VMWAREM\vf-vcadmin","Clone of 1425975656-mysql-dev-db1 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","0351148833-mysql-base_v2","5/3/2011 2:47:45 PM","VMWAREM\vf-vcadmin","Removed 0351148833-mysql-base_v2 on sc9-vf-dev1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1600975040-mysql-base_v2","5/3/2011 2:51:10 PM","VMWAREM\vf-vcadmin","Clone of 1600975040-mysql-base_v2 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","0594245160-ora-mysql-db4","5/3/2011 2:55:50 PM","VMWAREM\vf-vcadmin","Clone of 0594245160-ora-mysql-db4 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1425975656-mysql-dev-db1","5/3/2011 2:55:58 PM","VMWAREM\vf-vcadmin","Removed 1425975656-mysql-dev-db1 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","0594245160-ora-mysql-db4","5/3/2011 3:10:24 PM","VMWAREM\vf-vcadmin","Removed 0594245160-ora-mysql-db4 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","1652901566-ora-mkt-db3","5/3/2011 3:20:10 PM","VMWAREM\vf-vcadmin","Clone of 1652901566-ora-mkt-db3 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","1652901566-ora-mkt-db3","5/3/2011 3:37:20 PM","VMWAREM\vf-vcadmin","Removed 1652901566-ora-mkt-db3 on sc9-vf-dev1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","1788519468-MktBI_Db","5/3/2011 3:38:51 PM","VMWAREM\vf-vcadmin","Removed 1788519468-MktBI_Db on sc9-vf-dev1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1382009812-MktBI_Db","5/3/2011 3:44:50 PM","VMWAREM\vf-vcadmin","Clone of 1382009812-MktBI_Db completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","0005939376-ora-mkt-db6","5/3/2011 3:52:12 PM","VMWAREM\vf-vcadmin","Clone of 0005939376-ora-mkt-db6 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","0231200264-mysql-base_v2","5/3/2011 6:54:58 PM","VMWAREM\vf-vcadmin","Clone of 0231200264-mysql-base_v2 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1382009812-MktBI_Db","5/3/2011 7:42:41 PM","VMWAREM\vf-vcadmin","Removed 1382009812-MktBI_Db on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","0623911204-MktBI_Db","5/3/2011 7:49:40 PM","VMWAREM\vf-vcadmin","Clone of 0623911204-MktBI_Db completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","0005939376-ora-mkt-db6","5/3/2011 7:51:03 PM","VMWAREM\vf-vcadmin","Removed 0005939376-ora-mkt-db6 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1558768155-ora-mkt-db7","5/3/2011 7:58:30 PM","VMWAREM\vf-vcadmin","Clone of 1558768155-ora-mkt-db7 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1558768155-ora-mkt-db7","5/3/2011 8:19:42 PM","VMWAREM\vf-vcadmin","Removed 1558768155-ora-mkt-db7 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","0623911204-MktBI_Db","5/3/2011 8:19:56 PM","VMWAREM\vf-vcadmin","Removed 0623911204-MktBI_Db on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","1120584434-MktBI_Db","5/3/2011 8:29:38 PM","VMWAREM\vf-vcadmin","Clone of 1120584434-MktBI_Db completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","0701824381-ora-mkt-d7","5/3/2011 8:41:38 PM","VMWAREM\vf-vcadmin","Clone of 0701824381-ora-mkt-d7 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-cat1-02.vmware.com","ConfigvAppTemplate_v1.0-b1868c1b-9dcf-4335-a2e6-2186f2b66832","5/3/2011 10:16:01 PM","","Created virtual machine ConfigvAppTemplate_v1.0-b1868c1b-9dcf-4335-a2e6-2186f2b66832 on sc9-vf-cat1-02.vmware.com in vCloudCompute01",,"VmCreatedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-cat1-01.vmware.com","1162950930-ConfigvAppTemplate_v1.0","5/3/2011 10:33:45 PM","VMWAREM\vf-vcadmin","Clone of 1162950930-ConfigvAppTemplate_v1.0 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-cat1-02.vmware.com","ConfigvAppTemplate_v1.0","5/3/2011 10:33:49 PM","VMWAREM\vf-vcadmin","Removed ConfigvAppTemplate_v1.0 on sc9-vf-cat1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-cat1-02.vmware.com","0016866373-ConfigvApp","5/3/2011 10:47:50 PM","VMWAREM\vf-vcadmin","Clone of 0016866373-ConfigvApp completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","1330640520-dev-casemgmt","5/4/2011 6:24:43 AM","VMWAREM\vf-vcadmin","Clone of 1330640520-dev-casemgmt completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","0701824381-ora-mkt-d7","5/4/2011 6:10:08 PM","VMWAREM\vf-vcadmin","Removed 0701824381-ora-mkt-d7 on sc9-vf-dev1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","0029040106-ora-mysql-db2","5/4/2011 6:48:25 PM","VMWAREM\vf-vcadmin","Clone of 0029040106-ora-mysql-db2 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-cat1-02.vmware.com","1261929703-dev-casemgmt","5/4/2011 7:18:50 PM","VMWAREM\vf-vcadmin","Clone of 1261929703-dev-casemgmt completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","0029040106-ora-mysql-db2","5/4/2011 9:36:13 PM","VMWAREM\vf-vcadmin","Removed 0029040106-ora-mysql-db2 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","2054364741-ora-mkt-db7","5/4/2011 11:39:51 PM","VMWAREM\vf-vcadmin","Clone of 2054364741-ora-mkt-db7 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","2054364741-ora-mkt-db7","5/5/2011 12:35:36 AM","VMWAREM\vf-vcadmin","Removed 2054364741-ora-mkt-db7 on sc9-vf-dev1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","0569338622-ora-mkt-db5","5/5/2011 12:36:00 AM","VMWAREM\vf-vcadmin","Removed 0569338622-ora-mkt-db5 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","1120584434-MktBI_Db","5/5/2011 12:46:35 AM","VMWAREM\vf-vcadmin","Removed 1120584434-MktBI_Db on sc9-vf-dev1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","0198960476-MktBI_Db","5/5/2011 12:52:41 AM","VMWAREM\vf-vcadmin","Clone of 0198960476-MktBI_Db completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","0198960476-MktBI_Db","5/5/2011 1:01:50 AM","VMWAREM\vf-vcadmin","Removed 0198960476-MktBI_Db on sc9-vf-dev1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","0297327547-MktBI_Db","5/5/2011 1:09:01 AM","VMWAREM\vf-vcadmin","Clone of 0297327547-MktBI_Db completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","1838475405-ora-mkt-db6","5/5/2011 1:16:12 AM","VMWAREM\vf-vcadmin","Clone of 1838475405-ora-mkt-db6 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","1838475405-ora-mkt-db6","5/5/2011 4:30:58 AM","VMWAREM\vf-vcadmin","Removed 1838475405-ora-mkt-db6 on sc9-vf-dev1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1047013512-ora-mkt-db9","5/5/2011 4:39:01 AM","VMWAREM\vf-vcadmin","Clone of 1047013512-ora-mkt-db9 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1036379744-ora-mkt-db8","5/5/2011 4:39:01 AM","VMWAREM\vf-vcadmin","Clone of 1036379744-ora-mkt-db8 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-prod1-01.vmware.com","thintest","5/5/2011 7:14:25 PM","VMWAREM\adm.cchi","Clone of thintest completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-prod1-01.vmware.com","thintest2","5/5/2011 7:21:20 PM","VMWAREM\adm.cchi","Clone of thintest2 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-prod1-02.vmware.com","thicktest","5/5/2011 7:27:10 PM","VMWAREM\adm.cchi","Clone of thicktest completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1036379744-ora-mkt-db8","5/5/2011 10:04:10 PM","VMWAREM\vf-vcadmin","Removed 1036379744-ora-mkt-db8 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","0281293100-gss-mysql-db1","5/5/2011 10:07:36 PM","VMWAREM\vf-vcadmin","Clone of 0281293100-gss-mysql-db1 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","0281293100-gss-mysql-db1","5/5/2011 10:23:54 PM","VMWAREM\vf-vcadmin","Removed 0281293100-gss-mysql-db1 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","1047013512-ora-mkt-db9","5/5/2011 10:23:58 PM","VMWAREM\vf-vcadmin","Removed 1047013512-ora-mkt-db9 on sc9-vf-dev1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-prod1-01.vmware.com","thicktest2","5/5/2011 10:34:23 PM","VMWAREM\adm.cchi","Clone of thicktest2 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-prod1-02.vmware.com","thicktest","5/5/2011 10:59:38 PM","VMWAREM\adm.cchi","Removed thicktest on sc9-vf-prod1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-prod1-01.vmware.com","thicktest2","5/5/2011 10:59:40 PM","VMWAREM\adm.cchi","Removed thicktest2 on sc9-vf-prod1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-prod1-01.vmware.com","thintest2","5/5/2011 10:59:41 PM","VMWAREM\adm.cchi","Removed thintest2 on sc9-vf-prod1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-prod1-01.vmware.com","thintest","5/5/2011 10:59:42 PM","VMWAREM\adm.cchi","Removed thintest on sc9-vf-prod1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1543745765-Case_Management_VM2","5/6/2011 12:17:06 AM","VMWAREM\vf-vcadmin","Clone of 1543745765-Case_Management_VM2 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1376712091-VappForTesting2","5/6/2011 12:20:57 AM","VMWAREM\vf-vcadmin","Clone of 1376712091-VappForTesting2 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","0463101757-Case_Management_VM1","5/6/2011 12:26:53 AM","VMWAREM\vf-vcadmin","Clone of 0463101757-Case_Management_VM1 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1123212144-VappForTesting3","5/6/2011 12:29:36 AM","VMWAREM\vf-vcadmin","Clone of 1123212144-VappForTesting3 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","2092883969-VappForTesting1","5/6/2011 12:36:17 AM","VMWAREM\vf-vcadmin","Clone of 2092883969-VappForTesting1 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","0862079732-VMTesting1","5/6/2011 6:29:45 AM","VMWAREM\vf-vcadmin","Clone of 0862079732-VMTesting1 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-cat1-01.vmware.com","obie-template2","5/6/2011 6:34:24 AM","VMWAREM\adm.cchi","Clone of obie-template2 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-cat1-01.vmware.com","0039041462-obie-test1","5/6/2011 7:06:47 AM","VMWAREM\vf-vcadmin","Clone of 0039041462-obie-test1 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-cat1-02.vmware.com","0211753235-obie-test2","5/6/2011 7:08:10 AM","VMWAREM\vf-vcadmin","Clone of 0211753235-obie-test2 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-cat1-01.vmware.com","0039041462-obie-test1","5/6/2011 7:33:49 AM","VMWAREM\vf-vcadmin","Removed 0039041462-obie-test1 on sc9-vf-cat1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-cat1-02.vmware.com","0211753235-obie-test2","5/6/2011 7:33:59 AM","VMWAREM\vf-vcadmin","Removed 0211753235-obie-test2 on sc9-vf-cat1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1543745765-Case_Management_VM2","5/6/2011 7:35:41 AM","VMWAREM\vf-vcadmin","Removed 1543745765-Case_Management_VM2 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","0463101757-Case_Management_VM1","5/6/2011 7:35:45 AM","VMWAREM\vf-vcadmin","Removed 0463101757-Case_Management_VM1 on sc9-vf-dev1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1123212144-VappForTesting3","5/6/2011 7:35:50 AM","VMWAREM\vf-vcadmin","Removed 1123212144-VappForTesting3 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1376712091-VappForTesting2","5/6/2011 7:35:53 AM","VMWAREM\vf-vcadmin","Removed 1376712091-VappForTesting2 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","2092883969-VappForTesting1","5/6/2011 7:35:58 AM","VMWAREM\vf-vcadmin","Removed 2092883969-VappForTesting1 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","0862079732-VMTesting1","5/6/2011 7:36:07 AM","VMWAREM\vf-vcadmin","Removed 0862079732-VMTesting1 on sc9-vf-dev1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1420075698-VMTesting1","5/6/2011 7:44:56 AM","VMWAREM\vf-vcadmin","Clone of 1420075698-VMTesting1 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","0031976831-VMTesting2","5/6/2011 7:50:57 AM","VMWAREM\vf-vcadmin","Clone of 0031976831-VMTesting2 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","0479104345-VmName1_case","5/6/2011 8:21:15 AM","VMWAREM\vf-vcadmin","Clone of 0479104345-VmName1_case completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","1420075698-VMTesting1","5/6/2011 8:50:20 AM","VMWAREM\vf-vcadmin","Removed 1420075698-VMTesting1 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","0479104345-VmName1_case","5/6/2011 8:50:24 AM","VMWAREM\vf-vcadmin","Removed 0479104345-VmName1_case on sc9-vf-dev1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","0031976831-VMTesting2","5/6/2011 8:50:25 AM","VMWAREM\vf-vcadmin","Removed 0031976831-VMTesting2 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","1531758205-VMTesting1","5/6/2011 8:59:05 AM","VMWAREM\vf-vcadmin","Clone of 1531758205-VMTesting1 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","1037512540-MktBI_Db","5/6/2011 1:17:47 PM","VMWAREM\vf-vcadmin","Clone of 1037512540-MktBI_Db completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","0321068011-ora-mkt-db8","5/6/2011 1:51:30 PM","VMWAREM\vf-vcadmin","Clone of 0321068011-ora-mkt-db8 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","0321068011-ora-mkt-db8","5/6/2011 2:02:40 PM","VMWAREM\vf-vcadmin","Removed 0321068011-ora-mkt-db8 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","0144380225-ora-mkt-db9","5/6/2011 2:08:50 PM","VMWAREM\vf-vcadmin","Clone of 0144380225-ora-mkt-db9 completed",,"VmClonedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-02.vmware.com","0144380225-ora-mkt-db9","5/6/2011 5:24:46 PM","VMWAREM\vf-vcadmin","Removed 0144380225-ora-mkt-db9 on sc9-vf-dev1-02.vmware.com from vCloudCompute01",,"VmRemovedEvent"
"vf-vcd-vc-01.vmware.com","vCloudCompute01","sc9-vf-dev1-01.vmware.com","0297327547-MktBI_Db","5/6/2011 5:34:35 PM","VMWAREM\vf-vcadmin","Removed 0297327547-MktBI_Db on sc9-vf-dev1-01.vmware.com from vCloudCompute01",,"VmRemovedEvent"
