"timestamp","vcserver","vmname","name","type","connectstate","macaddress","networkname"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","communities-test2-app-2","Network adapter 1","Network adapter 1",,"00:50:56:98:01:8f","wdc-devtest-server-10.128.80.0/20"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","ora-lt-ilog-d1","Network adapter 1","Network adapter 1",,"00:50:56:98:01:a4","wdc-loadtest-server2-10.128.37.0/24"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","ora-lt-drm-d1(ora-stg-drm-d1)","Network adapter 1","Network adapter 1",,"00:50:56:98:01:ab","wdc-loadtest-server2-10.128.37.0/24"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","ora-dev-pmgmt-d1","Network adapter 1","Network adapter 1",,"00:50:56:84:0f:94","osdc-dev3-10.16.40.0/23"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","web-uat-sso-1","Network adapter 1","Network adapter 1",,"00:50:56:98:01:95","VM-10.130.44.0/22"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","web-uat-sso-2","Network adapter 1","Network adapter 1",,"00:50:56:98:01:97","VM-10.130.44.0/22"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","ilog-lt-app-a1","Network adapter 1","Network adapter 1",,"00:50:56:98:01:a5","wdc-loadtest-server2-10.128.37.0/24"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","communities-vmwtest-app-1","Network adapter 1","Network adapter 1",,"00:50:56:98:01:9b","osdc-dev3-10.16.40.0/23"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","communities-dev3-app-1","Network adapter 1","Network adapter 1",,"00:50:56:98:01:9c","wdc-devtest-server-10.128.80.0/20"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","communities-dev3-db1","Network adapter 1","Network adapter 1",,"00:50:56:98:01:b0","wdc-devtest-server-10.128.80.0/20"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","cat-uat-mln-a1-TBD","Network adapter 1","Network adapter 1",,"00:50:56:98:01:b6","wdc-devtest-server-10.128.80.0/20"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","ora-uat-mln-d1-TBD","Network adapter 1","Network adapter 1",,"00:50:56:98:01:b7","wdc-devtest-server-10.128.80.0/20"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","cat-uat-mln-a2-TBD","Network adapter 1","Network adapter 1",,"00:50:56:98:01:b8","wdc-devtest-server-10.128.80.0/20"
"2011-11-21 04:24:29","vc-dev-1.vmware.com","cat-uat-mln-a3-TBD","Network adapter 1","Network adapter 1",,"00:50:56:98:01:b9","wdc-devtest-server-10.128.80.0/20"
