"timestamp","vcserver","datacenter"
"2013-12-09 23:05:21","vc-dev-1.vmware.com","North America Remote Sites"
"2013-12-09 23:05:21","vc-dev-1.vmware.com","Palo Alto"
"2013-12-09 23:05:21","vc-dev-1.vmware.com","SC9"
"2013-12-09 23:05:32","vc-prod-1.vmware.com","North America Remote Sites"
"2013-12-09 23:05:32","vc-prod-1.vmware.com","Palo Alto"
"2013-12-09 23:05:32","vc-prod-1.vmware.com","Santa Clara"
