"timestamp","vcserver","datacenter","name","id","accessible","url","capacity","freespace"
"2013-12-09 23:15:52","vc-dev-1.vmware.com","Palo Alto","VSADs-0","Datastore-datastore-19352","False","ds:///vmfs/volumes/088d31c9-547968ef/","584864579584","563177803776"
"2013-12-09 23:15:52","vc-dev-1.vmware.com","Palo Alto","VSADs-2","Datastore-datastore-19353","False","ds:///vmfs/volumes/2fb63165-b2ce35e1/","584864579584","584657158144"
"2013-12-09 23:15:52","vc-dev-1.vmware.com","Palo Alto","r10-osdc-cx3-20-01-lun33","Datastore-datastore-1580","True","ds:///vmfs/volumes/479fc2d0-8393c45b-4201-001cc446fd2a/","286957502464","286293753856"
"2013-12-09 23:15:52","vc-dev-1.vmware.com","Palo Alto","r10-osdc-cx3-20-01-lun34","Datastore-datastore-1582","True","ds:///vmfs/volumes/479fc33b-91c301e4-685d-001cc446fd2a/","286957502464","286293753856"
"2013-12-09 23:15:52","vc-dev-1.vmware.com","Palo Alto","osdc-ph3-vmg2-2-local","Datastore-datastore-19018","True","ds:///vmfs/volumes/4a0c3d47-92feb562-c903-001e0b920a8a/","71940702208","52962525184"
"2013-12-09 23:15:52","vc-dev-1.vmware.com","Palo Alto","Storage1 (29)","Datastore-datastore-1238","True","ds:///vmfs/volumes/4a60bdaa-55f02ae9-7af3-001e0b923f9a/","71940702208","55687774208"
"2013-12-09 23:15:52","vc-dev-1.vmware.com","Palo Alto","Storage1 (15)","Datastore-datastore-1326","True","ds:///vmfs/volumes/4a64bae8-ee6e8066-e4f7-001e0b922fca/","71940702208","55682531328"
"2013-12-09 23:15:52","vc-dev-1.vmware.com","Palo Alto","Storage1 (2)","Datastore-datastore-1154","True","ds:///vmfs/volumes/4a65fb01-868a8c34-c62e-001e0b924f7c/","71940702208","55060725760"
"2013-12-09 23:15:52","vc-dev-1.vmware.com","Palo Alto","Storage1 (36)","Datastore-datastore-1614","True","ds:///vmfs/volumes/4a68f048-c5632545-6ded-001cc41761c2/","71940702208","62895685632"
"2013-12-09 23:15:52","vc-dev-1.vmware.com","Palo Alto","Storage1 (37)","Datastore-datastore-1720","True","ds:///vmfs/volumes/4a69e2b4-9b7858e9-1fbc-001cc446fd2c/","71940702208","62888345600"
"2013-12-09 23:15:52","vc-dev-1.vmware.com","Palo Alto","Storage1 (20)","Datastore-datastore-1686","True","ds:///vmfs/volumes/4a9330c0-0d5db613-e15a-001b78cf17ea/","71940702208","62897782784"
