ip,port,name
10.152.121.34,8411,/onecloud/s2-test20-tcs4-vip.vmware.com-pool
10.152.121.35,8511,/onecloud/s2-test20-tcs5-vip.vmware.com-pool
10.152.121.37,8511,/onecloud/s2-test20-tcs5-vip.vmware.com-pool
10.152.121.35,8611,/onecloud/s2-test20-tcs6-vip.vmware.com-pool
10.152.121.37,8611,/onecloud/s2-test20-tcs6-vip.vmware.com-pool
10.152.121.35,8711,/onecloud/s2-test20-tcs7-vip.vmware.com-pool
10.152.121.37,8711,/onecloud/s2-test20-tcs7-vip.vmware.com-pool
10.152.121.35,8811,/onecloud/s2-test20-tcs8-vip.vmware.com-pool
10.152.121.37,8811,/onecloud/s2-test20-tcs8-vip.vmware.com-pool
10.152.121.36,80,/onecloud/s2-test20-wcm-vip.vmware.com-pool
10.152.121.38,80,/onecloud/s2-test20-wcm-vip.vmware.com-pool
10.152.121.36,81,/onecloud/s2-test20-wcm-static-vip.vmware.com-pool
10.152.121.38,81,/onecloud/s2-test20-wcm-static-vip.vmware.com-pool
10.152.121.11,8181,/onecloud/s2-test20-websvc1-vip.vmware.com-pool
10.152.121.12,8181,/onecloud/s2-test20-websvc1-vip.vmware.com-pool
10.152.121.11,8281,/onecloud/s2-test20-websvc2-vip.vmware.com-pool
10.152.121.12,8281,/onecloud/s2-test20-websvc2-vip.vmware.com-pool
10.152.121.11,8381,/onecloud/s2-test20-websvc3-vip.vmware.com-pool
10.152.121.12,8381,/onecloud/s2-test20-websvc3-vip.vmware.com-pool
10.152.121.13,8481,/onecloud/s2-test20-websvc4-vip.vmware.com-pool
10.152.121.14,8481,/onecloud/s2-test20-websvc4-vip.vmware.com-pool
10.152.121.13,8581,/onecloud/s2-test20-websvc5-vip.vmware.com-pool
10.152.121.14,8581,/onecloud/s2-test20-websvc5-vip.vmware.com-pool
10.152.121.85,8001,/onecloud/s2-test20-lr1-vip.vmware.com-pool
10.152.121.86,8001,/onecloud/s2-test20-lr1-vip.vmware.com-pool
10.152.121.85,8011,/onecloud/s2-test20-lr2-vip.vmware.com-pool
10.152.121.86,8011,/onecloud/s2-test20-lr2-vip.vmware.com-pool
10.152.121.84,8001,/onecloud/s2-test20-lr3-vip.vmware.com-pool
10.152.121.84,8011,/onecloud/s2-test20-lr3-vip.vmware.com-pool
10.152.121.82,8001,/onecloud/s2-test20-lr4-vip.vmware.com-pool
10.152.121.83,8001,/onecloud/s2-test20-lr4-vip.vmware.com-pool
10.152.121.82,8011,/onecloud/s2-test20-lr5-vip.vmware.com-pool
10.152.121.83,8011,/onecloud/s2-test20-lr5-vip.vmware.com-pool
10.152.121.23,80,/onecloud/lrp-test20-vip.vmware.com-pool
10.152.121.24,80,/onecloud/lrp-test20-vip.vmware.com-pool
10.127.238.62,80,/onecloud/wwwa-dev77-web-vip-1.vmware.com-pool
10.152.121.87,80,/onecloud/www-test20-vip.vmware.com-pool
10.152.121.88,80,/onecloud/www-test20-vip.vmware.com-pool
10.152.121.52,80,/onecloud/test20-ebssso.vmware.com-pool
10.152.121.52,443,/onecloud/test20-ebssso.vmware.com-pool
10.152.121.53,80,/onecloud/test20-ebssso.vmware.com-pool
10.152.121.53,443,/onecloud/test20-ebssso.vmware.com-pool
10.152.121.17,8011,/onecloud/s2-test20-ebssso-ag-vip.vmware.com-pool
10.152.121.18,8011,/onecloud/s2-test20-ebssso-ag-vip.vmware.com-pool
10.152.121.17,9443,/onecloud/s2-test20-ebssso-vip.vmware.com-pool
10.152.121.18,9443,/onecloud/s2-test20-ebssso-vip.vmware.com-pool
10.152.121.87,80,/onecloud/www-test20-vip.vmware.com-pool
10.152.121.88,80,/onecloud/www-test20-vip.vmware.com-pool
10.113.164.48,80,fcb-pool-443
10.113.164.49,80,fcb-pool-443
10.113.164.197,80,streaming-prod-pool
10.113.164.198,80,streaming-prod-pool
10.152.121.76,80,/onecloud/comm-test20-pool
10.152.121.77,80,/onecloud/comm-test20-pool
10.152.121.76,80,/onecloud/comm-test20-pool
10.152.121.77,80,/onecloud/comm-test20-pool
10.113.164.197,80,streaming-prod-pool
10.113.164.198,80,streaming-prod-pool
10.128.38.76,443,esg-lt-ext-vip-pool-443
10.128.38.77,443,esg-lt-ext-vip-pool-443
10.128.38.74,8443,esg-lt-ext-pool
10.128.38.75,8443,esg-lt-ext-pool
10.128.80.17,443,workspace-stg-pool
10.128.80.18,443,workspace-stg-pool
10.128.11.216,5672,ltrmq-vip-pool
10.128.11.217,5672,ltrmq-vip-pool
10.128.11.218,5672,ltrmq-vip-pool
10.128.11.219,5672,ltrmq-vip-pool
10.148.249.62,80,/onecloud/comm-test91.vmware.com-pool
10.148.249.63,80,/onecloud/comm-test91.vmware.com-pool
10.128.38.74,8443,esg-lt-ext-vip-8443
10.128.38.75,8443,esg-lt-ext-vip-8443
10.148.249.57,80,/onecloud/comm-test67.vmware.com-pool
10.148.249.35,80,/onecloud/comm-test67.vmware.com-pool
10.148.249.36,80,/onecloud/comm-test67.vmware.com-pool
10.113.12.113,8443,s2-prod-ebspdhsso-vip
10.113.12.114,8443,s2-prod-ebspdhsso-vip
10.113.12.113,6443,s2-prod-ebspdhsso-ag-vip
10.113.12.114,6443,s2-prod-ebspdhsso-ag-vip
10.148.91.31,8000,/onecloud/oracleapps-test12-pool
10.148.91.31,7778,/onecloud/oraclereport-test12-pool
10.113.164.48,80,financebi-pool
10.113.164.49,80,financebi-pool
10.113.164.48,80,financebi-pool
10.113.164.49,80,financebi-pool
10.128.11.228,8011,visl-lt-siml-pool
10.128.11.229,8011,visl-lt-siml-pool
10.128.37.174,8011,visl-lt-siml-pool
10.128.37.175,8011,visl-lt-siml-pool
10.128.11.238,8011,visl-lt-siml-pool
10.128.11.225,18080,control-lt-pool
10.128.11.226,18080,control-lt-pool
10.130.64.95,443,esg-uat-ext-vip-pool-443
10.130.64.96,443,esg-uat-ext-vip-pool-443
10.148.90.51,80,/onecloud/comm-dev12.vmware.com-pool
10.113.62.8,4443,lync-test-pool
10.113.62.8,8080,lync-int-pool-8080
10.113.62.8,4443,lync-int-pool-4443
10.113.62.9,443,lync-int2-pool-443
10.148.90.26,8581,/onecloud/s2-dev12-websvc5-vip.vmware.com-pool
10.148.90.55,80,/onecloud/www-dev12-vip.vmware.com-pool
10.148.90.10,80,/onecloud/www-dev12-vip.vmware.com-pool
10.130.64.61,8443,esg-uat-ext-pool
10.130.64.94,8443,esg-uat-ext-pool
10.113.191.51,80,ex13-cas-pool
10.113.191.52,80,ex13-cas-pool
10.113.191.53,80,ex13-cas-pool
10.113.191.54,80,ex13-cas-pool
10.113.191.55,80,ex13-cas-pool
10.113.191.56,80,ex13-cas-pool
10.113.191.57,80,ex13-cas-pool
10.113.191.58,80,ex13-cas-pool
10.113.191.61,80,ex13-cas-pool
10.113.191.62,80,ex13-cas-pool
10.113.191.63,80,ex13-cas-pool
10.113.191.64,80,ex13-cas-pool
10.113.191.65,80,ex13-cas-pool
10.113.191.51,110,ex13-cas-pool-110
10.113.191.52,110,ex13-cas-pool-110
10.113.191.53,110,ex13-cas-pool-110
10.113.191.54,110,ex13-cas-pool-110
10.113.191.55,110,ex13-cas-pool-110
10.113.191.56,110,ex13-cas-pool-110
10.113.191.57,110,ex13-cas-pool-110
10.113.191.58,110,ex13-cas-pool-110
10.113.191.61,110,ex13-cas-pool-110
10.113.191.62,110,ex13-cas-pool-110
10.113.191.63,110,ex13-cas-pool-110
10.113.191.64,110,ex13-cas-pool-110
10.113.191.65,110,ex13-cas-pool-110
10.113.191.51,143,ex13-cas-pool-143
10.113.191.52,143,ex13-cas-pool-143
10.113.191.53,143,ex13-cas-pool-143
10.113.191.54,143,ex13-cas-pool-143
10.113.191.55,143,ex13-cas-pool-143
10.113.191.56,143,ex13-cas-pool-143
10.113.191.57,143,ex13-cas-pool-143
10.113.191.58,143,ex13-cas-pool-143
10.113.191.61,143,ex13-cas-pool-143
10.113.191.62,143,ex13-cas-pool-143
10.113.191.63,143,ex13-cas-pool-143
10.113.191.64,143,ex13-cas-pool-143
10.113.191.65,143,ex13-cas-pool-143
10.113.191.51,25,ex13-cas-pool-25
10.113.191.52,25,ex13-cas-pool-25
10.113.191.53,25,ex13-cas-pool-25
10.113.191.54,25,ex13-cas-pool-25
10.113.191.55,25,ex13-cas-pool-25
10.113.191.56,25,ex13-cas-pool-25
10.113.191.57,25,ex13-cas-pool-25
10.113.191.58,25,ex13-cas-pool-25
10.113.191.61,25,ex13-cas-pool-25
10.113.191.62,25,ex13-cas-pool-25
10.113.191.63,25,ex13-cas-pool-25
10.113.191.64,25,ex13-cas-pool-25
10.113.191.65,25,ex13-cas-pool-25
10.113.191.51,443,ex13-cas-pool-443
10.113.191.52,443,ex13-cas-pool-443
10.113.191.53,443,ex13-cas-pool-443
10.113.191.54,443,ex13-cas-pool-443
10.113.191.55,443,ex13-cas-pool-443
10.113.191.56,443,ex13-cas-pool-443
10.113.191.57,443,ex13-cas-pool-443
10.113.191.58,443,ex13-cas-pool-443
10.113.191.61,443,ex13-cas-pool-443
10.113.191.62,443,ex13-cas-pool-443
10.113.191.63,443,ex13-cas-pool-443
10.113.191.64,443,ex13-cas-pool-443
10.113.191.65,443,ex13-cas-pool-443
10.130.64.61,8443,esg-uat-ext-pool
10.130.64.94,8443,esg-uat-ext-pool
10.148.90.54,8011,/onecloud/s2-dev12-ebssso-ag-vip.vmware.com-pool
10.148.90.54,9443,/onecloud/s2-dev12-ebssso-vip.vmware.com-pool
10.148.90.44,8001,/onecloud/s2-dev12-lrpis-vip.vmware.com-pool
10.148.52.19,8888,/onecloud/ucmdev13tril-vip.vmware.com-pool
10.148.52.16,7780,/onecloud/ucmdev13-vip.vmware.com-pool
10.148.52.12,80,/onecloud/comm-dev13.vmware.com-pool
10.148.52.25,80,/onecloud/wwwa-dev13-web-vip-1.vmware.com-pool
10.148.52.65,8080,/onecloud/s2-dev13-solrs-vip.vmware.com-pool
10.148.52.67,8080,/onecloud/s2-dev13-solrs-vip.vmware.com-pool
10.148.52.43,389,/onecloud/dev13-oid.vmware.com-pool
10.148.52.28,8111,/onecloud/s2-dev13-tcs1-vip.vmware.com-pool
10.148.52.28,8211,/onecloud/s2-dev13-tcs2-vip.vmware.com-pool
10.148.52.28,8311,/onecloud/s2-dev13-tcs3-vip.vmware.com-pool
10.148.52.28,8411,/onecloud/s2-dev13-tcs4-vip.vmware.com-pool
10.148.52.29,8511,/onecloud/s2-dev13-tcs5-vip.vmware.com-pool
10.148.52.29,8611,/onecloud/s2-dev13-tcs6-vip.vmware.com-pool
10.148.52.29,8711,/onecloud/s2-dev13-tcs7-vip.vmware.com-pool
10.148.52.29,8811,/onecloud/s2-dev13-tcs8-vip.vmware.com-pool
10.148.52.2,80,/onecloud/lrp-dev13-vip.vmware.com-pool
10.148.52.40,8001,/onecloud/s2-dev13-lr1-vip.vmware.com-pool
10.148.52.41,8001,/onecloud/s2-dev13-lr1-vip.vmware.com-pool
10.148.52.40,8011,/onecloud/s2-dev13-lr2-vip.vmware.com-pool
10.148.52.41,8011,/onecloud/s2-dev13-lr2-vip.vmware.com-pool
10.148.52.39,8001,/onecloud/s2-dev13-lr3-vip.vmware.com-pool
10.148.52.39,8011,/onecloud/s2-dev13-lr3-vip.vmware.com-pool
10.148.52.37,8001,/onecloud/s2-dev13-lr4-vip.vmware.com-pool
10.148.52.38,8001,/onecloud/s2-dev13-lr4-vip.vmware.com-pool
10.148.52.37,8011,/onecloud/s2-dev13-lr5-vip.vmware.com-pool
10.148.52.38,8011,/onecloud/s2-dev13-lr5-vip.vmware.com-pool
10.148.52.53,8181,/onecloud/s2-dev13-websvc1-vip.vmware.com-pool
10.148.52.53,8281,/onecloud/s2-dev13-websvc2-vip.vmware.com-pool
10.148.52.53,8381,/onecloud/s2-dev13-websvc3-vip.vmware.com-pool
10.148.52.53,8481,/onecloud/s2-dev13-websvc4-vip.vmware.com-pool
10.148.52.53,8581,/onecloud/s2-dev13-websvc5-vip.vmware.com-pool
10.148.52.62,80,/onecloud/www-dev13-vip.vmware.com-pool
10.148.52.27,80,/onecloud/portal-dev13-flexlm-vip.vmware.com-pool
10.148.52.9,8080,/onecloud/websearch-dev13-vip.vmware.com-pool
10.148.52.61,8011,/onecloud/s2-dev13-ebssso-ag-vip.vmware.com-pool
10.148.52.61,9443,/onecloud/s2-dev13-ebssso-vip.vmware.com-pool
10.113.191.111,4443,lync-pool-4443
10.113.191.112,4443,lync-pool-4443
10.113.191.113,4443,lync-pool-4443
10.113.191.114,4443,lync-pool-4443
10.113.191.111,8080,lync-pool-8080
10.113.191.112,8080,lync-pool-8080
10.113.191.113,8080,lync-pool-8080
10.113.191.114,8080,lync-pool-8080
10.113.191.135,443,lync-pool-443
10.113.191.136,443,lync-pool-443
10.127.240.50,8080,idmdatautility-stage-pool
10.127.240.50,9090,idmdatautility-stage-pool
10.148.52.62,80,/onecloud/www-dev13-vip.vmware.com-pool
10.148.78.20,8011,/onecloud/visl-uat-siml-vip-pool
10.148.78.22,8011,/onecloud/visl-uat-siml-vip-pool
10.152.121.19,443,/onecloud/web-test20-ints-pool-443
10.148.249.57,389,/onecloud/dev81-oid.vmware.com-pool
10.148.91.93,8080,/onecloud/s2-test79-solrs-vip.vmware.com-pool
10.148.91.95,8080,/onecloud/s2-test79-solrs-vip.vmware.com-pool
10.113.191.111,4443,webintvip-4443-pool
10.113.191.112,4443,webintvip-4443-pool
10.113.191.113,4443,webintvip-4443-pool
10.113.191.114,4443,webintvip-4443-pool
10.113.191.111,80,webintvip-http-pool
10.113.191.112,80,webintvip-http-pool
10.113.191.113,80,webintvip-http-pool
10.113.191.114,80,webintvip-http-pool
10.113.191.111,443,webintvip-443-pool
10.113.191.112,443,webintvip-443-pool
10.113.191.113,443,webintvip-443-pool
10.113.191.114,443,webintvip-443-pool
10.113.191.135,443,owaintvip-443-pool
10.113.191.136,443,owaintvip-443-pool
10.148.254.16,443,/onecloud/esg-poc-int-vip.vmware.com-pool
10.113.124.85,5432,gp-stg-rpt-pool
10.113.124.86,5432,gp-stg-rpt-pool
10.148.91.21,8581,/onecloud/s2-test12-websvc5-vip.vmware.com-pool
10.148.91.22,8581,/onecloud/s2-test12-websvc5-vip.vmware.com-pool
10.148.91.5,8011,/onecloud/s2-test12-ebssso-ag-vip.vmware.com-pool
10.148.91.6,8011,/onecloud/s2-test12-ebssso-ag-vip.vmware.com-pool
10.148.91.90,8011,/onecloud/s2-test12-ebssso-ag-vip.vmware.com-pool
10.148.91.91,8011,/onecloud/s2-test12-ebssso-ag-vip.vmware.com-pool
10.148.91.5,9443,/onecloud/s2-test12-ebssso-vip.vmware.com-pool
10.148.91.6,9443,/onecloud/s2-test12-ebssso-vip.vmware.com-pool
10.148.91.90,9443,/onecloud/s2-test12-ebssso-vip.vmware.com-pool
10.148.91.91,9443,/onecloud/s2-test12-ebssso-vip.vmware.com-pool
10.113.163.237,443,hws-prod-ad-vip-pool
10.113.163.239,443,hws-prod-ad-vip-pool
10.148.91.84,80,/onecloud/comm-test12-80-pool
10.148.91.85,80,/onecloud/comm-test12-80-pool
10.148.91.84,80,/onecloud/comm-test12-80-pool
10.148.91.85,80,/onecloud/comm-test12-80-pool
10.148.91.75,80,/onecloud/www-test12-vip.vmware.com-pool
10.148.91.76,80,/onecloud/www-test12-vip.vmware.com-pool
10.113.122.20,9704,buflash-sso-pool
10.113.122.21,9704,buflash-sso-pool
10.127.240.50,8080,/onecloud/idmdatautility-stage-pool
10.127.240.50,9090,/onecloud/idmdatautility-stage-pool
10.148.22.50,6501,/onecloud/test14-ovd.vmware.com-pool
10.148.22.52,6501,/onecloud/test14-ovd.vmware.com-pool
10.148.22.74,6501,/onecloud/test14-ovd.vmware.com-pool
10.148.22.77,6501,/onecloud/test14-ovd.vmware.com-pool
10.152.121.55,6501,/onecloud/test20-ovd.vmware.com-pool
10.152.121.57,6501,/onecloud/test20-ovd.vmware.com-pool
10.152.108.42,6501,/onecloud/test33-ovd.vmware.com-pool
10.152.108.44,6501,/onecloud/test33-ovd.vmware.com-pool
10.113.122.25,9704,vmdash-sso-pool
10.113.122.26,9704,vmdash-sso-pool
10.113.122.33,9704,vmdash-sso-pool
10.113.122.28,9704,compass-sso-pool
10.113.122.31,9704,compass-sso-pool
10.113.122.28,9704,compass-sso-pool
10.113.122.31,9704,compass-sso-pool
10.113.122.25,9704,vmdash-sso-pool
10.113.122.26,9704,vmdash-sso-pool
10.113.122.33,9704,vmdash-sso-pool
10.113.122.17,9704,entitlementbi-sso-pool
10.113.122.22,9704,entitlementbi-sso-pool
10.113.122.29,9704,entitlementbi-sso-pool
10.113.122.30,9704,entitlementbi-sso-pool
10.113.122.17,9704,entitlementbi-sso-pool
10.113.122.22,9704,entitlementbi-sso-pool
10.113.122.29,9704,entitlementbi-sso-pool
10.113.122.30,9704,entitlementbi-sso-pool
10.113.122.18,9704,webflash-sso-pool
10.113.122.19,9704,webflash-sso-pool
10.113.122.24,9704,webflash-sso-pool
10.113.122.18,9704,webflash-sso-pool
10.113.122.19,9704,webflash-sso-pool
10.113.122.24,9704,webflash-sso-pool
10.113.15.32,18080,controlm-stage-pool
10.113.15.69,80,sc9-stage-wpad-pool
10.113.15.70,80,sc9-stage-wpad-pool
10.113.15.56,5672,stagermq-vip-pool
10.113.15.57,5672,stagermq-vip-pool
10.113.15.58,5672,stagermq-vip-pool
10.113.15.59,5672,stagermq-vip-pool
10.113.15.69,80,sc9-stage-wpad-pool
10.113.15.70,80,sc9-stage-wpad-pool
10.113.12.124,18080,controlm-prod-pool
10.128.152.102,5672,prodrmq-vip-pool
10.128.152.103,5672,prodrmq-vip-pool
10.128.152.104,5672,prodrmq-vip-pool
10.128.152.105,5672,prodrmq-vip-pool
10.148.54.37,81,/onecloud/s2-test13-wcm-static-vip.vmware.com-pool
10.148.54.40,81,/onecloud/s2-test13-wcm-static-vip.vmware.com-pool
10.148.54.34,8111,/onecloud/s2-test13-tcs1-vip.vmware.com-pool
10.148.54.35,8111,/onecloud/s2-test13-tcs1-vip.vmware.com-pool
10.148.54.34,8211,/onecloud/s2-test13-tcs2-vip.vmware.com-pool
10.148.54.35,8211,/onecloud/s2-test13-tcs2-vip.vmware.com-pool
10.148.54.34,8311,/onecloud/s2-test13-tcs3-vip.vmware.com-pool
10.148.54.35,8311,/onecloud/s2-test13-tcs3-vip.vmware.com-pool
10.148.54.34,8411,/onecloud/s2-test13-tcs4-vip.vmware.com-pool
10.148.54.35,8411,/onecloud/s2-test13-tcs4-vip.vmware.com-pool
10.148.54.36,8511,/onecloud/s2-test13-tcs5-vip.vmware.com-pool
10.148.54.39,8511,/onecloud/s2-test13-tcs5-vip.vmware.com-pool
10.148.54.36,8711,/onecloud/s2-test13-tcs7-vip.vmware.com-pool
10.148.54.39,8711,/onecloud/s2-test13-tcs7-vip.vmware.com-pool
10.148.54.36,8811,/onecloud/s2-test13-tcs8-vip.vmware.com-pool
10.148.54.39,8811,/onecloud/s2-test13-tcs8-vip.vmware.com-pool
10.148.54.88,8001,/onecloud/s2-test13-lr1-vip.vmware.com-pool
10.148.54.89,8001,/onecloud/s2-test13-lr1-vip.vmware.com-pool
10.148.54.88,8011,/onecloud/s2-test13-lr2-vip.vmware.com-pool
10.148.54.89,8011,/onecloud/s2-test13-lr2-vip.vmware.com-pool
10.148.54.87,8001,/onecloud/s2-test13-lr3-vip.vmware.com-pool
10.148.54.87,8011,/onecloud/s2-test13-lr3-vip.vmware.com-pool
10.148.54.20,8181,/onecloud/s2-test13-websvc1-vip.vmware.com-pool
10.148.54.21,8181,/onecloud/s2-test13-websvc1-vip.vmware.com-pool
10.148.54.20,8281,/onecloud/s2-test13-websvc2-vip.vmware.com-pool
10.148.54.21,8281,/onecloud/s2-test13-websvc2-vip.vmware.com-pool
10.148.54.20,8381,/onecloud/s2-test13-websvc3-vip.vmware.com-pool
10.148.54.21,8381,/onecloud/s2-test13-websvc3-vip.vmware.com-pool
10.148.54.22,8481,/onecloud/s2-test13-websvc4-vip.vmware.com-pool
10.148.54.24,8481,/onecloud/s2-test13-websvc4-vip.vmware.com-pool
10.148.54.22,8581,/onecloud/s2-test13-websvc5-vip.vmware.com-pool
10.148.54.24,8581,/onecloud/s2-test13-websvc5-vip.vmware.com-pool
10.148.54.29,80,/onecloud/comm-test13.vmware.com-pool
10.148.54.32,80,/onecloud/comm-test13.vmware.com-pool
10.148.54.29,80,/onecloud/comm-test13.vmware.com-pool
10.148.54.32,80,/onecloud/comm-test13.vmware.com-pool
10.148.54.93,80,/onecloud/www-test13-vip.vmware.com-pool
10.148.54.94,80,/onecloud/www-test13-vip.vmware.com-pool
10.113.15.37,8011,visl-stg-siml-vip-pool
10.113.15.38,8011,visl-stg-siml-vip-pool
10.113.53.105,8011,visl-stg-siml-vip-pool
10.113.53.106,8011,visl-stg-siml-vip-pool
10.113.76.173,3268,sc9-ad-idm-pool
10.113.76.174,3268,sc9-ad-idm-pool
10.113.60.4,3268,sc9-ad-idm-pool
10.113.60.14,3268,sc9-ad-idm-pool
10.113.60.18,3268,sc9-ad-idm-pool
10.113.60.19,3268,sc9-ad-idm-pool
10.113.12.174,80,sc9-prod-wpad-pool
10.113.12.175,80,sc9-prod-wpad-pool
10.113.12.174,80,sc9-prod-wpad-pool
10.113.12.175,80,sc9-prod-wpad-pool
10.113.12.174,80,sc9-prod-wpad-pool
10.113.12.175,80,sc9-prod-wpad-pool
10.113.12.174,80,sc9-prod-wpad-pool
10.113.12.175,80,sc9-prod-wpad-pool
10.113.12.174,80,sc9-prod-wpad-pool
10.113.12.175,80,sc9-prod-wpad-pool
10.113.12.174,80,sc9-prod-wpad-pool
10.113.12.175,80,sc9-prod-wpad-pool
10.128.153.68,80,wdc-prod-wpad-pool
10.128.153.69,80,wdc-prod-wpad-pool
10.128.153.68,80,wdc-prod-wpad-pool
10.128.153.69,80,wdc-prod-wpad-pool
10.128.153.68,80,wdc-prod-wpad-pool
10.128.153.69,80,wdc-prod-wpad-pool
10.128.153.68,80,wdc-prod-wpad-pool
10.128.153.69,80,wdc-prod-wpad-pool
10.128.153.68,80,wdc-prod-wpad-pool
10.128.153.69,80,wdc-prod-wpad-pool
10.128.153.68,80,wdc-prod-wpad-pool
10.128.153.69,80,wdc-prod-wpad-pool
10.152.118.57,8888,/onecloud/ucmtest21tril-vip.vmware.com-pool
10.152.118.64,8888,/onecloud/ucmtest21tril-vip.vmware.com-pool
10.152.118.63,8888,/onecloud/ucmtest21tril-vip.vmware.com-pool
10.152.118.67,8888,/onecloud/ucmtest21tril-vip.vmware.com-pool
10.152.118.61,8888,/onecloud/ucmtest21tril-vip.vmware.com-pool
10.152.118.65,8888,/onecloud/ucmtest21tril-vip.vmware.com-pool
10.152.118.48,7780,/onecloud/ucmtest21-vip.vmware.com-pool
10.152.118.49,7780,/onecloud/ucmtest21-vip.vmware.com-pool
10.152.118.55,7780,/onecloud/ucmtest21-vip.vmware.com-pool
10.152.118.60,7780,/onecloud/ucmtest21-vip.vmware.com-pool
10.152.118.61,7780,/onecloud/ucmtest21-vip.vmware.com-pool
10.152.118.58,7780,/onecloud/ucmtest21-vip.vmware.com-pool
10.152.118.59,7780,/onecloud/ucmtest21-vip.vmware.com-pool
10.152.118.85,80,/onecloud/www-test21-vip.vmware.com-pool
10.152.118.86,80,/onecloud/www-test21-vip.vmware.com-pool
10.148.71.37,8011,/onecloud/visl-test16-siml-pool
10.148.71.57,8011,/onecloud/visl-test16-siml-pool
10.148.90.23,7778,/onecloud/oraclereport-dev12-pool
10.148.90.23,8000,/onecloud/oracleapps-dev12-pool
10.146.174.38,8011,/onecloud/visl-test11-siml-vip-pool
10.146.174.40,8011,/onecloud/visl-test11-siml-vip-pool
10.148.91.23,8011,/onecloud/visl-test12-siml-vip-pool
10.148.91.78,8011,/onecloud/visl-test12-siml-vip-pool
10.148.54.42,8011,/onecloud/visl-test13-siml-vip-pool
10.148.54.8,8011,/onecloud/visl-test13-siml-vip-pool
10.148.22.2,8011,/onecloud/visl-test14-siml-vip-pool
10.148.22.44,8011,/onecloud/visl-test14-siml-vip-pool
10.148.70.12,8011,/onecloud/visl-test15-siml-vip-pool
10.148.70.14,8011,/onecloud/visl-test15-siml-vip-pool
10.113.162.183,443,workspace-pool
10.113.163.235,443,workspace-pool
10.152.118.15,8080,/onecloud/s2-test21-solrs-vip.vmware.com-pool
10.152.118.17,8080,/onecloud/s2-test21-solrs-vip.vmware.com-pool
10.152.118.23,80,/onecloud/lrp-test21-vip.vmware.com-pool
10.152.118.24,80,/onecloud/lrp-test21-vip.vmware.com-pool
10.152.118.35,80,/onecloud/wwwa-test21-web-vip-1.vmware.com-pool
10.152.118.38,80,/onecloud/comm-test21.vmware.com-pool
10.152.118.39,80,/onecloud/comm-test21.vmware.com-pool
10.152.118.54,80,/onecloud/s2-test21-wcm-vip.vmware.com-pool
10.152.118.56,80,/onecloud/s2-test21-wcm-vip.vmware.com-pool
10.152.118.54,81,/onecloud/s2-test21-wcm-static-vip.vmware.com-pool
10.152.118.56,81,/onecloud/s2-test21-wcm-static-vip.vmware.com-pool
10.152.118.51,8111,/onecloud/s2-test21-tcs1-vip.vmware.com-pool
10.152.118.52,8111,/onecloud/s2-test21-tcs1-vip.vmware.com-pool
10.152.118.51,8211,/onecloud/s2-test21-tcs2-vip.vmware.com-pool
10.152.118.52,8211,/onecloud/s2-test21-tcs2-vip.vmware.com-pool
10.152.118.51,8311,/onecloud/s2-test21-tcs3-vip.vmware.com-pool
10.152.118.52,8311,/onecloud/s2-test21-tcs3-vip.vmware.com-pool
10.152.118.51,8411,/onecloud/s2-test21-tcs4-vip.vmware.com-pool
10.152.118.52,8411,/onecloud/s2-test21-tcs4-vip.vmware.com-pool
10.152.118.47,80,/onecloud/www-test21-vip.vmware.com-pool
10.152.118.48,80,/onecloud/www-test21-vip.vmware.com-pool
10.152.118.53,8511,/onecloud/s2-test21-tcs5-vip.vmware.com-pool
10.152.118.55,8511,/onecloud/s2-test21-tcs5-vip.vmware.com-pool
10.152.118.53,8611,/onecloud/s2-test21-tcs6-vip.vmware.com-pool
10.152.118.55,8611,/onecloud/s2-test21-tcs6-vip.vmware.com-pool
10.152.118.53,8711,/onecloud/s2-test21-tcs7-vip.vmware.com-pool
10.152.118.55,8711,/onecloud/s2-test21-tcs7-vip.vmware.com-pool
10.152.118.53,8811,/onecloud/s2-test21-tcs8-vip.vmware.com-pool
10.152.118.55,8811,/onecloud/s2-test21-tcs8-vip.vmware.com-pool
10.152.118.45,389,/onecloud/test21-oid.vmware.com-pool
10.152.118.46,389,/onecloud/test21-oid.vmware.com-pool
10.152.118.19,8181,/onecloud/s2-test21-websvc1-vip.vmware.com-pool
10.152.118.20,8181,/onecloud/s2-test21-websvc1-vip.vmware.com-pool
10.152.118.19,8281,/onecloud/s2-test21-websvc2-vip.vmware.com-pool
10.152.118.20,8281,/onecloud/s2-test21-websvc2-vip.vmware.com-pool
10.152.118.19,8381,/onecloud/s2-test21-websvc3-vip.vmware.com-pool
10.152.118.20,8381,/onecloud/s2-test21-websvc3-vip.vmware.com-pool
10.152.118.21,8481,/onecloud/s2-test21-websvc4-vip.vmware.com-pool
10.152.118.22,8481,/onecloud/s2-test21-websvc4-vip.vmware.com-pool
10.152.118.21,8581,/onecloud/s2-test21-websvc5-vip.vmware.com-pool
10.152.118.22,8581,/onecloud/s2-test21-websvc5-vip.vmware.com-pool
10.148.54.5,6443,/onecloud/s2-test13-ebspdhsso-ag-pool
10.148.54.6,6443,/onecloud/s2-test13-ebspdhsso-ag-pool
10.148.54.5,8443,/onecloud/s2-test13-ebspdhsso-vip
10.148.54.6,8443,/onecloud/s2-test13-ebspdhsso-vip
10.152.118.69,6501,/onecloud/test21-ovd.vmware.com-pool
