ip,port,name
10.119.17.57,80,comm-prod-pool
10.119.17.59,80,comm-prod-pool
10.119.17.60,80,comm-prod-pool
10.119.33.14,82,cpstg-pool-82
10.119.33.15,82,cpstg-pool-82
10.119.41.66,80,blogs-qai-pool
10.119.17.2,8221,s2-prod-gsscm-8221-pool
10.119.17.3,8221,s2-prod-gsscm-8221-pool
10.119.33.14,8080,cpstg-8080-pool
10.119.33.15,8080,cpstg-8080-pool
10.119.33.28,81,sapbpc-stage-pool-81
10.119.33.44,81,sapbpc-stage-pool-81
10.129.8.20,8001,s2-dev4-lr1-pool
10.129.8.28,8001,s2-dev4-lr1-pool
10.129.8.24,80,www-dev4-pool
10.129.8.32,8001,s2-dev4-lr3-pool
10.129.8.32,8011,s2-dev4-lr3-pool
10.129.8.11,80,lrp-dev4-pool
10.129.8.12,80,lrp-dev4-pool
10.129.8.20,8011,s2-dev4-lr2-pool
10.129.8.28,8011,s2-dev4-lr2-pool
10.129.8.24,80,www-dev4-pool
10.129.8.11,80,lrp-dev4-pool
10.129.8.12,80,lrp-dev4-pool
10.129.8.25,7777,dev4soa-pool
10.113.63.150,80,h-prod-pool
10.113.63.151,80,h-prod-pool
10.113.208.71,80,phon-prod-proxy-pool
10.113.208.72,80,phon-prod-proxy-pool
10.113.63.150,80,h-prod-pool
10.113.63.151,80,h-prod-pool
10.113.62.201,443,ceip-proxy-4-vcmupdate-https-pool
10.113.62.202,443,ceip-proxy-4-vcmupdate-https-pool
10.113.62.201,80,ceip-proxy-4-vcmupdate-http-pool
10.113.62.202,80,ceip-proxy-4-vcmupdate-http-pool
10.113.162.9,389,sc9-app-ad-389-pool
10.113.162.160,389,sc9-app-ad-389-pool
10.113.163.23,443,vcmupdate-prod-pool-ssl
10.113.163.24,443,vcmupdate-prod-pool-ssl
10.113.161.38,3334,psynch-prod-3334-pool
10.113.162.24,3334,psynch-prod-3334-pool
10.113.60.120,3306,wwwapps-prod-dbslave-pool
10.113.60.208,3306,wwwapps-prod-dbslave-pool
10.113.60.209,3306,wwwapps-prod-dbslave-pool
10.113.162.9,3269,sc9-app-ad-3269-pool
10.113.162.160,3269,sc9-app-ad-3269-pool
10.113.161.38,443,psynch-prod-443-pool
10.113.162.24,443,psynch-prod-443-pool
10.113.162.9,636,sc9-app-ad-636-pool
10.113.162.160,636,sc9-app-ad-636-pool
10.113.163.23,80,vcmupdate-prod-pool-http
10.113.163.24,80,vcmupdate-prod-pool-http
10.113.162.9,3268,sc9-app-ad-3268-pool
10.113.162.160,3268,sc9-app-ad-3268-pool
10.113.162.144,7751,phon-prod-app-pool
10.113.162.145,7751,phon-prod-app-pool
10.16.45.226,3268,testad-3268-pool
10.21.184.21,3268,testad-3268-pool
10.128.36.91,3306,wwwapps-lt-dbslave-pool
10.128.36.92,3306,wwwapps-lt-dbslave-pool
10.128.36.161,3306,wwwapps-lt-dbslave-pool
10.128.10.42,3306,wwwapps-lt-dbslave-pool
10.128.10.68,3306,wwwapps-lt-dbslave-pool
10.128.10.139,3306,wwwapps-lt-dbslave-pool
10.128.153.35,110,zimbra-test-110
10.128.153.36,110,zimbra-test-110
10.128.242.106,110,zimbra-test-110
10.128.242.107,110,zimbra-test-110
10.128.153.35,993,zimbra-test-993
10.128.153.36,993,zimbra-test-993
10.128.242.106,993,zimbra-test-993
10.128.242.107,993,zimbra-test-993
10.130.65.44,80,web-qai-pool
10.130.65.45,80,web-qai-pool
10.130.65.46,80,web-qai-pool
10.130.65.47,80,web-qai-pool
10.128.99.238,80,cf-stage-pool
10.128.99.239,80,cf-stage-pool
10.128.82.120,9443,s2-uat-ebssso-pool
10.128.82.121,9443,s2-uat-ebssso-pool
10.128.82.240,8001,ilog-lt-app-pool
10.128.82.242,8001,ilog-lt-app-pool
10.128.83.107,8001,ilog-lt-app-pool
10.128.96.58,8000,ora-test4-ebs-app-pool
10.128.96.59,8000,ora-test4-ebs-app-pool
10.128.96.93,8000,ora-test4-ebs-app-pool
10.128.96.94,8000,ora-test4-ebs-app-pool
10.119.17.74,9704,webflash10g-pool
10.119.17.75,9704,webflash10g-pool
10.119.17.79,9704,webflash10g-pool
10.119.17.83,80,sap-bpc-80-pool
10.119.17.84,80,sap-bpc-80-pool
10.119.17.83,81,sap-bpc-81-pool
10.119.17.84,81,sap-bpc-81-pool
10.119.17.76,9704,vmdash11g-pool
10.119.17.77,9704,vmdash11g-pool
10.119.17.78,9704,vmdash11g-pool
10.119.41.80,9704,webflashuat-pool
10.119.41.81,9704,webflashuat-pool
10.113.53.89,80,vdc-stg-repo-pool
10.113.53.90,80,vdc-stg-repo-pool
10.113.53.86,80,vdc-stg-app-pool
10.113.53.87,80,vdc-stg-app-pool
10.130.64.120,80,visl-dev-proxy-pool
10.130.64.121,80,visl-dev-proxy-pool
10.130.64.51,80,sfdc-apache-wdc-http
10.113.62.185,80,knova-prod-kb-pool
10.113.62.186,80,knova-prod-kb-pool
10.113.63.52,80,askvmware-prod-pool
10.113.63.26,80,govirtual-prod-lamp-pool
10.113.54.37,80,s2-stage-hyperic-pool
10.113.54.38,80,s2-stage-hyperic-pool
10.113.62.91,80,webhost-prod-web-pool-1
10.113.62.92,80,webhost-prod-web-pool-1
10.113.62.93,80,webhost-prod-web-pool-1
10.113.62.94,80,webhost-prod-web-pool-1
10.113.62.95,80,webhost-prod-web-pool-1
10.113.62.51,80,optimize-trainingA-pool
10.113.62.52,80,optimize-trainingA-pool
10.113.62.53,80,optimize-trainingA-pool
10.113.62.54,80,optimize-trainingA-pool
10.113.62.42,80,Mylnssl-pool
10.113.62.42,80,Mylnssl-pool
10.113.62.81,8080,communities-prod-pool
10.113.62.82,8080,communities-prod-pool
10.113.62.83,8080,communities-prod-pool
10.113.62.47,80,communities-prod-gbot-pool-1
10.113.62.48,80,communities-prod-gbot-pool-1
10.113.62.49,80,communities-prod-gbot-pool-1
10.113.62.41,80,Mylnweb-pool
10.113.62.35,443,vmext-pool
10.113.62.36,443,vmext-pool
10.113.54.28,80,vam-stage-img-tfr-proxy-pool
10.113.54.30,80,vam-stage-img-tfr-proxy-pool
10.113.62.91,80,webhost-prod-web-pool-1
10.113.62.92,80,webhost-prod-web-pool-1
10.113.62.93,80,webhost-prod-web-pool-1
10.113.62.94,80,webhost-prod-web-pool-1
10.113.62.95,80,webhost-prod-web-pool-1
10.113.54.27,80,sfdc-stage-wsv-int-pool
10.113.62.110,8080,eclipse-prod-techpubs-pool
10.113.62.125,8080,eclipse-prod-techpubs-pool
10.113.62.107,80,sfdc-prod-wsv-pool
10.113.62.108,80,sfdc-prod-wsv-pool
10.113.62.45,80,s3p-prod-web-pool-1
10.113.62.46,80,s3p-prod-web-pool-1
10.113.62.45,443,s3p-prod-web-ssl-pool-1
10.113.62.46,443,s3p-prod-web-ssl-pool-1
10.113.70.21,80,portal-stage-pool
10.113.70.22,80,portal-stage-pool
10.113.70.23,80,portal-stage-pool
10.113.70.24,80,portal-stage-pool
10.113.70.29,80,portal-stage-pool
10.113.70.30,80,portal-stage-pool
10.113.70.21,80,portal-stage-pool
10.113.70.22,80,portal-stage-pool
10.113.70.23,80,portal-stage-pool
10.113.70.24,80,portal-stage-pool
10.113.70.29,80,portal-stage-pool
10.113.70.30,80,portal-stage-pool
10.113.70.21,80,portal-stage-pool
10.113.70.22,80,portal-stage-pool
10.113.70.23,80,portal-stage-pool
10.113.70.24,80,portal-stage-pool
10.113.70.29,80,portal-stage-pool
10.113.70.30,80,portal-stage-pool
10.113.62.136,80,s2-prod-hyperic-web-pool
10.113.62.137,80,s2-prod-hyperic-web-pool
10.113.70.21,80,portal-stage-pool
10.113.70.22,80,portal-stage-pool
10.113.70.23,80,portal-stage-pool
10.113.70.24,80,portal-stage-pool
10.113.70.29,80,portal-stage-pool
10.113.70.30,80,portal-stage-pool
10.113.62.43,80,pchmgmt-prod-web-pool
10.113.62.44,80,pchmgmt-prod-web-pool
10.113.62.91,443,webhost-prod-web-ssl-pool-1
10.113.62.92,443,webhost-prod-web-ssl-pool-1
10.113.62.93,443,webhost-prod-web-ssl-pool-1
10.113.62.94,443,webhost-prod-web-ssl-pool-1
10.113.62.95,443,webhost-prod-web-ssl-pool-1
10.113.62.43,80,pchmgmt-prod-web-pool
10.113.62.44,80,pchmgmt-prod-web-pool
10.113.62.160,80,www-zimbra-prod-web-pool
10.113.62.161,80,www-zimbra-prod-web-pool
10.113.62.162,80,www-zimbra-prod-web-pool
10.113.62.163,80,www-zimbra-prod-web-pool
10.113.62.96,80,vam-prod-img-tfr-proxy-pool
10.113.62.97,80,vam-prod-img-tfr-proxy-pool
10.113.62.96,8080,vam-prod-img-mgr-proxy-pool
10.113.62.97,8080,vam-prod-img-mgr-proxy-pool
10.113.62.151,80,wwwb-prod-web-pool-1
10.113.62.152,80,wwwb-prod-web-pool-1
10.113.54.21,80,wwwapps-stage-web-pool-1
10.113.54.22,80,wwwapps-stage-web-pool-1
10.113.54.23,80,wwwapps-stage-web-pool-1
10.113.54.24,80,wwwapps-stage-web-pool-1
10.113.62.131,80,wwwapps-prod-web-pool-1
10.113.62.132,80,wwwapps-prod-web-pool-1
10.113.62.133,80,wwwapps-prod-web-pool-1
10.113.62.134,80,wwwapps-prod-web-pool-1
10.113.62.154,80,wwwa-prod-web-pool-1a
10.113.62.155,80,wwwa-prod-web-pool-1a
10.113.62.156,80,wwwa-prod-web-pool-1a
10.113.62.157,80,wwwa-prod-web-pool-1a
10.113.62.158,80,wwwa-prod-web-pool-1a
10.113.62.159,80,wwwa-prod-web-pool-1a
10.113.62.141,80,wwwa-prod-web-pool-1
10.113.62.142,80,wwwa-prod-web-pool-1
10.113.62.143,80,wwwa-prod-web-pool-1
10.113.62.144,80,wwwa-prod-web-pool-1
10.113.62.145,80,wwwa-prod-web-pool-1
10.113.62.146,80,wwwa-prod-web-pool-1
10.113.62.106,80,thinapp-qr-pool-1
10.113.62.91,443,webhost-prod-web-ssl-pool-1
10.113.62.92,443,webhost-prod-web-ssl-pool-1
10.113.62.93,443,webhost-prod-web-ssl-pool-1
10.113.62.94,443,webhost-prod-web-ssl-pool-1
10.113.62.95,443,webhost-prod-web-ssl-pool-1
10.113.62.91,21,webhost-prod-web-ftp-pool-1
10.113.62.92,21,webhost-prod-web-ftp-pool-1
10.113.62.93,21,webhost-prod-web-ftp-pool-1
10.113.62.94,21,webhost-prod-web-ftp-pool-1
10.113.62.95,21,webhost-prod-web-ftp-pool-1
10.113.62.75,80,vmworld-prod-pool-1
10.113.62.126,8080,eis-prod-locklizard-1-pool
10.113.62.83,80,communities-prod-vip-2-pool
10.113.62.84,80,communities-prod-vip-2-pool
10.113.62.85,80,communities-prod-vip-2-pool
10.113.62.86,80,communities-prod-vip-2-pool
10.113.78.32,80,sfdc-prod-apache-pool
10.113.78.33,80,sfdc-prod-apache-pool
10.113.63.33,80,job-referrals-pool
10.113.62.139,2222,upload-ssh-pool
10.113.62.147,2222,upload-ssh-pool
10.113.62.61,80,optimize-trainingB-pool
10.113.62.62,80,optimize-trainingB-pool
10.113.62.63,80,optimize-trainingB-pool
10.113.62.64,80,optimize-trainingB-pool
10.113.62.111,80,cpp-pool
10.113.62.112,80,cpp-pool
10.113.62.113,80,cpp-pool
10.113.62.114,80,cpp-pool
10.113.62.115,80,cpp-pool
10.113.62.116,80,cpp-pool
10.113.62.117,80,cpp-pool
10.113.62.118,80,cpp-pool
10.113.62.119,80,cpp-pool
10.113.62.120,80,cpp-pool
10.113.62.79,80,cpb-pool
10.113.63.52,80,askvmware-prod-pool
10.113.78.32,80,sfdc-prod-apache-pool
10.113.78.33,80,sfdc-prod-apache-pool
10.113.62.127,443,sc9-prod-gsa-int-443-pool
10.113.62.145,443,sc9-prod-gsa-int-443-pool
10.113.62.71,80,vmworld-prod-vip-2-pool
10.113.62.72,80,vmworld-prod-vip-2-pool
10.113.63.97,80,gemstone-http-pool
10.113.63.98,80,gemstone-http-pool
10.113.63.24,443,mvp-support-pool
10.113.62.160,80,www-zimbra-prod-web-pool
10.113.62.161,80,www-zimbra-prod-web-pool
10.113.62.162,80,www-zimbra-prod-web-pool
10.113.62.163,80,www-zimbra-prod-web-pool
10.113.62.99,80,partnerweb-prod-cva-pool
10.113.62.102,80,partnerweb-prod-cva-pool
10.113.70.32,80,sfdc-stage-apache-pool-1
10.113.70.33,80,sfdc-stage-apache-pool-1
10.113.63.27,8080,govirtual-prod-lamp-8080-pool
10.113.63.26,443,govirtual-prod-lamp-https-pool
10.113.62.126,8080,eis-prod-locklizard-1-pool
10.113.62.168,80,myln-prod-http-pool
10.113.62.169,80,myln-prod-http-pool
10.113.62.135,80,labs-pool
10.113.62.205,80,labs-pool
10.113.62.106,80,ueip-pool
10.113.62.135,80,labs-pool
10.113.62.205,80,labs-pool
10.113.62.163,80,gallery-zimbra-prod-pool
10.113.62.135,80,labs-pool
10.113.62.205,80,labs-pool
10.113.54.31,80,myln-stage-pool
10.113.54.32,80,myln-stage-pool
10.113.54.33,80,myln-stage-pool
10.113.62.160,80,www-zimbra-prod-web-pool
10.113.62.161,80,www-zimbra-prod-web-pool
10.113.62.162,80,www-zimbra-prod-web-pool
10.113.62.163,80,www-zimbra-prod-web-pool
10.113.62.71,80,vmworld-prod-vip-2-pool
10.113.62.72,80,vmworld-prod-vip-2-pool
10.113.62.139,443,upload-pool
10.113.62.147,443,upload-pool
10.113.62.164,80,buy-zimbra-prod-pool
10.113.62.166,80,buy-zimbra-prod-pool
10.113.62.163,80,gallery-zimbra-prod-pool
10.113.62.164,80,buy-zimbra-prod-pool
10.113.62.166,80,buy-zimbra-prod-pool
10.113.62.176,80,zimbra-prod-ext-proxy-pool
10.113.62.177,80,zimbra-prod-ext-proxy-pool
10.113.62.221,80,zimbra-prod-ext-proxy-pool
10.113.62.222,80,zimbra-prod-ext-proxy-pool
10.113.62.178,443,ec-mol-pool
10.113.62.179,443,ec-mol-pool
10.113.62.168,80,myln-prod-https-pool
10.113.62.169,80,myln-prod-https-pool
10.113.54.31,80,myln-stage-pool
10.113.54.32,80,myln-stage-pool
10.113.54.33,80,myln-stage-pool
10.113.62.180,80,communities-prod-gbot-vip-2-pool
10.113.62.181,80,communities-prod-gbot-vip-2-pool
10.113.62.182,80,communities-prod-gbot-vip-2-pool
10.113.63.95,2192,ftpsite-ftp-pool
10.113.54.37,6501,s2-stage-hyperic-6501-pool
10.113.54.38,6501,s2-stage-hyperic-6501-pool
10.113.62.145,80,sc9-prod-gsa-int-80-pool-a
10.113.62.136,7501,s2-prod-hyperic-7501-pool
10.113.62.137,7501,s2-prod-hyperic-7501-pool
10.113.54.37,80,s2-stage-hyperic-pool
10.113.54.38,80,s2-stage-hyperic-pool
10.113.54.63,8080,communities-preprod-pool
10.113.54.64,8080,communities-preprod-pool
10.113.62.110,8080,eclipse-prod-techpubs-pool
10.113.62.125,8080,eclipse-prod-techpubs-pool
10.113.62.136,6501,s2-prod-hyperic-6501-pool
10.113.62.137,6501,s2-prod-hyperic-6501-pool
10.113.70.32,80,sfdc-stage-apache-pool-1
10.113.70.33,80,sfdc-stage-apache-pool-1
10.113.62.136,80,s2-prod-hyperic-web-pool
10.113.62.137,80,s2-prod-hyperic-web-pool
10.113.63.101,80,view-ss-http-pool
10.113.63.102,80,view-ss-http-pool
10.113.62.176,80,zimbra-prod-ext-proxy-pool
10.113.62.177,80,zimbra-prod-ext-proxy-pool
10.113.62.221,80,zimbra-prod-ext-proxy-pool
10.113.62.222,80,zimbra-prod-ext-proxy-pool
10.113.62.189,80,zimbra-prod-webproxy-pool
10.113.62.190,80,zimbra-prod-webproxy-pool
10.113.63.97,443,gemstone-ssl-pool
10.113.63.98,443,gemstone-ssl-pool
10.113.62.185,80,knova-prod-kb-pool
10.113.62.186,80,knova-prod-kb-pool
10.113.62.110,8080,eclipse-prod-techpubs-pool
10.113.62.125,8080,eclipse-prod-techpubs-pool
10.113.54.66,80,knova-stg-kb-pool
10.113.54.67,80,knova-stg-kb-pool
10.113.63.95,2292,ftpsite-ssh-pool
10.113.63.95,8443,ftpsite-https-pool
10.113.54.70,80,ceip-stage-pool
10.113.54.73,80,ceip-stage-pool
10.113.62.201,80,ceip-prod-pool
10.113.62.202,80,ceip-prod-pool
10.113.62.211,465,zimbra-imap-pool-465
10.113.62.212,465,zimbra-imap-pool-465
10.113.62.223,465,zimbra-imap-pool-465
10.113.62.224,465,zimbra-imap-pool-465
10.113.54.70,80,ceip-stage-pool
10.113.54.73,80,ceip-stage-pool
10.113.70.32,80,sfdc-stage-apache-pool-1
10.113.70.33,80,sfdc-stage-apache-pool-1
10.113.62.176,993,zimbra-prod-ext-proxy-993-pool
10.113.62.177,993,zimbra-prod-ext-proxy-993-pool
10.113.62.221,993,zimbra-prod-ext-proxy-993-pool
10.113.62.222,993,zimbra-prod-ext-proxy-993-pool
10.113.62.160,80,www-zimbra-prod-web-pool
10.113.62.161,80,www-zimbra-prod-web-pool
10.113.62.162,80,www-zimbra-prod-web-pool
10.113.62.163,80,www-zimbra-prod-web-pool
10.113.63.95,8443,ftpsite-https-pool
10.113.63.95,2192,ftpsite-ftp-pool
10.113.63.95,8443,ftpsite-https-pool
10.113.63.95,9090,ftpsite-static-webserver-pool
10.113.62.201,80,ceip-prod-pool
10.113.62.202,80,ceip-prod-pool
10.113.63.101,443,view-ss-ssl-pool
10.113.63.102,443,view-ss-ssl-pool
10.113.62.153,13777,zimbraesna-pool
10.113.62.208,80,visl-prod-proxy-pool
10.113.62.209,80,visl-prod-proxy-pool
10.113.63.131,2222,psend-sftp-pool
10.113.62.201,80,ceip-prod-eng-pool
10.113.62.202,80,ceip-prod-eng-pool
10.113.62.201,80,ceip-prod-eng-pool
10.113.62.202,80,ceip-prod-eng-pool
10.113.63.131,8443,psend-https-pool
10.113.161.24,9443,s2-prod-catsso-9443-pool
10.113.161.25,9443,s2-prod-catsso-9443-pool
10.113.53.105,8001,visl-stg-ml-pool
10.113.53.106,8001,visl-stg-ml-pool
10.113.15.19,7080,s2-stage-hhq-pool
10.113.68.206,7080,s2-stage-hhq-pool
10.113.53.89,8080,vdc-stg-repo-8080-pool
10.113.53.90,8080,vdc-stg-repo-8080-pool
10.113.76.227,7080,s2-prod-hhq-pool
10.113.161.129,7080,s2-prod-hhq-pool
10.113.53.103,8001,visl-stg-pl-pool
10.113.53.104,8001,visl-stg-pl-pool
10.113.162.156,80,proofptdirs-http-pool
10.113.162.158,80,proofptdirs-http-pool
10.113.61.121,8001,visl-prod-pl-pool
10.113.61.122,8001,visl-prod-pl-pool
10.113.162.163,80,orgchart-pool
10.113.162.164,80,orgchart-pool
10.113.61.123,8001,visl-prod-ml-pool
10.113.61.124,8001,visl-prod-ml-pool
10.16.21.42,7080,s2-dev-hhq-pool
10.16.41.126,7080,s2-dev-hhq-pool
10.128.152.140,7444,vm-itdev-sso-pool
10.128.153.48,7444,vm-itdev-sso-pool
10.130.45.122,8001,visl-uat-ml-pool
10.130.45.123,8001,visl-uat-ml-pool
10.130.45.120,8001,visl-uat-pl-pool
10.130.45.121,8001,visl-uat-pl-pool
10.128.83.43,80,sapbpc-80-pool
10.128.83.44,80,sapbpc-80-pool
10.128.96.123,9443,s2-test4-ebssso-pool
10.128.96.124,9443,s2-test4-ebssso-pool
10.128.96.123,7443,s2-test4-ebssso-ag-pool
10.128.96.124,7443,s2-test4-ebssso-ag-pool
10.128.96.123,8011,s2-test4-ebssso-ag-pool
10.128.96.124,8011,s2-test4-ebssso-ag-pool
10.128.96.121,443,test4-ebssso-pool
10.128.96.122,443,test4-ebssso-pool
10.119.17.94,9704,compass11g-pool
10.119.17.95,9704,compass11g-pool
10.119.17.90,9704,entitlementbi11g-pool
10.119.17.91,9704,entitlementbi11g-pool
10.119.17.92,9704,entitlementbi11g-pool
10.119.17.93,9704,entitlementbi11g-pool
10.119.68.70,80,api.cf-prod-pool
10.119.68.71,80,api.cf-prod-pool
10.128.100.58,8001,s2-dev6-lr1-vip-pool
10.128.100.63,8001,s2-dev6-lr1-vip-pool
10.119.68.70,80,api.cf-prod-pool
10.119.68.71,80,api.cf-prod-pool
10.119.17.66,9704,buflash11g-pool
10.119.17.67,9704,buflash11g-pool
10.113.162.207,80,vdc-prod-app-pool
10.113.162.208,80,vdc-prod-app-pool
10.113.162.207,8080,vdc-prod-app-pool
10.113.162.208,8080,vdc-prod-app-pool
10.113.162.204,80,vdc-prod-repo-pool
10.113.162.205,80,vdc-prod-repo-pool
10.113.53.89,8443,vdc-stg-repo-8443-pool
10.113.53.90,8443,vdc-stg-repo-8443-pool
10.113.15.62,8443,vdc-stg-repo-8443-pool
10.113.15.63,8443,vdc-stg-repo-8443-pool
10.113.162.207,8443,vdc-prod-app-8443-pool
10.113.162.208,8443,vdc-prod-app-8443-pool
10.113.161.24,8062,s2-prod-catsso-pool
10.113.161.25,8062,s2-prod-catsso-pool
10.113.162.204,8443,vdc-prod-repo-pool-8443
10.113.162.206,8443,vdc-prod-repo-pool-8443
10.113.162.205,8443,vdc-prod-repo-pool-8443
10.113.162.204,443,vdc-prod-repo-pool-443
10.113.162.205,443,vdc-prod-repo-pool-443
10.113.53.89,443,vdc-stg-repo-443-pool
10.113.53.90,443,vdc-stg-repo-443-pool
10.113.162.204,80,vdc-prod-repo-pool
10.113.162.205,80,vdc-prod-repo-pool
10.128.37.71,80,lt-ebssso-pool
10.128.37.72,80,lt-ebssso-pool
10.128.37.71,443,lt-ebssso-pool
10.128.37.72,443,lt-ebssso-pool
10.128.37.73,8011,s2-lt-ebssso-ag-pool
10.128.37.74,8011,s2-lt-ebssso-ag-pool
10.128.37.73,7443,s2-lt-ebssso-ag-pool
10.128.37.74,7443,s2-lt-ebssso-ag-pool
10.128.37.73,8001,s2-lt-ebssso-pool
10.128.37.74,8001,s2-lt-ebssso-pool
10.128.37.73,9443,s2-lt-ebssso-pool
10.128.37.74,9443,s2-lt-ebssso-pool
10.119.22.1,5222,jabber-prod-5222-pool
10.119.22.2,5222,jabber-prod-5222-pool
10.119.22.3,5222,jabber-prod-5222-pool
10.119.22.1,5280,jabber-prod-5280-pool
10.119.22.2,5280,jabber-prod-5280-pool
10.119.22.3,5280,jabber-prod-5280-pool
10.128.37.99,8000,oracleapps-lt-pool
10.128.37.103,8000,oracleapps-lt-pool
10.128.37.104,8000,oracleapps-lt-pool
10.128.37.105,8000,oracleapps-lt-pool
10.128.37.106,8000,oracleapps-lt-pool
10.128.37.107,8000,oracleapps-lt-pool
10.113.162.207,8080,vdc-prod-app-8080-pool
10.113.162.208,8080,vdc-prod-app-8080-pool
10.113.162.207,8443,vdc-prod-app-8443-pool
10.113.162.208,8443,vdc-prod-app-8443-pool
10.128.83.166,7443,s2-test2-ebssso-ag-pool
10.128.83.167,7443,s2-test2-ebssso-ag-pool
10.128.83.166,8001,s2-test2-ebssso-ag-pool
10.128.83.167,8001,s2-test2-ebssso-ag-pool
10.128.83.166,9443,s2-test2-ebssso-pool
10.128.83.167,9443,s2-test2-ebssso-pool
10.128.83.164,443,test2-ebssso-pool
10.128.83.165,443,test2-ebssso-pool
10.128.80.136,8000,ora-test2-ebs-app-pool
10.128.80.137,8000,ora-test2-ebs-app-pool
10.128.80.138,8000,ora-test2-ebs-app-pool
10.128.80.139,8000,ora-test2-ebs-app-pool
10.128.80.197,8000,ora-test2-ebs-app-pool
10.128.80.198,8000,ora-test2-ebs-app-pool
10.130.45.54,8011,s2-uat-ebssso-ag-pool
10.130.45.55,8011,s2-uat-ebssso-ag-pool
10.130.45.52,443,uat-ebssso-pool
10.130.45.53,443,uat-ebssso-pool
10.130.45.54,9443,s2-uat-ebssso-vip
10.130.45.55,9443,s2-uat-ebssso-vip
10.128.96.88,8481,s2-test4-websvc4-pool
10.128.96.91,8481,s2-test4-websvc4-pool
10.128.83.185,443,horizonbeta-dmz-pool
10.128.83.185,443,horizonbeta-dmz-pool
10.128.83.166,9443,s2-test2-ebssso-pool
10.128.83.167,9443,s2-test2-ebssso-pool
10.128.83.166,8011,s2-test2-ebssso-ag-pool
10.128.83.167,8011,s2-test2-ebssso-ag-pool
10.128.83.164,443,test2-ebssso-pool
10.128.83.165,443,test2-ebssso-pool
10.113.12.113,8011,s2-prod-ebssso-ag-pool
10.113.12.114,8011,s2-prod-ebssso-ag-pool
10.113.12.111,443,ebssso
10.113.12.112,443,ebssso
10.113.12.113,9443,s2-prod-ebssso-pool
10.113.12.114,9443,s2-prod-ebssso-pool
10.128.83.185,443,horizonbeta-int-pool
10.128.37.153,80,cbr-lt-repo-pool
10.128.82.45,8481,s2-dev3-websvc7-pool
10.119.49.96,80,cbr-dev3-repo-pool
10.119.41.104,80,cbr-test4-repo-pool
10.128.36.94,8481,s2-lt-websvc4-pool
10.128.36.95,8481,s2-lt-websvc4-pool
10.128.10.157,8481,s2-lt-websvc4-pool
10.128.10.158,8481,s2-lt-websvc4-pool
10.128.37.151,8080,cbr-lt-solr-pool
10.128.37.152,8080,cbr-lt-solr-pool
10.113.68.195,8481,s2-stage-websvc4-pool
10.113.68.196,8481,s2-stage-websvc4-pool
10.128.83.187,443,hz-beta-ad-pool
10.128.83.188,443,hz-beta-ad-pool
10.128.83.179,443,hz-beta-rsa-pool
10.128.83.183,443,hz-beta-rsa-pool
10.128.83.179,8443,hz-beta-8443-rsa-pool
10.128.83.183,8443,hz-beta-8443-rsa-pool
10.128.83.187,8443,hz-beta-8443-ad-pool
10.128.83.188,8443,hz-beta-8443-ad-pool
10.128.83.185,443,hz-beta-gw-pool
10.128.83.191,443,hz-beta-gw-pool
10.128.83.201,443,hz-beta-gw-pool
10.128.83.202,443,hz-beta-gw-pool
10.113.54.70,80,ceip-stage-pool
10.113.54.73,80,ceip-stage-pool
10.113.62.201,80,ceip-prod-pool
10.113.62.202,80,ceip-prod-pool
10.113.62.201,80,ceip-prod-pool
10.113.62.202,80,ceip-prod-pool
10.113.62.71,80,vmworld-prod-vip-2-pool
10.113.62.72,80,vmworld-prod-vip-2-pool
10.113.62.71,80,vmworld-prod-vip-2-pool
10.113.62.72,80,vmworld-prod-vip-2-pool
10.113.54.70,80,ceip-stage-pool
10.113.54.73,80,ceip-stage-pool
10.113.53.107,8080,cbr-stage-solr-pool
10.113.53.108,8080,cbr-stage-solr-pool
10.113.53.109,80,cbr-stage-repo-pool
10.128.36.215,7080,s2-lt-hhq-pool
10.128.37.38,7080,s2-lt-hhq-pool
10.128.11.86,7080,s2-lt-hhq-pool
10.128.11.87,7080,s2-lt-hhq-pool
10.113.63.126,80,tsend-rfc02927-http
10.113.63.126,1080,tsend-rfc02927-http
10.113.63.126,2222,tsend-rfc02927-sftp
10.113.63.126,80,tsend-rfc02927-http
10.113.162.156,80,proofptdirs-http-pool
10.113.162.158,80,proofptdirs-http-pool
10.130.41.30,443,qai-ebssso
10.130.41.31,443,qai-ebssso
10.130.41.32,9443,s2-qai-ebssso-pool
10.130.41.33,9443,s2-qai-ebssso-pool
10.113.61.30,80,cbr-prod-repo-pool
10.113.53.112,80,ccred-stage-pool
10.113.53.113,80,ccred-stage-pool
10.113.53.154,80,ccred-stage-pool
10.113.53.155,80,ccred-stage-pool
10.113.15.12,80,ccred-stage-pool
10.113.15.13,80,ccred-stage-pool
10.113.15.14,80,ccred-stage-pool
10.113.15.15,80,ccred-stage-pool
10.130.45.73,8080,cbr-uat-solr-pool
10.130.45.74,8080,cbr-uat-solr-pool
10.113.161.218,3128,sc9-proxy-test-pool
10.113.62.37,80,w-prod-pool
10.113.62.38,80,w-prod-pool
10.113.62.37,80,w-prod-pool
10.113.62.38,80,w-prod-pool
10.113.76.80,8481,s2-prod-websvc4-pool
10.113.76.81,8481,s2-prod-websvc4-pool
10.113.61.31,8080,cbr-prod-solr-pool
10.113.61.32,8080,cbr-prod-solr-pool
