name,ip,port,f5cluster_name
s2-lt-websvc1-vip.vmware.com,10.128.37.29,8181,wdc-lt-int-1
s2-lt-websvc2-vip.vmware.com,10.128.37.30,8281,wdc-lt-int-1
s2-lt-websvc3-vip.vmware.com,10.128.37.66,8381,wdc-lt-int-1
ucmlt-vip,10.128.36.155,7780,wdc-lt-int-1
ucmlttril-vip,10.128.36.156,8888,wdc-lt-int-1
ucmqai-vip-1,10.128.36.232,7780,wdc-lt-int-1
ucmqaitril-vip-1,10.128.36.233,8888,wdc-lt-int-1
wlp-lt-betan-vip,10.128.36.79,7003,wdc-lt-int-1
wlp-lt-licn-vip,10.128.36.80,7007,wdc-lt-int-1
wlp-lt-offpm-vip,10.128.36.84,7009,wdc-lt-int-1
wlp-lt-patm-vip,10.128.36.83,7005,wdc-lt-int-1
wlp-lt-s3p3-vip,10.128.36.81,7005,wdc-lt-int-1
wlp-lt-utiln-vip,10.128.36.82,7003,wdc-lt-int-1
wls-lt-acct-vip,10.128.36.69,7031,wdc-lt-int-1
wls-lt-beta-vip,10.128.36.70,7025,wdc-lt-int-1
wls-lt-dload-vip,10.128.36.71,7013,wdc-lt-int-1
wls-lt-eval-vip,10.128.36.72,7027,wdc-lt-int-1
wls-lt-flex-vip,10.128.36.74,7011,wdc-lt-int-1
wls-lt-isv-vip,10.128.36.73,7017,wdc-lt-int-1
wls-lt-oem-vip,10.128.36.75,7015,wdc-lt-int-1
wls-lt-supt-vip,10.128.36.76,7019,wdc-lt-int-1
wls-lt-upgr-vip,10.128.36.77,7035,wdc-lt-int-1
wls-lt-util-vip,10.128.36.78,7033,wdc-lt-int-1
wls-lt-vpp-vip,10.128.36.26,7037,wdc-lt-int-1
wwwapps-lt-web-vip-1-i,10.128.36.168,80,wdc-lt-int-1
wwwapps-lt-dbslave_VIP,10.128.10.73,3306,wdc-lt-int-1
lt-ebssso.vmware.com,10.128.37.148,443,wdc-lt-int-1
s2-lt-ebssso-ag-vip.vmware.com,10.128.37.146,80,wdc-lt-int-1
s2-lt-ebssso-vip.vmware.com,10.128.37.147,443,wdc-lt-int-1
oracleapps-lt-vip-ssl,10.128.36.142,443,wdc-lt-int-1
cbr-lt-repo-vip_SSL,10.128.37.154,443,wdc-lt-int-1
s2-lt-websvc4-vip_http,10.128.37.80,8481,wdc-lt-int-1
cbr-lt-solr-vip_http,10.128.37.155,80,wdc-lt-int-1
s2-lt-hhq-vip,10.128.37.156,7080,wdc-lt-int-1
bi-lt-rtr-vip,10.128.37.160,80,wdc-lt-int-1
websearch-lt-vip.vmware.com,10.128.36.184,8080,wdc-lt-int-1
bipub-lt-vip,10.128.37.172,443,wdc-lt-int-1
s2-lt-lr4-vip.vmware.com,10.128.37.173,8001,wdc-lt-int-1
lt-idp-vip.vmware.com_SSL,10.128.36.97,8443,wdc-lt-int-1
s2-lt-websvc5-pool,10.128.37.44,8581,wdc-lt-int-1
s2-lt-lr5-vip.vmware.com,10.128.37.166,8011,wdc-lt-int-1
ltosb-vip-8012,10.128.36.198,8012,wdc-lt-int-1
lt-oid-vip,10.128.36.86,389,wdc-lt-int-1
psb-lt-pl-vip,10.128.37.180,8001,wdc-lt-int-1
psb-lt-ml-vip,10.128.37.179,8001,wdc-lt-int-1
esg-lt-int-vip.vmware.com,10.128.36.106,8443,wdc-lt-int-1
esg-lt-int-vip-443,10.128.36.106,443,wdc-lt-int-1
epm-lt-workspace,10.128.37.139,80,wdc-lt-int-1
s2-lt-solrs-vip-1.vmware.com,10.128.36.214,80,wdc-lt-int-1
s2-lt-solrs-vip-2.vmware.com,10.128.36.227,80,wdc-lt-int-1
s2-lt-tco-vip,10.128.37.186,8001,wdc-lt-int-1
obiee-prd1-entitlement.vmware.com_ssl,10.128.10.24,443,wdc-lt-int-1
obiee-prd1-entitlement.vmware.com,10.128.10.24,80,wdc-lt-int-1
obiee-prd1-bookings-vip.vmware.com,10.128.10.23,80,wdc-lt-int-1
obiee-prd2-entitlement.vmware.com,10.128.10.26,80,wdc-lt-int-1
ucmlt-ssl-vip,10.128.36.155,4458,wdc-lt-int-1
obiee-prd2-entitlement.vmware.com_ssl,10.128.10.26,443,wdc-lt-int-1
obiee-prd2-bookings-vip.vmware.com,10.128.10.25,80,wdc-lt-int-1
s2-lt-lrint1-vip.vmware.com,10.128.37.187,8001,wdc-lt-int-1
esg-lt-int-vip-8443,10.128.36.106,8443,wdc-lt-int-1
s2-lt-lrpis-vip,10.128.37.210,8002,wdc-lt-int-1
solr-lt-mdm-vip.vmware.com,10.128.37.212,80,wdc-lt-int-1
web-lt-ints-vip,10.128.37.211,80,wdc-lt-int-1
s2-lt-lrpis-vip.vmware.com,10.128.37.210,8002,wdc-lt-int-1
web-lt-ints-vip-443,10.128.37.211,443,wdc-lt-int-1
entitlementlt-vip-9704,10.128.37.171,9704,wdc-lt-int-1
entitlementlt-vip-80,10.128.37.171,80,wdc-lt-int-1
pdh-lt-https,10.128.37.240,443,wdc-lt-int-1
pdh-lt-http,10.128.37.240,80,wdc-lt-int-1
entitlementnewdev-vip,10.128.10.244,80,wdc-lt-int-1
entitlementnewdev-vip-9704,10.128.10.244,9704,wdc-lt-int-1
vmdashnewdev-vip,10.128.10.245,80,wdc-lt-int-1
bunewdev-vip,10.128.10.246,80,wdc-lt-int-1
s2-lt-ebspdhsso-vip,10.128.37.236,443,wdc-lt-int-1
s2-lt-ebspdhsso-ag-vip,10.128.37.235,443,wdc-lt-int-1
entitlementnewdev-vip-ssl,10.128.10.244,443,wdc-lt-int-1
web-lt-ssl-vip,10.128.11.76,443,wdc-lt-int-1
wwwa-lt-vip,10.128.10.153,80,wdc-lt-int-1
web-lt-vip,10.128.11.76,80,wdc-lt-int-1
vmworld-lt-vip-2-SSL,10.128.10.220,443,wdc-lt-int-1
vmworld-lt-vip-2,10.128.10.220,80,wdc-lt-int-1
financebilt-vip,10.128.37.87,80,wdc-lt-int-1
entitlementdev-vip.rpt.vmware.com,10.128.11.222,443,wdc-lt-int-1
entitlementdev-vip.rpt.vmware.com-9704,10.128.11.222,9704,wdc-lt-int-1
esg-lt-ext-vip,10.128.11.227,8443,wdc-lt-int-1
esg-lt-ext-vip-443,10.128.38.66,443,wdc-lt-int-1
ltrmq-vip,10.128.11.223,5672,wdc-lt-int-1
esg-lt-ext-vip-8443,10.128.38.66,8443,wdc-lt-int-1
visl-lt-siml-vip,10.128.37.77,8011,wdc-lt-int-1
controlm-lt-vip,10.128.11.227,443,wdc-lt-int-1
ltrmqsslt-vip-5674,10.128.38.67,5674,wdc-lt-int-1
ltrmqsslt-vip,10.128.38.67,5673,wdc-lt-int-1
esg-lt-int-vip-80,10.128.36.106,80,wdc-lt-int-1
s2-lt-hhq-vip-7443,10.128.37.156,7443,wdc-lt-int-1
oracledisco-lt-vip-ssl,10.128.36.143,443,wdc-lt-int-1
cat-lt-mln-vip,10.128.37.123,8080,wdc-lt-int-1
cat-lt-mlne-vip,10.128.37.124,8080,wdc-lt-int-1
s2-lt-catsso-vip,10.128.37.140,8051,wdc-lt-int-1
py-lt-vswapub-vip-ssl,10.128.37.108,443,wdc-lt-int-1
esg-lt-ext-vip-9443,10.128.38.66,9443,wdc-lt-int-1
py-lt-vswapub-vip,10.128.37.108,80,wdc-lt-int-1
lt-foresight.vmware.com,10.128.37.209,443,wdc-lt-int-1
lt-foresight-planning-vip,10.128.37.229,80,wdc-lt-int-1
epm-lt-drm-vip,10.128.37.224,80,wdc-lt-int-1
lt-soa-7777,10.128.11.170,7777,wdc-lt-int-1
lt-soa-7001,10.128.11.170,7001,wdc-lt-int-1
visl-lt-pl-vip,10.128.37.152,8011,wdc-lt-int-1
visl-lt-ml-vip,10.128.37.150,8001,wdc-lt-int-1
s2-lt-hightouch-vip,10.128.37.52,80,wdc-lt-int-1
visl-lt-siml2-vip,10.128.37.53,8021,wdc-lt-int-1
odm-lt-app-vip.vmware.com,10.128.11.167,443,wdc-lt-int-1
wdc-view-http-vip,10.128.11.32,80,wdc-lt-int-1
wdc-view-ssl-vip,10.128.11.32,443,wdc-lt-int-1
WDC-OWA-ssl-vip,10.128.152.76,443,wdc-tier2-prod-int-1
viops-prod-app-int-vip,10.128.152.71,8080,wdc-tier2-prod-int-1
viops-prod-db-int-vip,10.128.152.48,3306,wdc-tier2-prod-int-1
viops-prod-oradb-int-vip,10.128.152.91,1521,wdc-tier2-prod-int-1
vmworld-prod-app-ext-vip,10.128.152.82,8080,wdc-tier2-prod-int-1
vmworld-prod-db-ext-vip,10.128.152.83,3306,wdc-tier2-prod-int-1
zimbra-test-proxy-7071-vip,10.128.152.128,7071,wdc-tier2-prod-int-1
zimbra-test-proxy-80-vip,10.128.152.128,80,wdc-tier2-prod-int-1
zimbra-test-proxy-ssl-vip,10.128.152.128,443,wdc-tier2-prod-int-1
zimbra-test-vip110,10.128.152.128,110,wdc-tier2-prod-int-1
zimbra-test-vip993,10.128.152.128,993,wdc-tier2-prod-int-1
vm-itdev-sso-vip,10.128.152.149,7444,wdc-tier2-prod-int-1
zimbra-test-mta-25-vip,10.128.152.128,25,wdc-tier2-prod-int-1
zimbra-test-143,10.128.152.128,143,wdc-tier2-prod-int-1
zimbra-test-995,10.128.152.128,995,wdc-tier2-prod-int-1
zimbra-test-465,10.128.152.128,465,wdc-tier2-prod-int-1
partnerweb-test-https,10.128.152.139,443,wdc-tier2-prod-int-1
partnerweb-test,10.128.152.139,80,wdc-tier2-prod-int-1
wdc-ad-ovd-vip-3268,10.128.153.67,3268,wdc-tier2-prod-int-1
prodrmq-vip,10.128.152.145,5672,wdc-tier2-prod-int-1
wdc-wpad-apac-vip,10.128.152.225,80,wdc-tier2-prod-int-1
wdc-wpad-bangalore-vip,10.128.152.222,80,wdc-tier2-prod-int-1
wdc-wpad-emea-vip,10.128.152.224,80,wdc-tier2-prod-int-1
wdc-wpad-nasa-vip,10.128.152.223,80,wdc-tier2-prod-int-1
wdc-wpad-cork-vip,10.128.152.221,80,wdc-tier2-prod-int-1
wdc-wpad-paloalto-vip,10.128.152.220,80,wdc-tier2-prod-int-1
wdc-ad-test-vip3,10.128.152.152,3268,wdc-tier2-prod-int-1
wdc-AD-test-vip1,10.128.152.150,3268,wdc-tier2-prod-int-1
wdc-ad-test-vip2,10.128.152.151,3268,wdc-tier2-prod-int-1
psynch-prod-wdc-vip,10.128.152.132,3334,wdc-tier2-prod-int-1
psynch-prod-443-vip,10.128.152.132,443,wdc-tier2-prod-int-1
ad-test-new-vip,10.128.152.153,3268,wdc-tier2-prod-int-1
ad-vip-ldap,10.128.152.153,389,wdc-tier2-prod-int-1
wdc-rootdc-vip-1,10.128.153.28,389,wdc-tier2-prod-int-1
wdc-ad-ovd-vip-389,10.128.153.67,389,wdc-tier2-prod-int-1
wdc-ad-ovd-vip-3269,10.128.153.67,3269,wdc-tier2-prod-int-1
wdc-ad-ovd-vip-636,10.128.153.67,636,wdc-tier2-prod-int-1
wdc-proxy-vip,10.128.152.37,3128,wdc-tier2-prod-int-1
communities-demo-ssl-vip,10.130.64.57,443,wdc-uat-dmz-1
communities-demo-vip-1,10.130.64.57,80,wdc-uat-dmz-1
communities-uat-vip,10.130.64.69,80,wdc-uat-dmz-1
ec-mol-dev-ssl-vip,10.130.64.70,443,wdc-uat-dmz-1
mycln-ci-vip-1,10.130.64.62,80,wdc-uat-dmz-1
myln-ci-ssl-vip-1,10.130.64.62,443,wdc-uat-dmz-1
osb-wdc-ssl-vip,10.130.64.40,443,wdc-uat-dmz-1
sfdc-qai-apache-http-vip,10.130.65.7,80,wdc-uat-dmz-1
sfdc-qai-apache-ssl-vip,10.130.65.7,443,wdc-uat-dmz-1
sfdc-uat-apache-http-vip,10.130.65.16,80,wdc-uat-dmz-1
sfdc-uat-apache-ssl-vip,10.130.65.16,443,wdc-uat-dmz-1
sfdc-uat-apache-vip,10.130.65.16,7777,wdc-uat-dmz-1
supplier-qai-pool,10.130.65.50,80,wdc-uat-dmz-1
supplier-uat-vip,10.130.64.50,80,wdc-uat-dmz-1
vmworld-qai-vip-1,10.130.65.25,80,wdc-uat-dmz-1
vmworld-uat-ssl-vip-2,10.130.64.54,443,wdc-uat-dmz-1
vmworld-uat-vip-1,10.130.64.25,80,wdc-uat-dmz-1
vmworld-uat-vip-2,10.130.64.54,80,wdc-uat-dmz-1
web-qai-int-ssl-vip,10.130.65.54,443,wdc-uat-dmz-1
web-qai-int-vip,10.130.65.54,80,wdc-uat-dmz-1
web-qai-ssl-vip,10.130.65.48,443,wdc-uat-dmz-1
web-qai-vip,10.130.65.48,80,wdc-uat-dmz-1
web-uat-ssl-vip,10.130.64.48,443,wdc-uat-dmz-1
web-uat-vip,10.130.64.48,80,wdc-uat-dmz-1
wwwa-qai-vip,10.130.65.34,80,wdc-uat-dmz-1
wwwa-uat-vip,10.130.64.34,80,wdc-uat-dmz-1
wwwapps-qai-web-vip-1,10.130.65.39,80,wdc-uat-dmz-1
wwwapps-uat-web-vip,10.130.64.39,80,wdc-uat-dmz-1
visl-dev-proxy-vip-ssl,10.130.64.122,443,wdc-uat-dmz-1
sfdc-apache-wdc-vip,10.130.64.71,80,wdc-uat-dmz-1
horizonbeta-ext.vmware.com,10.130.64.72,443,wdc-uat-dmz-1
horizonbeta-int.vmware.com,10.130.64.73,443,wdc-uat-dmz-1
horizondevproxy.vmware.com,10.130.64.75,3129,wdc-uat-dmz-1
horizondev-int.vmware.com,10.130.64.77,443,wdc-uat-dmz-1
horizondev-ext.vmware.com,10.130.64.74,443,wdc-uat-dmz-1
internal-uat-vip-ssl,10.130.64.43,443,wdc-uat-dmz-1
communities-uat-ssl,10.130.64.69,443,wdc-uat-dmz-1
esg-wdc-ext-vip.vmware.com,10.130.64.80,8443,wdc-uat-dmz-1
esg-wdc-ext-vip.vmware.com-443,10.130.64.80,443,wdc-uat-dmz-1
osb-wdc-ssl-vip_dummy,10.130.64.160,443,wdc-uat-dmz-1
devapim-vip-8444,10.130.64.87,8444,wdc-uat-dmz-1
devapim-vip-8445,10.130.64.87,443,wdc-uat-dmz-1
testapim-8444,10.130.64.88,8444,wdc-uat-dmz-1
testapim-8445,10.130.64.88,443,wdc-uat-dmz-1
esg-test-ext-vip-443,10.130.64.26,443,wdc-uat-dmz-1
esg-test-ext-pool-8443,10.130.64.26,8443,wdc-uat-dmz-1
uatapim-vip-8444,10.130.64.103,8444,wdc-uat-dmz-1
uatapim-8445,10.130.64.103,443,wdc-uat-dmz-1
esg-wdc-ext-vip.vmware.com-80,10.130.64.80,80,wdc-uat-dmz-1
esg-uat-ext-vip,10.130.64.30,443,wdc-uat-dmz-1
esg-uat-ext,10.130.64.97,8443,wdc-uat-dmz-1
esg-uat-ext-vip-8443,10.130.64.30,8443,wdc-uat-dmz-1
esg-test-ext-vip-9443,10.130.64.26,9443,wdc-uat-dmz-1
esg-wdc-ext-vip.vmware.com-9443,10.130.64.80,9443,wdc-uat-dmz-1
esg-uat-ext-vip-9443,10.130.64.30,9443,wdc-uat-dmz-1
visl-dev-proxy-vip-http,10.130.64.122,80,wdc-uat-dmz-1
lrp-uat-vip.vmware.com_SSL,10.130.45.47,443,wdc-uat-int-1
cat-uat-mln-vip-new.vmware.com,10.130.44.3,8080,wdc-uat-int-1
cat-uat-mlne-vip-new.vmware.com,10.130.44.4,8080,wdc-uat-int-1
communities-qai-vip,10.130.40.181,80,wdc-uat-int-1
communities-uat-vip,10.130.45.137,80,wdc-uat-int-1
dr-qaiwsvc2-viip,10.130.40.172,7001,wdc-uat-int-1
dr-uatwebsvc-vip,10.130.44.172,7001,wdc-uat-int-1
flexqaiwebsvc-vip,10.130.40.162,80,wdc-uat-int-1
flexuatwebsvc-vip,10.130.44.162,80,wdc-uat-int-1
lrp-qai-vip.vmware.com,10.130.44.189,80,wdc-uat-int-1
lrp-qai-vip.vmware.com_SSL,10.130.44.189,443,wdc-uat-int-1
ora-qai-fmidm-389-ovd-vip,10.130.40.47,389,wdc-uat-int-1
ora-qai-fmidm-636-ovd-vip,10.130.40.47,636,wdc-uat-int-1
ora-uat-fmidm-ovd-389-vip,10.130.40.173,389,wdc-uat-int-1
ora-uat-fmidm-ovd-636-vip,10.130.40.173,636,wdc-uat-int-1
oracleapps-poc-vip,10.130.44.236,80,wdc-uat-int-1
oracleapps-qai-vip,10.130.40.142,80,wdc-uat-int-1
oracleapps-uat-vip,10.130.44.142,80,wdc-uat-int-1
oracledisco-qai-vip,10.130.40.143,80,wdc-uat-int-1
oracledisco-uat-vip,10.130.44.143,80,wdc-uat-int-1
pchmgmt-qai-web-vip,10.130.65.41,7005,wdc-uat-int-1
porta-uat-webgate-vip,10.130.44.194,80,wdc-uat-int-1
portal-qai-webgate-vip,10.130.40.194,80,wdc-uat-int-1
portal-uat-sca-vip,10.130.44.177,8171,wdc-uat-int-1
qaiidm-vip,10.130.40.144,7780,wdc-uat-int-1
qaiosb-8011-vip,10.130.40.222,8011,wdc-uat-int-1
qaiosb-vip,10.130.40.222,7777,wdc-uat-int-1
qaisoa-vip,10.130.40.141,7777,wdc-uat-int-1
qaisoax-vip.vmware.com,10.130.40.238,7777,wdc-uat-int-1
s2-qai-accessws-vip,10.130.40.136,8231,wdc-uat-int-1
s2-qai-admn-vip,10.130.40.228,8001,wdc-uat-int-1
s2-qai-admn2-vip.vmware.com,10.130.40.135,8211,wdc-uat-int-1
s2-qai-betanext-vip,10.130.40.177,8141,wdc-uat-int-1
s2-qai-dload-vip,10.130.40.145,8131,wdc-uat-int-1
s2-qai-eval-vip,10.130.40.146,8151,wdc-uat-int-1
s2-qai-isv-vip,10.130.40.175,8101,wdc-uat-int-1
s2-qai-licnmgmt-vip,10.130.40.174,8061,wdc-uat-int-1
s2-qai-lr1-vip,10.130.40.188,8001,wdc-uat-int-1
s2-qai-lr2-vip,10.130.40.189,8011,wdc-uat-int-1
s2-qai-lr3-vip,10.130.40.22,8001,wdc-uat-int-1
s2-qai-sca-vip,10.130.40.147,8171,wdc-uat-int-1
s2-qai-support-vip,10.130.40.230,8051,wdc-uat-int-1
s2-qai-tcs1-vip,10.130.40.239,8111,wdc-uat-int-1
s2-qai-tcs2-vip.vmware.com,10.130.40.244,8211,wdc-uat-int-1
s2-qai-tcs3-vip.vmware.com,10.130.40.245,8311,wdc-uat-int-1
s2-qai-tcs4-vip.vmware.com,10.130.40.246,8411,wdc-uat-int-1
s2-qai-tcs5-vip,10.130.40.240,8511,wdc-uat-int-1
s2-qai-tcs6-vip.vmware.com,10.130.40.247,8611,wdc-uat-int-1
s2-qai-tcs7-vip.vmware.com,10.130.40.248,8711,wdc-uat-int-1
s2-qai-tcs8-vip.vmware.com,10.130.40.249,8811,wdc-uat-int-1
s2-qai-util-vip,10.130.40.229,8011,wdc-uat-int-1
s2-qai-vmwsvc-vip,10.130.40.148,8181,wdc-uat-int-1
s2-qai-vpp-vip,10.130.40.176,8071,wdc-uat-int-1
s2-qai-wcm-vip,10.130.40.203,8251,wdc-uat-int-1
s2-qai-websvc1-vip.vmware.com,10.130.40.242,8181,wdc-uat-int-1
s2-qai-websvc2-vip.vmware.com,10.130.40.243,8281,wdc-uat-int-1
s2-qai-websvc3-vip.vmware.com,10.130.40.241,8381,wdc-uat-int-1
s2-uat-accessws-vip.vmware.com,10.130.44.243,8231,wdc-uat-int-1
s2-uat-admn-8001-vip,10.130.44.250,8001,wdc-uat-int-1
s2-uat-admn-vip,10.130.44.250,80,wdc-uat-int-1
s2-uat-admn2-vip.vmware.com,10.130.44.240,8211,wdc-uat-int-1
s2-uat-dload-vip,10.130.44.182,8131,wdc-uat-int-1
s2-uat-eval-vip,10.130.44.183,8151,wdc-uat-int-1
s2-uat-lr1-vip.vmware.com,10.130.45.35,8001,wdc-uat-int-1
s2-uat-lr3-vip.vmware.com,10.130.45.37,8001,wdc-uat-int-1
s2-uat-offpm-vip,10.130.45.32,8021,wdc-uat-int-1
s2-uat-onlinepm-vip.vmware.com,10.130.45.34,8011,wdc-uat-int-1
s2-uat-patm-vip,10.130.45.33,8031,wdc-uat-int-1
s2-uat-sca-vip,10.130.44.185,8171,wdc-uat-int-1
s2-uat-support-8051-vip,10.130.44.252,8051,wdc-uat-int-1
s2-uat-support-vip,10.130.44.252,80,wdc-uat-int-1
s2-uat-tcs1-vip.vmware.com,10.130.45.10,8111,wdc-uat-int-1
s2-uat-tcs2-vip.vmware.com,10.130.45.11,8211,wdc-uat-int-1
s2-uat-tcs3-vip.vmware.com,10.130.45.12,8311,wdc-uat-int-1
s2-uat-tcs4-vip.vmware.com,10.130.45.13,8411,wdc-uat-int-1
s2-uat-tcs5-vip.vmware.com,10.130.45.14,8511,wdc-uat-int-1
s2-uat-tcs6-vip.vmware.com,10.130.45.15,8611,wdc-uat-int-1
s2-uat-tcs7-vip.vmware.com,10.130.45.16,8711,wdc-uat-int-1
s2-uat-tcs8-vip.vmware.com,10.130.45.17,8811,wdc-uat-int-1
s2-uat-util-8011-vip,10.130.44.251,8011,wdc-uat-int-1
s2-uat-util-vip,10.130.44.251,80,wdc-uat-int-1
s2-uat-vmwsvc-vip,10.130.44.184,8181,wdc-uat-int-1
s2-uat-wcm-vip.vmware.com,10.130.44.239,8251,wdc-uat-int-1
s2-uat-websvc1-vip.vmware.com,10.130.45.18,8181,wdc-uat-int-1
s2-uat-websvc2-vip.vmware.com,10.130.45.19,8281,wdc-uat-int-1
s2-uat-websvc3-vip.vmware.com,10.130.45.40,8381,wdc-uat-int-1
sfdc-uat-apache-7777-vip,10.130.65.16,7777,wdc-uat-int-1
sfdc-uat-apache-http-vip,10.130.65.16,80,wdc-uat-int-1
sfdc-uat-apache-ssl-vip,10.130.65.16,443,wdc-uat-int-1
uatidm-vip,10.130.44.144,7780,wdc-uat-int-1
uatosb-vip,10.130.44.229,8011,wdc-uat-int-1
uatosb-vip-2,10.130.44.229,7777,wdc-uat-int-1
uatsoa-vip,10.130.44.141,7777,wdc-uat-int-1
uatsoax-vip.vmware.com,10.130.44.254,7777,wdc-uat-int-1
ucmuat-vip,10.130.44.153,7780,wdc-uat-int-1
ucmuattril-vip,10.130.44.157,8888,wdc-uat-int-1
wlp-gai-betan-vip,10.130.40.79,7003,wdc-uat-int-1
wlp-qai-licn-vip,10.130.40.80,7007,wdc-uat-int-1
wlp-qai-patm-vip,10.130.40.83,7005,wdc-uat-int-1
wlp-qai-s3p3-vip,10.130.40.81,7005,wdc-uat-int-1
wlp-qai-utiln-vip,10.130.40.82,7003,wdc-uat-int-1
wlp-uat-betan-vip,10.130.44.79,7003,wdc-uat-int-1
wlp-uat-licn-vip,10.130.44.80,7007,wdc-uat-int-1
wlp-uat-offpm-vip,10.130.44.84,7009,wdc-uat-int-1
wlp-uat-patm-vip,10.130.44.83,7005,wdc-uat-int-1
wlp-uat-s3p3-vip,10.130.44.81,7005,wdc-uat-int-1
wlp-uat-utiln-vip,10.130.44.82,7003,wdc-uat-int-1
wls-qai-acct-vip,10.130.40.69,7031,wdc-uat-int-1
wls-qai-beta-vip,10.130.40.70,7025,wdc-uat-int-1
wls-qai-dload-vip,10.130.40.71,7013,wdc-uat-int-1
wls-qai-eval-vip,10.130.40.72,7027,wdc-uat-int-1
wls-qai-flex-vip,10.130.40.74,7011,wdc-uat-int-1
wls-qai-isv-vip,10.130.40.73,7017,wdc-uat-int-1
wls-qai-oem-vip,10.130.40.75,7015,wdc-uat-int-1
wls-qai-supt-vip,10.130.40.76,7019,wdc-uat-int-1
wls-qai-upgr-vip,10.130.40.77,7035,wdc-uat-int-1
wls-qai-util-vip,10.130.40.78,7033,wdc-uat-int-1
wls-qai-vpp-vip,10.130.40.28,7037,wdc-uat-int-1
wls-uat-acct-vip,10.130.44.69,7031,wdc-uat-int-1
wls-uat-beta-vip,10.130.44.70,7025,wdc-uat-int-1
wls-uat-dload-vip,10.130.44.71,8131,wdc-uat-int-1
wls-uat-eval-vip,10.130.44.72,8151,wdc-uat-int-1
wls-uat-flex-vip,10.130.44.74,7011,wdc-uat-int-1
wls-uat-oem-vip,10.130.44.75,7015,wdc-uat-int-1
wls-uat-supt-vip,10.130.44.76,7019,wdc-uat-int-1
wls-uat-upgr-vip,10.130.44.77,7035,wdc-uat-int-1
wls-uat-util-vip,10.130.44.78,7033,wdc-uat-int-1
wls-uat-vpp-vip,10.130.44.26,7037,wdc-uat-int-1
wls-ut-isv-vip,10.130.44.73,7017,wdc-uat-int-1
wwwapps-qai-web-vip-1-i,10.130.40.130,80,wdc-uat-int-1
wwwapps-uat-web-vip-i,10.130.44.245,80,wdc-uat-int-1
s2-uat-lr2-vip.vmware.com,10.130.45.36,8011,wdc-uat-int-1
lrp-uat-vip.vmware.com,10.130.45.47,80,wdc-uat-int-1
visl-uat-ml-vip,10.130.45.125,8001,wdc-uat-int-1
visl-uat-pl-vip,10.130.45.124,8001,wdc-uat-int-1
s2-uat-ebssso-ag-vip,10.130.45.57,80,wdc-uat-int-1
uat-ebssso,10.130.45.56,443,wdc-uat-int-1
s2-uat-ebssso-vip,10.130.45.58,443,wdc-uat-int-1
qai-ebssso.vmware.com,10.130.41.34,443,wdc-uat-int-1
s2-qai-ebssso-vip,10.130.41.36,443,wdc-uat-int-1
cbr-uat-solr-vip,10.130.45.83,80,wdc-uat-int-1
s2-uat-websvc4-vip,10.130.45.90,8481,wdc-uat-int-1
s2-uat-websvc4-vip-443,10.130.45.90,443,wdc-uat-int-1
uat-sup-ebssso,10.130.45.97,443,wdc-uat-int-1
s2-uat-sup-ebssso-vip,10.130.45.99,443,wdc-uat-int-1
s2-qai-websvc4-vip,10.130.40.23,8481,wdc-uat-int-1
s2-qai-websvc4-vip-443,10.130.40.23,443,wdc-uat-int-1
websearch-qai-vip.vmware.com,10.130.41.12,8080,wdc-uat-int-1
uat-hris-ebssso-vip,10.130.45.100,443,wdc-uat-int-1
s2-uat-hris-ebssso-vip,10.130.45.102,443,wdc-uat-int-1
s2-uat-hris-ebssso-ag-vip,10.130.45.101,80,wdc-uat-int-1
websearch-uat-vip.vmware.com,10.130.44.29,8080,wdc-uat-int-1
cbr-qa-rmq-vip,10.130.41.17,15672,wdc-uat-int-1
cbr-qa-rmq-vip-5670,10.130.41.17,5670,wdc-uat-int-1
cbr-qa-rmq-vip-5672,10.130.41.17,5672,wdc-uat-int-1
qaiosb-8012-vip,10.130.40.222,8012,wdc-uat-int-1
uat-idp-vip.vmware.com_SSL,10.130.45.105,8443,wdc-uat-int-1
s2-uat-websvc5-vip.vmware.com,10.130.45.126,8581,wdc-uat-int-1
cbr-qai-solr-vip,10.130.41.24,80,wdc-uat-int-1
qai-idp-vip.vmware.com_SSL,10.130.40.26,8443,wdc-uat-int-1
s2-uat-lr5-vip.vmware.com,10.130.45.106,8011,wdc-uat-int-1
s2-uat-lr4-vip.vmware.com,10.130.45.107,8001,wdc-uat-int-1
uatosb-vip-8012,10.130.44.229,8012,wdc-uat-int-1
qai-oid-vip,10.130.41.25,389,wdc-uat-int-1
uat-oid-vip,10.130.44.104,389,wdc-uat-int-1
communities-uat-vip-ssl,10.130.45.137,443,wdc-uat-int-1
esg-qa-int-vip.vmware.com,10.130.41.18,8443,wdc-uat-int-1
esg-qa-int-vip-443,10.130.41.18,443,wdc-uat-int-1
cat-qai-mln-vip-new.vmware.com,10.130.40.188,8080,wdc-uat-int-1
cat-qai-mlne-vip-new.vmware.com,10.130.40.189,8080,wdc-uat-int-1
iweb-uat-vip.vmware.com,10.130.45.113,80,wdc-uat-int-1
esg-qa-int-vip-80,10.130.41.18,80,wdc-uat-int-1
pdh-sup-vip-ssl,10.130.40.218,443,wdc-uat-int-1
pdh-sup-vip,10.130.40.218,80,wdc-uat-int-1
iweb-dev-vip.vmware.com,10.130.40.91,80,wdc-uat-int-1
