name,lb_method,name,f5cluster_name
communities-demo-pool,ROUND,ROBIN,communities-demo-vip-1,wdc-uat-dmz-1
communities-uat-pool,ROUND,ROBIN,communities-uat-vip,wdc-uat-dmz-1
ec-mol-dev-pool,ROUND,ROBIN,ec-mol-dev-ssl-vip,wdc-uat-dmz-1
myln-ci-pool,ROUND,ROBIN,mycln-ci-vip-1,wdc-uat-dmz-1
myln-ci-pool,ROUND,ROBIN,myln-ci-ssl-vip-1,wdc-uat-dmz-1
osb-wdc-pool,ROUND,ROBIN,osb-wdc-ssl-vip,wdc-uat-dmz-1
sfdc-qai-apache-pool,ROUND,ROBIN,sfdc-qai-apache-http-vip,wdc-uat-dmz-1
sfdc-qai-apache-pool,ROUND,ROBIN,sfdc-qai-apache-ssl-vip,wdc-uat-dmz-1
sfdc-uat-apache-pool,ROUND,ROBIN,sfdc-uat-apache-http-vip,wdc-uat-dmz-1
sfdc-uat-apache-pool,ROUND,ROBIN,sfdc-uat-apache-ssl-vip,wdc-uat-dmz-1
sfdc-uat-apache-pool,ROUND,ROBIN,sfdc-uat-apache-vip,wdc-uat-dmz-1
supplier-qai-pool,ROUND,ROBIN,supplier-qai-pool,wdc-uat-dmz-1
supplier-uat-pool,ROUND,ROBIN,supplier-uat-vip,wdc-uat-dmz-1
vmworld-qai-pool,ROUND,ROBIN,vmworld-qai-vip-1,wdc-uat-dmz-1
vmworld-uat-pool-2,PREDICTIVE,MEMBER,vmworld-uat-ssl-vip-2,wdc-uat-dmz-1
vmworld-uat-pool,ROUND,ROBIN,vmworld-uat-vip-1,wdc-uat-dmz-1
vmworld-uat-pool-2,PREDICTIVE,MEMBER,vmworld-uat-vip-2,wdc-uat-dmz-1
web-qai-pool,ROUND,ROBIN,web-qai-int-ssl-vip,wdc-uat-dmz-1
web-qai-pool,ROUND,ROBIN,web-qai-int-vip,wdc-uat-dmz-1
web-qai-ext-pool,ROUND,ROBIN,web-qai-ssl-vip,wdc-uat-dmz-1
web-qai-ext-pool,ROUND,ROBIN,web-qai-vip,wdc-uat-dmz-1
www-uat-pool,ROUND,ROBIN,web-uat-ssl-vip,wdc-uat-dmz-1
www-uat-pool,ROUND,ROBIN,web-uat-vip,wdc-uat-dmz-1
wwwa-qai-pool,LEAST,CONNECTION_MEMBER,wwwa-qai-vip,wdc-uat-dmz-1
wwwa-uat-pool,LEAST,CONNECTION_MEMBER,wwwa-uat-vip,wdc-uat-dmz-1
wwwapps-qai-pool,ROUND,ROBIN,wwwapps-qai-web-vip-1,wdc-uat-dmz-1
wwwapps-uat-web-pool,ROUND,ROBIN,wwwapps-uat-web-vip,wdc-uat-dmz-1
web-qai-pool,ROUND,ROBIN,web-qai-ssl-vip,wdc-uat-dmz-1
visl-dev-proxy-pool,ROUND,ROBIN,visl-dev-proxy-vip-ssl,wdc-uat-dmz-1
sfdc-apache-wdc-http,ROUND,ROBIN,sfdc-apache-wdc-vip,wdc-uat-dmz-1
horizonbeta-dmz-pool,ROUND,ROBIN,horizonbeta-ext.vmware.com,wdc-uat-dmz-1
horizonbeta-dmz-pool,ROUND,ROBIN,horizonbeta-int.vmware.com,wdc-uat-dmz-1
horizondevproxy-dmz-pool,ROUND,ROBIN,horizondevproxy.vmware.com,wdc-uat-dmz-1
horizondev-dmz-pool,ROUND,ROBIN,horizondev-int.vmware.com,wdc-uat-dmz-1
horizondev-dmz-pool,ROUND,ROBIN,horizondev-ext.vmware.com,wdc-uat-dmz-1
www-uat-pool,ROUND,ROBIN,internal-uat-vip-ssl,wdc-uat-dmz-1
communities-uat-pool,ROUND,ROBIN,communities-uat-ssl,wdc-uat-dmz-1
esg-wdc-ext-pool,ROUND,ROBIN,esg-wdc-ext-vip.vmware.com,wdc-uat-dmz-1
esg-wdc-ext-pool-443,ROUND,ROBIN,esg-wdc-ext-vip.vmware.com-443,wdc-uat-dmz-1
esg-wdc-ext-new-pool-443,ROUND,ROBIN,esg-wdc-ext-vip.vmware.com-443,wdc-uat-dmz-1
osb-wdc-pool,ROUND,ROBIN,osb-wdc-ssl-vip_dummy,wdc-uat-dmz-1
osb-wdc-pool-ssl,ROUND,ROBIN,osb-wdc-ssl-vip,wdc-uat-dmz-1
devapim-pool-8444,ROUND,ROBIN,devapim-vip-8444,wdc-uat-dmz-1
devapim-pool-8445,ROUND,ROBIN,devapim-vip-8445,wdc-uat-dmz-1
testapim-pool-8444,ROUND,ROBIN,testapim-8444,wdc-uat-dmz-1
testapim-pool-8445,ROUND,ROBIN,testapim-8445,wdc-uat-dmz-1
esg-test-ext-pool-443,ROUND,ROBIN,esg-test-ext-vip-443,wdc-uat-dmz-1
esg-test-ext-pool-8443,ROUND,ROBIN,esg-test-ext-pool-8443,wdc-uat-dmz-1
uatapim-vip-8444-pool,ROUND,ROBIN,uatapim-vip-8444,wdc-uat-dmz-1
uatapim-pool-8445,ROUND,ROBIN,uatapim-8445,wdc-uat-dmz-1
esg-wdc-ext-new-pool-443,ROUND,ROBIN,esg-wdc-ext-vip.vmware.com-80,wdc-uat-dmz-1
esg-uat-ext-vip-pool-443,ROUND,ROBIN,esg-uat-ext-vip,wdc-uat-dmz-1
esg-uat-ext-pool,ROUND,ROBIN,esg-uat-ext,wdc-uat-dmz-1
esg-uat-ext-pool,ROUND,ROBIN,esg-uat-ext-vip-8443,wdc-uat-dmz-1
esg-test-ext-pool-9090,ROUND,ROBIN,esg-test-ext-vip-9443,wdc-uat-dmz-1
esg-wdc-ext-pool-9443,ROUND,ROBIN,esg-wdc-ext-vip.vmware.com-9443,wdc-uat-dmz-1
esg-test-ext-pool-9443,ROUND,ROBIN,esg-test-ext-vip-9443,wdc-uat-dmz-1
esg-uat-ext-pool-9443,ROUND,ROBIN,esg-uat-ext-vip-9443,wdc-uat-dmz-1
visl-dev-proxy-pool,ROUND,ROBIN,visl-dev-proxy-vip-http,wdc-uat-dmz-1
lrp-uat-pool,ROUND,ROBIN,lrp-uat-vip.vmware.com_SSL,wdc-uat-int-1
cat-uat-mln-pool-new,ROUND,ROBIN,cat-uat-mln-vip-new.vmware.com,wdc-uat-int-1
cat-uat-mlne-pool-new,ROUND,ROBIN,cat-uat-mlne-vip-new.vmware.com,wdc-uat-int-1
communities-qai-pool,ROUND,ROBIN,communities-qai-vip,wdc-uat-int-1
communities-uat-pool,ROUND,ROBIN,communities-uat-vip,wdc-uat-int-1
dr-qaiwebsvc-pool,ROUND,ROBIN,dr-qaiwsvc2-viip,wdc-uat-int-1
dr-uatwebsvc-pool,ROUND,ROBIN,dr-uatwebsvc-vip,wdc-uat-int-1
flexqaiwebsvc-pool,ROUND,ROBIN,flexqaiwebsvc-vip,wdc-uat-int-1
flexuatwebsvc-vip,ROUND,ROBIN,flexuatwebsvc-vip,wdc-uat-int-1
lrp-qai-pool,ROUND,ROBIN,lrp-qai-vip.vmware.com,wdc-uat-int-1
lrp-qai-pool,ROUND,ROBIN,lrp-qai-vip.vmware.com_SSL,wdc-uat-int-1
ora-qai-fmidm-6501-ovd-pool,ROUND,ROBIN,ora-qai-fmidm-389-ovd-vip,wdc-uat-int-1
ora-qai-fmidm-7501-ovd-pool,ROUND,ROBIN,ora-qai-fmidm-636-ovd-vip,wdc-uat-int-1
ora-uat-fmidm-ovd-6501-pool,ROUND,ROBIN,ora-uat-fmidm-ovd-389-vip,wdc-uat-int-1
ora-uat-fmidm-ovd-7501-pool,ROUND,ROBIN,ora-uat-fmidm-ovd-636-vip,wdc-uat-int-1
oracleapps-poc-pool,ROUND,ROBIN,oracleapps-poc-vip,wdc-uat-int-1
oracleapps-qai-pool,ROUND,ROBIN,oracleapps-qai-vip,wdc-uat-int-1
oracleapps-uat-pool,ROUND,ROBIN,oracleapps-uat-vip,wdc-uat-int-1
oracledisco-qai-pool,ROUND,ROBIN,oracledisco-qai-vip,wdc-uat-int-1
oracledisco-uat-pool,ROUND,ROBIN,oracledisco-uat-vip,wdc-uat-int-1
pchmgmt-qai-web-pool,ROUND,ROBIN,pchmgmt-qai-web-vip,wdc-uat-int-1
portal-uat-webgate-pool,LEAST,CONNECTION_MEMBER,porta-uat-webgate-vip,wdc-uat-int-1
portal-qai-webgate-pool,LEAST,CONNECTION_MEMBER,portal-qai-webgate-vip,wdc-uat-int-1
portal-uat-sca-pool,ROUND,ROBIN,portal-uat-sca-vip,wdc-uat-int-1
qaiidm,ROUND,ROBIN,qaiidm-vip,wdc-uat-int-1
qaiosb-8011-pool,ROUND,ROBIN,qaiosb-8011-vip,wdc-uat-int-1
qaiosb-pool,ROUND,ROBIN,qaiosb-vip,wdc-uat-int-1
qaisoa-pool,ROUND,ROBIN,qaisoa-vip,wdc-uat-int-1
qaisoax-pool,ROUND,ROBIN,qaisoax-vip.vmware.com,wdc-uat-int-1
s2-qai-accessws-pool,ROUND,ROBIN,s2-qai-accessws-vip,wdc-uat-int-1
s2-qai-admn-pool,ROUND,ROBIN,s2-qai-admn-vip,wdc-uat-int-1
s2-qai-admn2-pool,ROUND,ROBIN,s2-qai-admn2-vip.vmware.com,wdc-uat-int-1
s2-qai-betanext-pool,ROUND,ROBIN,s2-qai-betanext-vip,wdc-uat-int-1
s2-qai-dload-pool,ROUND,ROBIN,s2-qai-dload-vip,wdc-uat-int-1
s2-qai-eval-pool,ROUND,ROBIN,s2-qai-eval-vip,wdc-uat-int-1
s2-qai-isv-pool,ROUND,ROBIN,s2-qai-isv-vip,wdc-uat-int-1
s2-qai-licnmgmt-pool,ROUND,ROBIN,s2-qai-licnmgmt-vip,wdc-uat-int-1
s2-qai-lr1-pool,ROUND,ROBIN,s2-qai-lr1-vip,wdc-uat-int-1
s2-qai-lr2-pool,ROUND,ROBIN,s2-qai-lr2-vip,wdc-uat-int-1
s2-qai-lr3-pool,ROUND,ROBIN,s2-qai-lr3-vip,wdc-uat-int-1
s2-qai-sca-pool,ROUND,ROBIN,s2-qai-sca-vip,wdc-uat-int-1
s2-qai-support-pool,ROUND,ROBIN,s2-qai-support-vip,wdc-uat-int-1
s2-qai-tcs1-pool,ROUND,ROBIN,s2-qai-tcs1-vip,wdc-uat-int-1
s2-qai-tcs2-pool,ROUND,ROBIN,s2-qai-tcs2-vip.vmware.com,wdc-uat-int-1
s2-qai-tcs3-pool,ROUND,ROBIN,s2-qai-tcs3-vip.vmware.com,wdc-uat-int-1
s2-qai-tcs4-pool,ROUND,ROBIN,s2-qai-tcs4-vip.vmware.com,wdc-uat-int-1
s2-qai-tcs5-pool,ROUND,ROBIN,s2-qai-tcs5-vip,wdc-uat-int-1
s2-qai-tcs6-pool,ROUND,ROBIN,s2-qai-tcs6-vip.vmware.com,wdc-uat-int-1
s2-qai-tcs7-pool,ROUND,ROBIN,s2-qai-tcs7-vip.vmware.com,wdc-uat-int-1
s2-qai-tcs8-pool,ROUND,ROBIN,s2-qai-tcs8-vip.vmware.com,wdc-uat-int-1
s2-qai-util-pool,ROUND,ROBIN,s2-qai-util-vip,wdc-uat-int-1
s2-gai-vmwsvc-pool,ROUND,ROBIN,s2-qai-vmwsvc-vip,wdc-uat-int-1
s2-qai-vpp-pool,ROUND,ROBIN,s2-qai-vpp-vip,wdc-uat-int-1
s2-qai-wcm-pool,ROUND,ROBIN,s2-qai-wcm-vip,wdc-uat-int-1
s2-qai-websvc1-pool,ROUND,ROBIN,s2-qai-websvc1-vip.vmware.com,wdc-uat-int-1
s2-qai-websvc2-pool,ROUND,ROBIN,s2-qai-websvc2-vip.vmware.com,wdc-uat-int-1
s2-qai-websvc3-pool,ROUND,ROBIN,s2-qai-websvc3-vip.vmware.com,wdc-uat-int-1
s2-uat-accessws-pool,ROUND,ROBIN,s2-uat-accessws-vip.vmware.com,wdc-uat-int-1
s2-uat-admn-pool,ROUND,ROBIN,s2-uat-admn-8001-vip,wdc-uat-int-1
s2-uat-portal-8001-pool,ROUND,ROBIN,s2-uat-admn-vip,wdc-uat-int-1
s2-uat-admn2-pool,ROUND,ROBIN,s2-uat-admn2-vip.vmware.com,wdc-uat-int-1
s2-uat-dload-pool,ROUND,ROBIN,s2-uat-dload-vip,wdc-uat-int-1
s2-uat-eval-pool,ROUND,ROBIN,s2-uat-eval-vip,wdc-uat-int-1
s2-uat-lr1-pool,ROUND,ROBIN,s2-uat-lr1-vip.vmware.com,wdc-uat-int-1
s2-uat-lr3-pool,ROUND,ROBIN,s2-uat-lr3-vip.vmware.com,wdc-uat-int-1
s2-uat-offpm-,ROUND,ROBIN,s2-uat-offpm-vip,wdc-uat-int-1
s2-uat-onlinepm-pool,ROUND,ROBIN,s2-uat-onlinepm-vip.vmware.com,wdc-uat-int-1
s2-uat-patm-pool,ROUND,ROBIN,s2-uat-patm-vip,wdc-uat-int-1
s2-uat-sca-pool,ROUND,ROBIN,s2-uat-sca-vip,wdc-uat-int-1
s2-uat-support-pool,ROUND,ROBIN,s2-uat-support-8051-vip,wdc-uat-int-1
s2-uat-portal-8051-pool,ROUND,ROBIN,s2-uat-support-vip,wdc-uat-int-1
s2-uat-tcs1-pool,ROUND,ROBIN,s2-uat-tcs1-vip.vmware.com,wdc-uat-int-1
s2-uat-tcs2-pool,ROUND,ROBIN,s2-uat-tcs2-vip.vmware.com,wdc-uat-int-1
s2-uat-tcs3-pool,ROUND,ROBIN,s2-uat-tcs3-vip.vmware.com,wdc-uat-int-1
s2-uat-tcs4-pool,ROUND,ROBIN,s2-uat-tcs4-vip.vmware.com,wdc-uat-int-1
s2-uat-tcs5-pool,ROUND,ROBIN,s2-uat-tcs5-vip.vmware.com,wdc-uat-int-1
s2-uat-tcs6-pool,ROUND,ROBIN,s2-uat-tcs6-vip.vmware.com,wdc-uat-int-1
s2-uat-tcs7-pool,ROUND,ROBIN,s2-uat-tcs7-vip.vmware.com,wdc-uat-int-1
s2-uat-tcs8-pool,ROUND,ROBIN,s2-uat-tcs8-vip.vmware.com,wdc-uat-int-1
s2-uat-util-pool,ROUND,ROBIN,s2-uat-util-8011-vip,wdc-uat-int-1
s2-uat-portal-8011-pool,ROUND,ROBIN,s2-uat-util-vip,wdc-uat-int-1
s2-uat-vmwsvc-pool,ROUND,ROBIN,s2-uat-vmwsvc-vip,wdc-uat-int-1
s2-uat-wcm-pool,ROUND,ROBIN,s2-uat-wcm-vip.vmware.com,wdc-uat-int-1
s2-uat-websvc1-pool,ROUND,ROBIN,s2-uat-websvc1-vip.vmware.com,wdc-uat-int-1
s2-uat-websvc2-pool,ROUND,ROBIN,s2-uat-websvc2-vip.vmware.com,wdc-uat-int-1
s2-uat-websvc3-pool,ROUND,ROBIN,s2-uat-websvc3-vip.vmware.com,wdc-uat-int-1
sfdc-uat-apache-pool,ROUND,ROBIN,sfdc-uat-apache-7777-vip,wdc-uat-int-1
sfdc-uat-apache-pool,ROUND,ROBIN,sfdc-uat-apache-http-vip,wdc-uat-int-1
sfdc-uat-apache-pool,ROUND,ROBIN,sfdc-uat-apache-ssl-vip,wdc-uat-int-1
uatidm-pool,ROUND,ROBIN,uatidm-vip,wdc-uat-int-1
uatosb-pool,ROUND,ROBIN,uatosb-vip,wdc-uat-int-1
uatosb-pool2,ROUND,ROBIN,uatosb-vip-2,wdc-uat-int-1
uatsoa-pool,ROUND,ROBIN,uatsoa-vip,wdc-uat-int-1
uatsoax-pool,ROUND,ROBIN,uatsoax-vip.vmware.com,wdc-uat-int-1
ucmuat-pool,ROUND,ROBIN,ucmuat-vip,wdc-uat-int-1
ucmuattril-pool,ROUND,ROBIN,ucmuattril-vip,wdc-uat-int-1
wlp-qai-betan-pool,LEAST,CONNECTION_MEMBER,wlp-gai-betan-vip,wdc-uat-int-1
wlp-qai-licn-pool,LEAST,CONNECTION_MEMBER,wlp-qai-licn-vip,wdc-uat-int-1
wlp-qai-patm-pool,ROUND,ROBIN,wlp-qai-patm-vip,wdc-uat-int-1
wlp-qai-s3p3-pool,LEAST,CONNECTION_MEMBER,wlp-qai-s3p3-vip,wdc-uat-int-1
wlp-qai-utiln-pool,LEAST,CONNECTION_MEMBER,wlp-qai-utiln-vip,wdc-uat-int-1
wlp-uat-betan-pool,LEAST,CONNECTION_MEMBER,wlp-uat-betan-vip,wdc-uat-int-1
wlp-uat-licn-pool,LEAST,CONNECTION_MEMBER,wlp-uat-licn-vip,wdc-uat-int-1
wlp-uat-offpm-pool,ROUND,ROBIN,wlp-uat-offpm-vip,wdc-uat-int-1
wlp-uat-patm--pool,ROUND,ROBIN,wlp-uat-patm-vip,wdc-uat-int-1
wlp-uat-s3p3-pool,LEAST,CONNECTION_MEMBER,wlp-uat-s3p3-vip,wdc-uat-int-1
wlp-uat-utiln-pool,LEAST,CONNECTION_MEMBER,wlp-uat-utiln-vip,wdc-uat-int-1
wls-qai-acct-pool,ROUND,ROBIN,wls-qai-acct-vip,wdc-uat-int-1
wls-qai-beta-pool,ROUND,ROBIN,wls-qai-beta-vip,wdc-uat-int-1
wls-qai-dload-pool,ROUND,ROBIN,wls-qai-dload-vip,wdc-uat-int-1
wls-qai-eval-pool,ROUND,ROBIN,wls-qai-eval-vip,wdc-uat-int-1
wls-qai-flex-pool,ROUND,ROBIN,wls-qai-flex-vip,wdc-uat-int-1
wls-qai-isv-pool,ROUND,ROBIN,wls-qai-isv-vip,wdc-uat-int-1
wls-qai-oem-pool,LEAST,CONNECTION_MEMBER,wls-qai-oem-vip,wdc-uat-int-1
wls-qai-supt-pool,LEAST,CONNECTION_MEMBER,wls-qai-supt-vip,wdc-uat-int-1
wls-qai-upgr-pool,ROUND,ROBIN,wls-qai-upgr-vip,wdc-uat-int-1
wls-qai-util-pool,ROUND,ROBIN,wls-qai-util-vip,wdc-uat-int-1
wls-qai-vpp-pool,ROUND,ROBIN,wls-qai-vpp-vip,wdc-uat-int-1
wls-uat-acct-pool,ROUND,ROBIN,wls-uat-acct-vip,wdc-uat-int-1
wls-uat-beta-pool,ROUND,ROBIN,wls-uat-beta-vip,wdc-uat-int-1
wls-uat-dload-8131-pool,ROUND,ROBIN,wls-uat-dload-vip,wdc-uat-int-1
wls-uat-eval-8151-pool,ROUND,ROBIN,wls-uat-eval-vip,wdc-uat-int-1
wls-uat-flex-pool,ROUND,ROBIN,wls-uat-flex-vip,wdc-uat-int-1
wls-uat-oem-pool,LEAST,CONNECTION_MEMBER,wls-uat-oem-vip,wdc-uat-int-1
wls-uat-supt-pool,ROUND,ROBIN,wls-uat-supt-vip,wdc-uat-int-1
wls-uat-upgr-poll,ROUND,ROBIN,wls-uat-upgr-vip,wdc-uat-int-1
wls-uat-util-pool,ROUND,ROBIN,wls-uat-util-vip,wdc-uat-int-1
wls-uat-vpp-pool,ROUND,ROBIN,wls-uat-vpp-vip,wdc-uat-int-1
wls-uat-isv-pool,ROUND,ROBIN,wls-ut-isv-vip,wdc-uat-int-1
wwwapps-qai-web-pool-i,ROUND,ROBIN,wwwapps-qai-web-vip-1-i,wdc-uat-int-1
wwwapps-uat-web-pool-i,ROUND,ROBIN,wwwapps-uat-web-vip-i,wdc-uat-int-1
s2-uat-lr2-pool,ROUND,ROBIN,s2-uat-lr2-vip.vmware.com,wdc-uat-int-1
lrp-uat-pool,ROUND,ROBIN,lrp-uat-vip.vmware.com,wdc-uat-int-1
visl-uat-ml-pool,ROUND,ROBIN,visl-uat-ml-vip,wdc-uat-int-1
visl-uat-pl-pool,ROUND,ROBIN,visl-uat-pl-vip,wdc-uat-int-1
s2-uat-ebssso-ag-pool,ROUND,ROBIN,s2-uat-ebssso-ag-vip,wdc-uat-int-1
uat-ebssso-pool,ROUND,ROBIN,uat-ebssso,wdc-uat-int-1
s2-uat-ebssso-vip,ROUND,ROBIN,s2-uat-ebssso-vip,wdc-uat-int-1
qai-ebssso,ROUND,ROBIN,qai-ebssso.vmware.com,wdc-uat-int-1
s2-qai-ebssso-pool,ROUND,ROBIN,s2-qai-ebssso-vip,wdc-uat-int-1
cbr-uat-solr-pool,ROUND,ROBIN,cbr-uat-solr-vip,wdc-uat-int-1
s2-uat-websvc4-pool,ROUND,ROBIN,s2-uat-websvc4-vip,wdc-uat-int-1
s2-uat-websvc4-pool,ROUND,ROBIN,s2-uat-websvc4-vip-443,wdc-uat-int-1
uat-sup-ebssso-pool,ROUND,ROBIN,uat-sup-ebssso,wdc-uat-int-1
s2-uat-sup-ebssso-vip,ROUND,ROBIN,s2-uat-sup-ebssso-vip,wdc-uat-int-1
s2-qai-websvc4-pool,ROUND,ROBIN,s2-qai-websvc4-vip,wdc-uat-int-1
s2-qai-websvc4-pool,ROUND,ROBIN,s2-qai-websvc4-vip-443,wdc-uat-int-1
websearch-qai-pool,ROUND,ROBIN,websearch-qai-vip.vmware.com,wdc-uat-int-1
uat-ebssso-pool,ROUND,ROBIN,uat-hris-ebssso-vip,wdc-uat-int-1
s2-uat-hris-ebssso-pool,ROUND,ROBIN,s2-uat-hris-ebssso-vip,wdc-uat-int-1
s2-uat-hris-ebssso-ag-pool,ROUND,ROBIN,s2-uat-hris-ebssso-ag-vip,wdc-uat-int-1
uat-hris-ebssso-pool,ROUND,ROBIN,uat-hris-ebssso-vip,wdc-uat-int-1
websearch-uat-pool,ROUND,ROBIN,websearch-uat-vip.vmware.com,wdc-uat-int-1
cbr-qa-rmq-pool,ROUND,ROBIN,cbr-qa-rmq-vip,wdc-uat-int-1
cbr-qa-rmq-pool-5672,ROUND,ROBIN,cbr-qa-rmq-vip-5670,wdc-uat-int-1
cbr-qa-rmq-pool-5672,ROUND,ROBIN,cbr-qa-rmq-vip-5672,wdc-uat-int-1
qaiosb-8012-pool,ROUND,ROBIN,qaiosb-8012-vip,wdc-uat-int-1
uat-idp-pool,ROUND,ROBIN,uat-idp-vip.vmware.com_SSL,wdc-uat-int-1
s2-uat-websvc5-pool,ROUND,ROBIN,s2-uat-websvc5-vip.vmware.com,wdc-uat-int-1
cbr-qai-solr-pool,ROUND,ROBIN,cbr-qai-solr-vip,wdc-uat-int-1
qai-idp-pool,ROUND,ROBIN,qai-idp-vip.vmware.com_SSL,wdc-uat-int-1
s2-uat-lr5-pool,ROUND,ROBIN,s2-uat-lr5-vip.vmware.com,wdc-uat-int-1
s2-uat-lr4-pool,ROUND,ROBIN,s2-uat-lr4-vip.vmware.com,wdc-uat-int-1
uatosb-pool-8012,ROUND,ROBIN,uatosb-vip-8012,wdc-uat-int-1
qai-oid-pool,ROUND,ROBIN,qai-oid-vip,wdc-uat-int-1
uat-oid-pool,ROUND,ROBIN,uat-oid-vip,wdc-uat-int-1
communities-uat-pool,ROUND,ROBIN,communities-uat-vip-ssl,wdc-uat-int-1
esg-qa-int-pool,ROUND,ROBIN,esg-qa-int-vip.vmware.com,wdc-uat-int-1
esg-qa-int-pool-443,ROUND,ROBIN,esg-qa-int-vip-443,wdc-uat-int-1
cat-qai-mln-pool-new,ROUND,ROBIN,cat-qai-mln-vip-new.vmware.com,wdc-uat-int-1
cat-qai-mlne-pool-new,ROUND,ROBIN,cat-qai-mlne-vip-new.vmware.com,wdc-uat-int-1
iweb-uat-pool,ROUND,ROBIN,iweb-uat-vip.vmware.com,wdc-uat-int-1
esg-qa-int-pool-80-testing,ROUND,ROBIN,esg-qa-int-vip-80,wdc-uat-int-1
pdh-sup-pool,ROUND,ROBIN,pdh-sup-vip-ssl,wdc-uat-int-1
pdh-sup-pool,ROUND,ROBIN,pdh-sup-vip,wdc-uat-int-1
iweb-dev-pool,ROUND,ROBIN,iweb-dev-vip.vmware.com,wdc-uat-int-1
iweb-dev-pool,ROUND,ROBIN,iweb-dev-vip-ssl.vmware.com,wdc-uat-int-1
uatsoa-m-vip-pool,ROUND,ROBIN,uat-soa-7777,wdc-uat-int-1
uatsoa-admin-vip-pool,ROUND,ROBIN,uat-soa-7001,wdc-uat-int-1
s2-test4-lr2-pool,ROUND,ROBIN,s2-test4-lr2-vip,wdc-dev-test-int-1
s2-test4-tcs2-pool,ROUND,ROBIN,s2-test4-tcs2-vip.vmware.com,wdc-dev-test-int-1
s2-test4-tcs7-pool,ROUND,ROBIN,s2-test4-tcs7-vip.vmware.com,wdc-dev-test-int-1
test4soa-pool,ROUND,ROBIN,test4soa-vip,wdc-dev-test-int-1
test4osb-pool,ROUND,ROBIN,test4osb-vip,wdc-dev-test-int-1
s2-test4-wsvcs2-pool,ROUND,ROBIN,s2-test4-websvc2-vip.vmware.com,wdc-dev-test-int-1
ora-test4-ebs-app-pool,ROUND,ROBIN,oracleapps-test4-vip,wdc-dev-test-int-1
oracledisco-poc1-pool,ROUND,ROBIN,oracledisco-poc1-vip,wdc-dev-test-int-1
test4idm-ovd-pool,ROUND,ROBIN,test4idm-ovd-vip,wdc-dev-test-int-1
s2-test4-tcs1-pool,ROUND,ROBIN,s2-test4-tcs1-vip.vmware.com,wdc-dev-test-int-1
comm-lt-pool,LEAST,CONNECTION_MEMBER,comm-lt-vip,wdc-dev-test-int-1
oracleapps-poc1-pool,ROUND,ROBIN,oracleapps-poc1-vip,wdc-dev-test-int-1
itdevcloud-con-pool,ROUND,ROBIN,itdevcloud-con-vip-ssl,wdc-dev-test-int-1
itdevcloud-pool,ROUND,ROBIN,test4cloud.vmware.com,wdc-dev-test-int-1
s2-test4-wsvcs1-pool,ROUND,ROBIN,s2-test4-websvc1-vip.vmware.com,wdc-dev-test-int-1
test4-idm-pool,ROUND,ROBIN,test4idm-vip,wdc-dev-test-int-1
cf-stage-pool,ROUND,ROBIN,cf-stage-vip,wdc-dev-test-int-1
s2-test4-lr3-pool,ROUND,ROBIN,s2-test4-lr3-vip,wdc-dev-test-int-1
s2-test4-tcs8-pool,ROUND,ROBIN,s2-test4-tcs8-vip.vmware.com,wdc-dev-test-int-1
www-test4-pool,ROUND,ROBIN,www-test4-ssl-vip,wdc-dev-test-int-1
wdc-sa-view-ssl-pool,ROUND,ROBIN,wdc-sa-view-ssl-vip,wdc-dev-test-int-1
ora-test4-ebs-disco-pool,ROUND,ROBIN,oracledisco-test4-vip,wdc-dev-test-int-1
s2-test4-tcs6-pool,ROUND,ROBIN,s2-test4-tcs6-vip.vmware.com,wdc-dev-test-int-1
sapbpc-81-pool,ROUND,ROBIN,sapbpc-81-vip.vmware.com,wdc-dev-test-int-1
s2-test2-tcs3-pool,ROUND,ROBIN,s2-test4-tcs3-vip.vmware.com,wdc-dev-test-int-1
s2-dev1-lr1-pool,ROUND,ROBIN,s2-dev1-lr1-vip.vmware.com,wdc-dev-test-int-1
lrp-test2-pool,ROUND,ROBIN,lrp-test2-vip.vmware.com,wdc-dev-test-int-1
s2-dev1-lr3-pool,ROUND,ROBIN,s2-dev1-lr3-vip.vmware.com,wdc-dev-test-int-1
POC_MSSQL,ROUND,ROBIN,MSSQL_POC_VIP,wdc-dev-test-int-1
Testing,ROUND,ROBIN,Testing-vip,wdc-dev-test-int-1
comm-lt-pool,LEAST,CONNECTION_MEMBER,comm-lt-vip-ssl,wdc-dev-test-int-1
cat-uat-mln-pool,ROUND,ROBIN,cat-uat-mln-vip,wdc-dev-test-int-1
cat-uat-mlne-pool,ROUND,ROBIN,cat-uat-mlne-vip.vmware.com,wdc-dev-test-int-1
communities-test-pool,ROUND,ROBIN,communities-test2-vip,wdc-dev-test-int-1
dev1soa-pool,ROUND,ROBIN,dev1soa-vip,wdc-dev-test-int-1
ora-dev3-fmsoa-a1-pool,ROUND,ROBIN,dev3soa-vip,wdc-dev-test-int-1
dr-test2-wsvc-pool,ROUND,ROBIN,dr-test2-wsvc-vip,wdc-dev-test-int-1
ftpsite-ftp-pool,ROUND,ROBIN,ftpsite-ftp-vip,wdc-dev-test-int-1
ftpsite-https-pool,ROUND,ROBIN,ftpsite-qa-https-vip,wdc-dev-test-int-1
s2-test4-tcs5-pool,ROUND,ROBIN,s2-test4-tcs5-vip.vmware.com,wdc-dev-test-int-1
