name,ip,port,f5_cname,node_ip,node_port,pool_name,lb_method
/onecloud/test31-webpass-vip,10.148.232.227,7780,ltm-onecloud-1,10.148.234.31,7780,/onecloud/test31-webpass-vip-pool,ROUND,ROBIN
/onecloud/ucmdev13-vip,10.148.233.17,7780,ltm-onecloud-1,10.148.52.34,7780,/onecloud/ucmdev13-vip-pool,ROUND,ROBIN
/onecloud/ucmdev13tril-vip,10.148.233.17,8888,ltm-onecloud-1,10.148.52.38,8888,/onecloud/ucmdev13tril-vip-pool,ROUND,ROBIN
/onecloud/ucmdev14-vip,10.148.233.76,7780,ltm-onecloud-1,10.148.21.37,7780,/onecloud/ucmdev14-vip-pool,ROUND,ROBIN
/onecloud/ucmdev14-vip,10.148.233.76,7780,ltm-onecloud-1,10.148.21.42,7780,/onecloud/ucmdev14-vip-pool,ROUND,ROBIN
/onecloud/ucmdev14tril-vip,10.148.233.76,8888,ltm-onecloud-1,10.148.21.40,8888,/onecloud/ucmdev14tril-vip-pool,ROUND,ROBIN
/onecloud/ucmdev14tril-vip,10.148.233.76,8888,ltm-onecloud-1,10.148.21.43,8888,/onecloud/ucmdev14tril-vip-pool,ROUND,ROBIN
/onecloud/ucmdev15-vip,10.148.232.174,7780,ltm-onecloud-1,10.148.68.37,7780,/onecloud/ucmdev15-vip-pool,ROUND,ROBIN
/onecloud/ucmdev15tril-vip,10.148.232.174,8888,ltm-onecloud-1,10.148.68.40,8888,/onecloud/ucmdev15tril-vip-pool,ROUND,ROBIN
/onecloud/ucmpoc1-vip,10.148.232.105,7780,ltm-onecloud-1,10.148.219.65,7780,/onecloud/ucmpoc1-vip-pool,ROUND,ROBIN
/onecloud/ucmpoc1-vip,10.148.232.105,7780,ltm-onecloud-1,10.148.219.71,7780,/onecloud/ucmpoc1-vip-pool,ROUND,ROBIN
/onecloud/ucmpoc2-vip,10.148.232.219,7780,ltm-onecloud-1,10.148.254.7,7780,/onecloud/ucmpoc2-vip-pool,ROUND,ROBIN
/onecloud/ucmpoc2-vip,10.148.232.219,7780,ltm-onecloud-1,10.148.254.9,7780,/onecloud/ucmpoc2-vip-pool,ROUND,ROBIN
/onecloud/ucmpoc2tril-vip,10.148.232.220,8888,ltm-onecloud-1,10.148.254.12,8888,/onecloud/ucmpoc2tril-vip-pool,ROUND,ROBIN
/onecloud/ucmpoc2tril-vip,10.148.232.220,8888,ltm-onecloud-1,10.148.254.15,8888,/onecloud/ucmpoc2tril-vip-pool,ROUND,ROBIN
/onecloud/ucmtest11-vip,10.148.232.162,7780,ltm-onecloud-1,10.148.236.35,7780,/onecloud/ucmtest11-vip-pool,ROUND,ROBIN
/onecloud/ucmtest11-vip,10.148.232.162,7780,ltm-onecloud-1,10.148.236.36,7780,/onecloud/ucmtest11-vip-pool,ROUND,ROBIN
/onecloud/ucmtest11tril-vip,10.148.232.163,8888,ltm-onecloud-1,10.148.236.41,8888,/onecloud/ucmtest11tril-vip-pool,ROUND,ROBIN
/onecloud/ucmtest11tril-vip,10.148.232.163,8888,ltm-onecloud-1,10.148.236.52,8888,/onecloud/ucmtest11tril-vip-pool,ROUND,ROBIN
/onecloud/ucmtest12-vip,10.148.232.202,7780,ltm-onecloud-1,10.148.235.47,7780,/onecloud/ucmtest12-vip-pool,ROUND,ROBIN
/onecloud/ucmtest12-vip,10.148.232.202,7780,ltm-onecloud-1,10.148.235.49,7780,/onecloud/ucmtest12-vip-pool,ROUND,ROBIN
/onecloud/ucmtest12tril-vip,10.148.232.203,8888,ltm-onecloud-1,10.148.235.52,8888,/onecloud/ucmtest12tril-vip-pool,ROUND,ROBIN
/onecloud/ucmtest12tril-vip,10.148.232.203,8888,ltm-onecloud-1,10.148.235.55,8888,/onecloud/ucmtest12tril-vip-pool,ROUND,ROBIN
/onecloud/ucmtest13-vip,10.148.233.35,7780,ltm-onecloud-1,10.148.54.42,7780,/onecloud/ucmtest13-vip-pool,ROUND,ROBIN
/onecloud/ucmtest13-vip,10.148.233.35,7780,ltm-onecloud-1,10.148.54.44,7780,/onecloud/ucmtest13-vip-pool,ROUND,ROBIN
/onecloud/ucmtest13tril-vip,10.148.233.36,8888,ltm-onecloud-1,10.148.54.47,8888,/onecloud/ucmtest13tril-vip-pool,ROUND,ROBIN
/onecloud/ucmtest13tril-vip,10.148.233.36,8888,ltm-onecloud-1,10.148.54.50,8888,/onecloud/ucmtest13tril-vip-pool,ROUND,ROBIN
/onecloud/ucmtest14-vip,10.148.233.102,7780,ltm-onecloud-1,10.148.22.51,7780,/onecloud/ucmtest14-vip-pool,ROUND,ROBIN
/onecloud/ucmtest14-vip,10.148.233.102,7780,ltm-onecloud-1,10.148.22.53,7780,/onecloud/ucmtest14-vip-pool,ROUND,ROBIN
/onecloud/ucmtest14tril-vip,10.148.233.122,8888,ltm-onecloud-1,10.148.22.71,8888,/onecloud/ucmtest14tril-vip-pool,ROUND,ROBIN
/onecloud/ucmtest14tril-vip,10.148.233.122,8888,ltm-onecloud-1,10.148.22.74,8888,/onecloud/ucmtest14tril-vip-pool,ROUND,ROBIN
/onecloud/ucmtest15-vip,10.148.233.70,7780,ltm-onecloud-1,10.148.70.52,7780,/onecloud/ucmtest15-vip-pool,ROUND,ROBIN
/onecloud/ucmtest15-vip,10.148.233.70,7780,ltm-onecloud-1,10.148.70.53,7780,/onecloud/ucmtest15-vip-pool,ROUND,ROBIN
/onecloud/ucmtest15tril-vip,10.148.233.71,8888,ltm-onecloud-1,10.148.70.55,8888,/onecloud/ucmtest15tril-vip-pool,ROUND,ROBIN
/onecloud/ucmtest15tril-vip,10.148.233.71,8888,ltm-onecloud-1,10.148.70.59,8888,/onecloud/ucmtest15tril-vip-pool,ROUND,ROBIN
/onecloud/ucmtest31-vip,10.148.232.249,7780,ltm-onecloud-1,10.148.234.57,7780,/onecloud/ucmtest31-vip-pool,ROUND,ROBIN
/onecloud/ucmtest31-vip,10.148.232.249,7780,ltm-onecloud-1,10.148.234.59,7780,/onecloud/ucmtest31-vip-pool,ROUND,ROBIN
/onecloud/ucmtest31tril-vip,10.148.232.250,8888,ltm-onecloud-1,10.148.234.62,8888,/onecloud/ucmtest31tril-vip-pool,ROUND,ROBIN
/onecloud/ucmtest31tril-vip,10.148.232.250,8888,ltm-onecloud-1,10.148.234.65,8888,/onecloud/ucmtest31tril-vip-pool,ROUND,ROBIN
/onecloud/visl-dev11-ml-vip,10.148.232.188,8001,ltm-onecloud-1,10.148.238.53,8001,/onecloud/visl-dev11-ml-vip-pool,ROUND,ROBIN
/onecloud/visl-dev14-pl-vip,10.148.232.140,8001,ltm-onecloud-1,10.148.21.59,8001,/onecloud/visl-dev14-pl-vip-pool,ROUND,ROBIN
/onecloud/visl-dev61-pl-vip,10.148.232.182,8001,ltm-onecloud-1,10.148.249.40,8001,/onecloud/visl-dev61-pl-vip-pool,ROUND,ROBIN
/onecloud/visl-dev62-ml-vip,10.148.232.186,8001,ltm-onecloud-1,10.148.249.46,8001,/onecloud/visl-dev62-ml-vip-pool,ROUND,ROBIN
/onecloud/visl-lt-ml-vip,10.148.233.5,8001,ltm-onecloud-1,10.148.238.55,8001,/onecloud/visl-lt-ml-vip-pool,ROUND,ROBIN
/onecloud/visl-lt-pl-vip,10.148.232.100,8001,ltm-onecloud-1,10.148.238.58,8001,/onecloud/visl-lt-pl-vip-pool,ROUND,ROBIN
/onecloud/visl-test11-ml-vip,10.148.232.225,8001,ltm-onecloud-1,10.148.236.82,8001,/onecloud/visl-test11-ml-vip-pool,ROUND,ROBIN
/onecloud/visl-test11-pl-vip,10.148.232.224,8001,ltm-onecloud-1,10.148.236.83,8001,/onecloud/visl-test11-pl-vip-pool,ROUND,ROBIN
/onecloud/visl-test11-pl-vip,10.148.232.224,8001,ltm-onecloud-1,10.148.236.85,8001,/onecloud/visl-test11-pl-vip-pool,ROUND,ROBIN
/onecloud/visl-test14-ml-vip,10.148.233.8,8001,ltm-onecloud-1,10.148.22.83,8001,/onecloud/visl-test14-ml-vip-pool,ROUND,ROBIN
/onecloud/websearch-dev12-vip,10.148.233.59,8080,ltm-onecloud-1,10.148.239.48,8080,/onecloud/websearch-dev12-vip-pool,ROUND,ROBIN
/onecloud/websearch-dev14-vip,10.148.233.75,8080,ltm-onecloud-1,10.148.21.46,8080,/onecloud/websearch-dev14-vip-pool,ROUND,ROBIN
/onecloud/websearch-dev15-vip,10.148.232.175,8080,ltm-onecloud-1,10.148.68.45,8080,/onecloud/websearch-dev15-vip-pool,ROUND,ROBIN
/onecloud/websearch-test12-vip,10.148.232.113,8080,ltm-onecloud-1,10.148.235.74,8080,/onecloud/websearch-test12-vip-pool,ROUND,ROBIN
/onecloud/websearch-test14-vip,10.148.233.112,8080,ltm-onecloud-1,10.148.22.56,8080,/onecloud/websearch-test14-vip-pool,ROUND,ROBIN
/onecloud/websearch-test15-vip,10.148.233.72,8080,ltm-onecloud-1,10.148.70.69,8080,/onecloud/websearch-test15-vip-pool,ROUND,ROBIN
/onecloud/websearch-test64-vip,10.148.232.100,8080,ltm-onecloud-1,10.148.249.23,8080,/onecloud/websearch-test64-vip-pool,ROUND,ROBIN
/onecloud/www-dev11-vip,10.148.232.110,80,ltm-onecloud-1,10.148.238.38,80,/onecloud/www-dev11-vip-pool,ROUND,ROBIN
/onecloud/www-dev11-vip-ssl,10.148.80.181,443,ltm-onecloud-1,10.148.238.38,80,/onecloud/www-dev11-vip-pool,ROUND,ROBIN
/onecloud/www-dev12-ssl-vip,10.148.232.120,443,ltm-onecloud-1,10.148.239.43,80,/onecloud/www-dev12-vip-pool,ROUND,ROBIN
/onecloud/www-dev12-vip,10.148.232.120,80,ltm-onecloud-1,10.148.239.43,80,/onecloud/www-dev12-vip-pool,ROUND,ROBIN
/onecloud/www-dev13-vip,10.148.233.22,80,ltm-onecloud-1,10.148.52.45,80,/onecloud/www-dev13-vip-pool,ROUND,ROBIN
/onecloud/www-dev13-vip-ssl,10.148.83.178,443,ltm-onecloud-1,10.148.52.45,80,/onecloud/www-dev13-vip-pool,ROUND,ROBIN
/onecloud/www-dev14-vip,10.148.233.83,80,ltm-onecloud-1,10.148.21.52,80,/onecloud/www-dev14-vip-pool,ROUND,ROBIN
/onecloud/www-dev14-vip-ssl,10.148.80.51,443,ltm-onecloud-1,10.148.21.52,80,/onecloud/www-dev14-vip-pool,ROUND,ROBIN
/onecloud/www-dev15-vip,10.148.232.179,80,ltm-onecloud-1,10.148.68.52,80,/onecloud/www-dev15-vip-pool,ROUND,ROBIN
/onecloud/www-dev15-vip-ssl,10.148.80.89,443,ltm-onecloud-1,10.148.68.52,80,/onecloud/www-dev15-vip-pool,ROUND,ROBIN
/onecloud/www-test11-vip,10.148.232.170,80,ltm-onecloud-1,10.148.236.75,80,/onecloud/www-test11-vip-pool,ROUND,ROBIN
/onecloud/www-test11-vip,10.148.232.170,80,ltm-onecloud-1,10.148.236.76,80,/onecloud/www-test11-vip-pool,ROUND,ROBIN
/onecloud/www-test11-vip-ssl,10.148.232.170,443,ltm-onecloud-1,10.148.236.75,80,/onecloud/www-test11-vip-pool,ROUND,ROBIN
/onecloud/www-test11-vip-ssl,10.148.232.170,443,ltm-onecloud-1,10.148.236.76,80,/onecloud/www-test11-vip-pool,ROUND,ROBIN
/onecloud/www-test12-vip,10.148.232.218,80,ltm-onecloud-1,10.148.235.68,80,/onecloud/www-test12-vip-pool,ROUND,ROBIN
/onecloud/www-test12-vip,10.148.232.218,80,ltm-onecloud-1,10.148.235.69,80,/onecloud/www-test12-vip-pool,ROUND,ROBIN
/onecloud/www-test12-vip-ssl,10.148.83.8,443,ltm-onecloud-1,10.148.235.68,80,/onecloud/www-test12-vip-pool,ROUND,ROBIN
/onecloud/www-test12-vip-ssl,10.148.83.8,443,ltm-onecloud-1,10.148.235.69,80,/onecloud/www-test12-vip-pool,ROUND,ROBIN
/onecloud/www-test13-vip,10.148.233.53,80,ltm-onecloud-1,10.148.54.66,80,/onecloud/www-test13-vip-pool,ROUND,ROBIN
/onecloud/www-test13-vip,10.148.233.53,80,ltm-onecloud-1,10.148.54.67,80,/onecloud/www-test13-vip-pool,ROUND,ROBIN
/onecloud/www-test13-vip-ssl,10.148.82.171,443,ltm-onecloud-1,10.148.54.66,80,/onecloud/www-test13-vip-pool,ROUND,ROBIN
/onecloud/www-test13-vip-ssl,10.148.82.171,443,ltm-onecloud-1,10.148.54.67,80,/onecloud/www-test13-vip-pool,ROUND,ROBIN
/onecloud/www-test14-vip,10.148.233.119,80,ltm-onecloud-1,10.148.22.69,80,/onecloud/www-test14-vip-pool,ROUND,ROBIN
/onecloud/www-test14-vip,10.148.233.119,80,ltm-onecloud-1,10.148.22.70,80,/onecloud/www-test14-vip-pool,ROUND,ROBIN
/onecloud/www-test14-vip-ssl,10.148.82.40,443,ltm-onecloud-1,10.148.22.69,80,/onecloud/www-test14-vip-pool,ROUND,ROBIN
/onecloud/www-test14-vip-ssl,10.148.82.40,443,ltm-onecloud-1,10.148.22.70,80,/onecloud/www-test14-vip-pool,ROUND,ROBIN
/onecloud/www-test15-vip,10.148.233.130,80,ltm-onecloud-1,10.148.70.74,80,/onecloud/www-test15-vip-pool,ROUND,ROBIN
/onecloud/www-test15-vip,10.148.233.130,80,ltm-onecloud-1,10.148.70.75,80,/onecloud/www-test15-vip-pool,ROUND,ROBIN
/onecloud/www-test15-vip-ssl,10.148.82.113,443,ltm-onecloud-1,10.148.70.74,80,/onecloud/www-test15-vip-pool,ROUND,ROBIN
/onecloud/www-test15-vip-ssl,10.148.82.113,443,ltm-onecloud-1,10.148.70.75,80,/onecloud/www-test15-vip-pool,ROUND,ROBIN
/onecloud/psb-dev16-ml-vip,10.148.80.87,8011,ltm-onecloud-1,10.148.69.51,8011,/onecloud/psb-dev16-ml-vip-pool,ROUND,ROBIN
/onecloud/www-test31-vip,10.148.232.251,80,ltm-onecloud-1,10.148.234.66,80,/onecloud/www-test31-vip-pool,ROUND,ROBIN
/onecloud/www-test31-vip,10.148.232.251,80,ltm-onecloud-1,10.148.234.67,80,/onecloud/www-test31-vip-pool,ROUND,ROBIN
/onecloud/www-test31-vip-ssl,10.148.232.251,443,ltm-onecloud-1,10.148.234.66,80,/onecloud/www-test31-vip-pool,ROUND,ROBIN
/onecloud/www-test31-vip-ssl,10.148.232.251,443,ltm-onecloud-1,10.148.234.67,80,/onecloud/www-test31-vip-pool,ROUND,ROBIN
/onecloud/wwwa-dev12-web-vip,10.148.233.124,80,ltm-onecloud-1,10.148.239.11,80,/onecloud/wwwa-dev12-web-vip-pool,ROUND,ROBIN
/onecloud/wwwa-dev15-web-vip-1,10.148.232.143,80,ltm-onecloud-1,10.148.68.14,80,/onecloud/wwwa-dev15-web-vip-1-pool,ROUND,ROBIN
/onecloud/wwwa-test12-web-vip,10.148.233.123,80,ltm-onecloud-1,10.148.235.12,80,/onecloud/wwwa-test12-web-vip-pool,ROUND,ROBIN
/onecloud/wwwa-test14-web-vip,10.148.233.91,80,ltm-onecloud-1,10.148.22.1,80,/onecloud/wwwa-test14-web-vip-pool,ROUND,ROBIN
/onecloud/wwwa-test15-web-vip-1,10.148.233.11,80,ltm-onecloud-1,10.148.70.20,80,/onecloud/wwwa-test15-web-vip-1-pool,ROUND,ROBIN
/onecloud/wwwa-test58-web-vip-1,10.148.233.9,80,ltm-onecloud-1,10.148.70.2,80,/onecloud/wwwa-test58-web-vip-1-pool,ROUND,ROBIN
/onecloud/dev16soa-vip,10.148.80.69,7777,ltm-onecloud-1,10.148.69.36,7777,/onecloud/dev16soa-vip-pool,ROUND,ROBIN
/onecloud/s2-dev16-websvc1-vip,10.148.80.64,8181,ltm-onecloud-1,10.148.69.32,8181,/onecloud/s2-dev16-websvc1-vip-pool,ROUND,ROBIN
/onecloud/ucmdev16-vip,10.148.80.70,7780,ltm-onecloud-1,10.148.69.37,7780,/onecloud/ucmdev16-vip-pool,ROUND,ROBIN
/onecloud/s2-dev99-tcs1-vip,10.148.80.58,8111,ltm-onecloud-1,10.148.249.120,8111,/onecloud/s2-dev99-tcs1-vip-pool,ROUND,ROBIN
/onecloud/s2-dev99-tcs1-vip,10.148.80.58,8111,ltm-onecloud-1,10.148.249.138,8511,/onecloud/s2-dev99-tcs1-vip-pool,ROUND,ROBIN
/onecloud/s2-dev16-websvc4-vip,10.148.80.67,8481,ltm-onecloud-1,10.148.69.32,8481,/onecloud/s2-dev16-websvc4-vip-pool,ROUND,ROBIN
/onecloud/wwwa-dev61-web-vip,10.148.80.50,80,ltm-onecloud-1,10.148.69.2,80,/onecloud/wwwa-dev61-web-vip-pool,ROUND,ROBIN
/onecloud/s2-dev99-tcs4-vip,10.148.80.61,8411,ltm-onecloud-1,10.148.249.120,8411,/onecloud/s2-dev99-tcs4-vip-pool,ROUND,ROBIN
/onecloud/s2-dev99-tcs4-vip,10.148.80.61,8411,ltm-onecloud-1,10.148.249.138,8811,/onecloud/s2-dev99-tcs4-vip-pool,ROUND,ROBIN
/onecloud/s2-dev99-tcs2-vip,10.148.80.59,8211,ltm-onecloud-1,10.148.249.120,8211,/onecloud/s2-dev99-tcs2-vip-pool,ROUND,ROBIN
/onecloud/s2-dev99-tcs2-vip,10.148.80.59,8211,ltm-onecloud-1,10.148.249.138,8611,/onecloud/s2-dev99-tcs2-vip-pool,ROUND,ROBIN
/onecloud/s2-dev99-wcm-vip,10.148.80.62,8251,ltm-onecloud-1,10.148.249.120,8251,/onecloud/s2-dev99-wcm-vip-pool,ROUND,ROBIN
/onecloud/ucmdev16tril-vip,10.148.80.70,8888,ltm-onecloud-1,10.148.69.40,8888,/onecloud/ucmdev16tril-vip-pool,ROUND,ROBIN
/onecloud/websearch-dev16-vip,10.148.80.80,8080,ltm-onecloud-1,10.148.69.45,8080,/onecloud/websearch-dev16-vip-pool,ROUND,ROBIN
/onecloud/s2-dev16-lr3-vip,10.148.80.83,8001,ltm-onecloud-1,10.148.69.46,8001,/onecloud/s2-dev16-lr3-vip-pool,ROUND,ROBIN
/onecloud/s2-dev16-lr3-vip,10.148.80.83,8001,ltm-onecloud-1,10.148.69.46,8011,/onecloud/s2-dev16-lr3-vip-pool,ROUND,ROBIN
/onecloud/s2-dev16-websvc2-vip,10.148.80.65,8281,ltm-onecloud-1,10.148.69.32,8281,/onecloud/s2-dev16-websvc2-vip-pool,ROUND,ROBIN
/onecloud/s2-dev16-tcs3-vip,10.148.80.76,8711,ltm-onecloud-1,10.148.69.42,8311,/onecloud/s2-dev16-tcs3-vip-pool,ROUND,ROBIN
/onecloud/s2-dev16-tcs3-vip,10.148.80.76,8711,ltm-onecloud-1,10.148.69.43,8711,/onecloud/s2-dev16-tcs3-vip-pool,ROUND,ROBIN
/onecloud/s2-dev16-tcs1-vip,10.148.80.52,8511,ltm-onecloud-1,10.148.69.42,8111,/onecloud/s2-dev16-tcs1-vip-pool,ROUND,ROBIN
/onecloud/s2-dev16-tcs1-vip,10.148.80.52,8511,ltm-onecloud-1,10.148.69.43,8511,/onecloud/s2-dev16-tcs1-vip-pool,ROUND,ROBIN
/onecloud/www-dev16-vip-ssl,10.148.80.75,443,ltm-onecloud-1,10.148.69.54,80,/onecloud/www-dev16-vip-pool,ROUND,ROBIN
/onecloud/s2-dev16-websvc5-vip,10.148.80.68,8581,ltm-onecloud-1,10.148.69.32,8581,/onecloud/s2-dev16-websvc5-vip-pool,ROUND,ROBIN
/onecloud/s2-dev16-lr5-vip,10.148.80.85,8011,ltm-onecloud-1,10.148.69.49,8011,/onecloud/s2-dev16-lr5-vip-pool,ROUND,ROBIN
/onecloud/s2-dev16-lr5-vip,10.148.80.85,8011,ltm-onecloud-1,10.148.69.50,8011,/onecloud/s2-dev16-lr5-vip-pool,ROUND,ROBIN
/onecloud/s2-test15-solrs-vip,10.148.233.164,80,ltm-onecloud-1,10.148.68.58,8080,/onecloud/s2-dev15-solrs-pool,ROUND,ROBIN
/onecloud/s2-test15-solrs-vip,10.148.233.164,80,ltm-onecloud-1,10.148.68.59,8080,/onecloud/s2-dev15-solrs-pool,ROUND,ROBIN
/onecloud/s2-dev16-tcs4-vip,10.148.80.77,8811,ltm-onecloud-1,10.148.69.42,8411,/onecloud/s2-dev16-tcs4-vip-pool,ROUND,ROBIN
/onecloud/s2-dev16-tcs4-vip,10.148.80.77,8811,ltm-onecloud-1,10.148.69.43,8811,/onecloud/s2-dev16-tcs4-vip-pool,ROUND,ROBIN
/onecloud/s2-dev16-websvc3-vip,10.148.80.66,8381,ltm-onecloud-1,10.148.69.32,8381,/onecloud/s2-dev16-websvc3-vip-pool,ROUND,ROBIN
/onecloud/ora-swo6-soa-vip.vmware.com,10.148.80.71,80,ltm-onecloud-1,10.148.249.113,8011,/onecloud/ora-swo6-soa-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/ora-swo6-soa-vip.vmware.com,10.148.80.71,80,ltm-onecloud-1,10.148.249.118,8011,/onecloud/ora-swo6-soa-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-dev16-lr4-vip,10.148.80.84,8001,ltm-onecloud-1,10.148.69.49,8001,/onecloud/s2-dev16-lr4-vip-pool,ROUND,ROBIN
/onecloud/s2-dev16-lr4-vip,10.148.80.84,8001,ltm-onecloud-1,10.148.69.50,8001,/onecloud/s2-dev16-lr4-vip-pool,ROUND,ROBIN
/onecloud/wwwa-dev16-web-vip-1,10.148.80.57,80,ltm-onecloud-1,10.148.69.22,80,/onecloud/wwwa-dev16-web-vip-1-pool,ROUND,ROBIN
/onecloud/visl-dev16-pl-vip,10.148.80.86,8001,ltm-onecloud-1,10.148.69.52,8001,/onecloud/visl-dev16-pl-vip-pool,ROUND,ROBIN
/onecloud/www-dev16-vip,10.148.80.88,80,ltm-onecloud-1,10.148.69.54,80,/onecloud/www-dev16-vip-pool,ROUND,ROBIN
/onecloud/s2-dev16-tcs2-vip,10.148.80.75,8611,ltm-onecloud-1,10.148.69.42,8211,/onecloud/s2-dev16-tcs2-vip-pool,ROUND,ROBIN
/onecloud/s2-dev16-tcs2-vip,10.148.80.75,8611,ltm-onecloud-1,10.148.69.43,8611,/onecloud/s2-dev16-tcs2-vip-pool,ROUND,ROBIN
/onecloud/psb-test14-pl-vip,10.148.232.139,8001,ltm-onecloud-1,10.148.22.84,8001,/onecloud/psb-test14-pl-vip-pool,ROUND,ROBIN
/onecloud/psb-test14-pl-vip,10.148.232.139,8001,ltm-onecloud-1,10.148.22.86,8001,/onecloud/psb-test14-pl-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-websvc4-vip,10.148.233.178,8481,ltm-onecloud-1,10.148.235.39,8481,/onecloud/s2-test12-websvc4-vip-pool,ROUND,ROBIN
/onecloud/s2-test12-websvc4-vip,10.148.233.178,8481,ltm-onecloud-1,10.148.235.40,8481,/onecloud/s2-test12-websvc4-vip-pool,ROUND,ROBIN
/onecloud/ucmdev75tril-vip.vmware.com,10.148.80.163,8888,ltm-onecloud-1,10.148.249.83,8888,/onecloud/ucmdev75tril-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/ucmdev75tril-vip.vmware.com,10.148.80.163,8888,ltm-onecloud-1,10.148.249.103,8888,/onecloud/ucmdev75tril-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/ucmdev75tril-vip.vmware.com,10.148.80.163,8888,ltm-onecloud-1,10.148.249.132,8888,/onecloud/ucmdev75tril-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/ucmdev75tril-vip.vmware.com,10.148.80.163,8888,ltm-onecloud-1,10.148.249.131,8888,/onecloud/ucmdev75tril-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/ucmdev75tril-vip.vmware.com,10.148.80.163,8888,ltm-onecloud-1,10.148.249.135,8888,/onecloud/ucmdev75tril-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/ucmdev75tril-vip.vmware.com,10.148.80.163,8888,ltm-onecloud-1,10.148.249.119,8888,/onecloud/ucmdev75tril-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/ucmdev75tril-vip.vmware.com,10.148.80.163,8888,ltm-onecloud-1,10.148.249.126,8888,/onecloud/ucmdev75tril-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/test90-ovd-vip,10.148.80.112,6501,ltm-onecloud-1,10.148.249.46,6501,/onecloud/test90-ovd-vip-pool,ROUND,ROBIN
/onecloud/test90-ovd-vip,10.148.80.112,6501,ltm-onecloud-1,10.148.249.47,6501,/onecloud/test90-ovd-vip-pool,ROUND,ROBIN
/onecloud/s2-dev47-wcm-static-vip,10.148.80.128,81,ltm-onecloud-1,10.148.249.112,81,/onecloud/s2-dev47-wcm-static-vip-pool,ROUND,ROBIN
/onecloud/s2-dev47-tcs2-vip,10.148.80.124,8611,ltm-onecloud-1,10.148.249.112,8211,/onecloud/s2-dev47-tcs2-vip-pool,ROUND,ROBIN
/onecloud/s2-dev47-tcs2-vip,10.148.80.124,8611,ltm-onecloud-1,10.148.249.113,8611,/onecloud/s2-dev47-tcs2-vip-pool,ROUND,ROBIN
/onecloud/s2-dev78-lr5-vip,10.148.80.71,8011,ltm-onecloud-1,10.148.249.116,8011,/onecloud/s2-dev78-lr5-vip-pool,ROUND,ROBIN
/onecloud/s2-dev78-lr5-vip,10.148.80.71,8011,ltm-onecloud-1,10.148.249.117,8011,/onecloud/s2-dev78-lr5-vip-pool,ROUND,ROBIN
/onecloud/wwwa-test61-web-vip-1,10.148.80.133,80,ltm-onecloud-1,10.148.71.8,80,/onecloud/wwwa-test61-web-vip-1-pool,ROUND,ROBIN
/onecloud/s2-dev47-wcm-vip,10.148.80.127,8251,ltm-onecloud-1,10.148.249.112,8251,/onecloud/s2-dev47-wcm-vip-pool,ROUND,ROBIN
/onecloud/s2-dev47-tcs3-vip,10.148.80.125,8711,ltm-onecloud-1,10.148.249.112,8311,/onecloud/s2-dev47-tcs3-vip-pool,ROUND,ROBIN
/onecloud/s2-dev47-tcs3-vip,10.148.80.125,8711,ltm-onecloud-1,10.148.249.113,8711,/onecloud/s2-dev47-tcs3-vip-pool,ROUND,ROBIN
/onecloud/test90-webpass-vip,10.148.80.134,7780,ltm-onecloud-1,10.148.249.124,7780,/onecloud/test90-webpass-vip-pool,ROUND,ROBIN
/onecloud/test90-webpass-vip,10.148.80.134,7780,ltm-onecloud-1,10.148.249.125,7780,/onecloud/test90-webpass-vip-pool,ROUND,ROBIN
/onecloud/ora-swo4-soa-vip.vmware.com,10.148.80.131,80,ltm-onecloud-1,10.148.249.110,8011,/onecloud/ora-swo4-soa-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/ora-swo4-soa-vip.vmware.com,10.148.80.131,80,ltm-onecloud-1,10.148.249.111,8011,/onecloud/ora-swo4-soa-vip.vmware.com-pool,ROUND,ROBIN
/onecloud/s2-dev47-tcs1-vip,10.148.80.123,8511,ltm-onecloud-1,10.148.249.112,8111,/onecloud/s2-dev47-tcs1-vip-pool,ROUND,ROBIN
/onecloud/s2-dev47-tcs1-vip,10.148.80.123,8511,ltm-onecloud-1,10.148.249.113,8511,/onecloud/s2-dev47-tcs1-vip-pool,ROUND,ROBIN
/onecloud/s2-dev47-tcs4-vip,10.148.80.126,8811,ltm-onecloud-1,10.148.249.112,8411,/onecloud/s2-dev47-tcs4-vip-pool,ROUND,ROBIN
/onecloud/s2-dev47-tcs4-vip,10.148.80.126,8811,ltm-onecloud-1,10.148.249.113,8811,/onecloud/s2-dev47-tcs4-vip-pool,ROUND,ROBIN
/onecloud/s2-dev78-lr4-vip,10.148.80.130,8001,ltm-onecloud-1,10.148.249.116,8001,/onecloud/s2-dev78-lr4-vip-pool,ROUND,ROBIN
/onecloud/s2-dev78-lr4-vip,10.148.80.130,8001,ltm-onecloud-1,10.148.249.117,8001,/onecloud/s2-dev78-lr4-vip-pool,ROUND,ROBIN
