vendor	device	model	versiontype	version
vmware	vc-prod-1.vmware.com/portal-prod-wlp-12	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-prod-wlp-13	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-prod-wlp-13	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-prod-wlp-14	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-prod-wlp-14	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-prod-wlp-15	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-prod-wlp-15	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-prod-wlp-16	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-prod-wlp-16	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-prod-wlp-17	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-prod-wlp-17	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-prod-wlp-18	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-prod-wlp-18	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-prod-wlp-19	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-prod-wlp-19	vm	tools version	8193(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-prod-wlp-2	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-prod-wlp-2	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-prod-wlp-20	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-prod-wlp-20	vm	tools version	8193(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-prod-wlp-21	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-prod-wlp-21	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-prod-wlp-3	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-prod-wlp-3	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-prod-wlp-4	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-prod-wlp-4	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-prod-wlp-5	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-prod-wlp-5	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-prod-wlp-6	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-prod-wlp-6	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-prod-wlp-7	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-prod-wlp-7	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-prod-wlp-8	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-prod-wlp-8	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-prod-wlp-9	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-prod-wlp-9	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-admin-1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-admin-1	vm	tools version	8193(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-betan-1	vm	tools version	8193(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-betan-1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-betan-2	vm	tools version	8193(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-betan-2	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-flexdb-1	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/portal-stage-flexdb-1	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/portal-stage-flexdbrepo-1	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/portal-stage-flexdbrepo-1	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/portal-stage-flexlm-1	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/portal-stage-flexlm-1	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/portal-stage-flexlm-2	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/portal-stage-flexlm-2	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/portal-stage-flexlm-4	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-flexlm-4	vm	firmware version	v4
vmware	vc-prod-1.vmware.com/portal-stage-flexlm-5	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/portal-stage-flexlm-5	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/portal-stage-flexlmdb-1	vm	tools version	()
vmware	vc-prod-1.vmware.com/portal-stage-flexlmdb-1	vm	firmware version	v4
vmware	vc-prod-1.vmware.com/portal-stage-licn-1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-licn-1	vm	tools version	8193(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-licn-2	vm	tools version	8193(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-licn-2	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-s3p3-1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-s3p3-1	vm	tools version	8193(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-s3p3-2	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-s3p3-2	vm	tools version	8193(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-webgate-1	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/portal-stage-webgate-1	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/portal-stage-webgate-2	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/portal-stage-webgate-2	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/portal-stage-webgate-3	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/portal-stage-webgate-3	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/portal-stage-webgate-4	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/portal-stage-webgate-4	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-1	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/portal-stage-wlp-1	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-10	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-10	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-11	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-11	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-12	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-12	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-13	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-13	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-14	vm	tools version	8193(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-14	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-15	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-15	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-16	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-16	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-17	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-17	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-18	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-18	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-19	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-19	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-2	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-2	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-20	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-20	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-21	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-21	vm	tools version	8193(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-3	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-3	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-4	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-4	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-5	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-5	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-6	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-6	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-7	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-7	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-8	vm	tools version	8290(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-stage-wlp-8	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-9	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-stage-wlp-9	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/portal-vmwperf-betan-1	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/portal-vmwperf-betan-1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-vmwperf-betan-2	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-vmwperf-betan-2	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/portal-vmwperf-betan-3	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/portal-vmwperf-betan-3	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/portal-vmwperf-flexlm-2 (old flexlm-prod-2)	vm	tools version	7300(toolsOld)
vmware	vc-prod-1.vmware.com/portal-vmwperf-flexlm-2 (old flexlm-prod-2)	vm	firmware version	v4
vmware	vc-prod-1.vmware.com/ppmprod	vm	tools version	0(toolsNotInstalled)
vmware	vc-prod-1.vmware.com/ppmprod	vm	firmware version	v4
vmware	vc-prod-1.vmware.com/ppmprod-app1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/ppmprod-app1	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/ppmprod-db1	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/ppmprod-db1	vm	firmware version	v4
vmware	vc-prod-1.vmware.com/prdint-odistn01	vm	firmware version	v4
vmware	vc-prod-1.vmware.com/prdint-odistn01	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/prod-appmarket-d1	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/prod-appmarket-d1	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/prod-appmarket-p1	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/prod-appmarket-p1	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/prod-appmarket-w1	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/prod-appmarket-w1	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/promb-dns-1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/promb-dns-1	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/proofpoint-agent-1	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/proofpoint-agent-1	vm	firmware version	v4
vmware	vc-prod-1.vmware.com/proofpoint-agent-2	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/proofpoint-agent-2	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/proofpoint-agent-3	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/proofpoint-agent-3	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/proofpoint-master	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/proofpoint-master	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/proxy144	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/proxy144	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/proxy145	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/proxy145	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/proxy146	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/proxy146	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/proxy147	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/proxy147	vm	tools version	8194(toolsOld)
vmware	vc-prod-1.vmware.com/proxy148	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/proxy148	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/proxy219	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/proxy219	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/proxy220	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/proxy220	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/proxy221 (proxy-test)	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/proxy221 (proxy-test)	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/psa-iis-prod1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/psa-iis-prod1	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/psowiki-app-1	vm	tools version	7201(toolsOld)
vmware	vc-prod-1.vmware.com/psowiki-app-1	vm	firmware version	v4
vmware	vc-prod-1.vmware.com/psowiki-mysql-1	vm	tools version	7201(toolsOld)
vmware	vc-prod-1.vmware.com/psowiki-mysql-1	vm	firmware version	v4
vmware	vc-prod-1.vmware.com/puppetmaster	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/puppetmaster	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/qc-prod-app-1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/qc-prod-app-1	vm	tools version	8194(toolsOld)
vmware	vc-prod-1.vmware.com/qc-stage-app-1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/qc-stage-app-1	vm	tools version	8194(toolsOld)
vmware	vc-prod-1.vmware.com/quest-db-1	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/quest-db-1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/quest-fms-1	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/quest-fms-1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/recoverydc	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/recoverydc	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/rhel5.6-x86_64-template	vm	tools version	8295(toolsNotRunning)
vmware	vc-prod-1.vmware.com/rhel5.6-x86_64-template	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/rhel5.7-i386-template	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/rhel5.7-i386-template	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/rmstr-prod-a1	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/rmstr-prod-a1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/rmstr-prod-a1_Old(Linux)	vm	tools version	8295(toolsNotRunning)
vmware	vc-prod-1.vmware.com/rmstr-prod-a1_Old(Linux)	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/rnls-otrs	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/rnls-otrs	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/rnls-otrs-stage	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/rnls-otrs-stage	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/rocky (osdc-ldap-1)	vm	tools version	7299(toolsOld)
vmware	vc-prod-1.vmware.com/rocky (osdc-ldap-1)	vm	firmware version	v4
vmware	vc-prod-1.vmware.com/rootdc01	vm	tools version	7299(toolsOld)
vmware	vc-prod-1.vmware.com/rootdc01	vm	firmware version	v4
vmware	vc-prod-1.vmware.com/rsa-am-template-HW7	vm	tools version	8295(toolsNotRunning)
vmware	vc-prod-1.vmware.com/rsa-am-template-HW7	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/rsa-prod-am-1	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/rsa-prod-am-1	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/rsa-prod-am-1-backup	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/rsa-prod-am-1-backup	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/rsa-prod-am-2	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/rsa-prod-am-2	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/rsa-prod-am-2-backup	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/rsa-prod-am-2-backup	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/rsync-host	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/rsync-host	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-dev-wsvcs-1	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/s2-dev-wsvcs-1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-eclipse-prod-mon-1	vm	tools version	0(toolsNotInstalled)
vmware	vc-prod-1.vmware.com/s2-eclipse-prod-mon-1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-finance	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-finance	vm	tools version	(toolsNotRunning)
vmware	vc-prod-1.vmware.com/s2-prod-bloghforum-d1	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-bloghforum-d1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-bloghforum-p1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-bloghforum-p1	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-bloghforum-w1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-bloghforum-w1	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-catsso-1	vm	tools version	8295(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-catsso-1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-catsso-2	vm	tools version	8295(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-catsso-2	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-forumorg-d1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-forumorg-d1	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-forumorg-p1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-forumorg-p1	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-forumorg-w1	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-forumorg-w1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-grails-d1	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-grails-d1	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-grails-p1	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-grails-p1	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-grails-w1	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-grails-w1	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-hhq-1	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-hhq-1	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-hhq-db-1	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-hhq-db-1	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-hhqpatm-1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-hhqpatm-1	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-hqent-d1	vm	tools version	8295(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-hqent-d1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-hqent-p1	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-hqent-p1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-hqent-w1	vm	tools version	8295(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-hqent-w1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-hyperic-d1	vm	tools version	8194(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-hyperic-d1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-hyperic-d2	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-hyperic-d2	vm	tools version	8194(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-hyperic-p1	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-hyperic-p1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-hyperic-p2	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-hyperic-p2	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-hyperic-w1	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-hyperic-w1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-hyperic-w2	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-hyperic-w2	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-offpm-1	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-offpm-1	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-offpm-2	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-offpm-2	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-patm-1	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-patm-1	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-patm-2	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-patm-2	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-patm-3	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-patm-3	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-patm-4	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-patm-4	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-portal-1	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-portal-1	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-portal-10	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-portal-10	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-portal-2	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-portal-2	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-portal-3	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-portal-3	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-portal-4	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-portal-4	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-portal-5	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-portal-5	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-portal-6	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-portal-6	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-portal-7	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-portal-7	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-portal-8	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-portal-8	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-portal-9	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-portal-9	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-support-d1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-support-d1	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-support-p1	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-support-p1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-support-w1	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-support-w1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-wavemaker-d1	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-wavemaker-d1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-wavemaker-p1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-wavemaker-p1	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-wavemaker-w1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-wavemaker-w1	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-wsvcs-1	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-wsvcs-1	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-wsvcs-2	vm	tools version	8384(toolsOk)
vmware	vc-prod-1.vmware.com/s2-prod-wsvcs-2	vm	firmware version	v8
vmware	vc-prod-1.vmware.com/s2-prod-wwworg-d1	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/s2-prod-wwworg-d1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-wwworg-p1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-wwworg-p1	vm	tools version	0(toolsNotInstalled)
vmware	vc-prod-1.vmware.com/s2-prod-wwworg-w1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-prod-wwworg-w1	vm	tools version	8290(toolsOld)
vmware	vc-prod-1.vmware.com/s2-stage-bloghforum-d1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-stage-bloghforum-d1	vm	tools version	8193(toolsOld)
vmware	vc-prod-1.vmware.com/s2-stage-bloghforum-p1	vm	firmware version	v7
vmware	vc-prod-1.vmware.com/s2-stage-bloghforum-p1	vm	tools version	8193(toolsOld)
