"vcserver","datacenter","vmhost","vswitch","portgroup"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum1-01.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum1-02.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum1-03.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum1-04.vmware.com","vSwitch0","VM Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum1-05.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum1-06.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum1-07.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum1-08.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum1-09.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum1-10.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum1-11.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum1-13.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum1-14.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum1-15.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum1-16.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum1-12.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum2-02.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum2-01.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum2-03.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum2-04.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum2-05.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum2-06.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum2-07.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-greenplum2-08.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-01.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-01.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-01.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-01.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-02.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-02.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-02.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-02.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-03.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-03.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-03.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-03.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-05.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-05.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-05.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-05.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-04.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-04.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-04.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-04.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-06.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-06.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-06.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-06.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-07.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-07.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-07.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-07.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-08.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-08.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-08.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-08.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-09.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-09.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-09.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-09.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-10.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-10.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-10.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-10.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-11.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-11.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-11.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-11.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-12.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-12.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-12.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-12.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-13.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-13.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-13.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-13.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-15.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-15.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-15.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-15.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-14.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-14.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-14.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-14.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-16.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-16.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-16.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum1-16.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-01.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-01.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-01.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-01.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-02.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-02.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-02.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-02.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-03.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-03.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-03.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-03.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-04.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-04.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-04.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-04.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-05.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-05.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-05.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-05.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-06.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-06.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-06.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-06.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-07.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-07.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-07.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-07.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-08.vmware.com","vSwitch0","wdc-qa-greenplum-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-08.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-08.vmware.com","vSwitch1","gp-interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-qa-greenplum2-08.vmware.com","vSwitch2","gp-interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-sap1-01.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-sap1-01.vmware.com","vSwitch1","vmotion"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-sap1-01.vmware.com","vSwitch2","WDC_LT_POD3-10.128.128.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-sap1-02.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-sap1-02.vmware.com","vSwitch1","vmotion"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-sap1-02.vmware.com","vSwitch2","WDC_LT_POD3-10.128.128.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-sap1-03.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-sap1-03.vmware.com","vSwitch1","vmotion"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-sap1-03.vmware.com","vSwitch2","WDC_LT_POD3-10.128.128.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-sap1-04.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-sap1-04.vmware.com","vSwitch1","vmotion"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-sap1-04.vmware.com","vSwitch2","WDC_LT_POD3-10.128.128.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-sap2-01.vmware.com","vSwitch0","WDC_LT_POD3-10.128.128.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-sap2-01.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-sap2-01.vmware.com","vSwitch1","vmotion"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-sap2-02.vmware.com","vSwitch0","WDC_LT_POD3-10.128.128.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-sap2-02.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-dev-sap2-02.vmware.com","vSwitch1","vmotion"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test-greenplum-01.vmware.com","vSwitch0","wdc-lt-POD3-10.128.10.0-23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test-greenplum-01.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test-greenplum-01.vmware.com","vSwitch1","VMotion"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test-greenplum-01.vmware.com","vSwitch2","interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test-greenplum-01.vmware.com","vSwitch2","interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test-greenplum-02.vmware.com","vSwitch0","wdc-lt-POD3-10.128.10.0-23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test-greenplum-02.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test-greenplum-02.vmware.com","vSwitch1","VMotion"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test-greenplum-02.vmware.com","vSwitch2","interconnect2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test-greenplum-02.vmware.com","vSwitch2","interconnect1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-prd1-greenplum-01.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-prd1-greenplum-02.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-prd1-greenplum-03.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-prd1-greenplum-04.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-prd1-greenplum-05.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-prd1-greenplum-06.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-prd1-greenplum-07.vmware.com",,
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-01.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-01.vmware.com","vSwitch1","vmotion"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-01.vmware.com","vSwitch2","wdc-hpc-10.128.188.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-01.vmware.com","vSwitch2","10.128.106.0/23-Test4"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-01.vmware.com","vSwitch2","Devtest-10.128.100.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-01.vmware.com","vSwitch2","wdc-loadtest-server-10.128.36.0/24"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-01.vmware.com","vSwitch2","wdc-devtest-server-10.128.80.0/20"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-01.vmware.com","vSwitch2","wdc-hpc-10.128.244.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-01.vmware.com","vSwitch2","wdc-tier2-prod-10.128.152.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-01.vmware.com","vSwitch2","wdc-loadtest-server2-10.128.37.0/24"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-01.vmware.com","vSwitch2","wdc-devtest-performancecenter-10.128.72.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-01.vmware.com","vSwitch2","wdc-devtest-labmgr-10.128.76.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-01.vmware.com","vSwitch2","wdc-email-dr-Server-10.128.242.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-01.vmware.com","vSwitch3","wdc-dmz-10.128.68.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-01.vmware.com","vSwitch3","wdc-devtest-dmz-10.128.66.0/24"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-02.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-02.vmware.com","vSwitch1","vmotion"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-02.vmware.com","vSwitch2","10.128.106.0/23-Test4"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-02.vmware.com","vSwitch2","wdc-devtest-server-10.128.80.0/20"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-02.vmware.com","vSwitch2","wdc-loadtest-server-10.128.36.0/24"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-02.vmware.com","vSwitch2","wdc-hpc-10.128.244.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-02.vmware.com","vSwitch2","Devtest-10.128.100.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-02.vmware.com","vSwitch2","wdc-devtest-labmgr-10.128.76.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-02.vmware.com","vSwitch2","wdc-devtest-performancecenter-10.128.72.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-02.vmware.com","vSwitch2","wdc-loadtest-server2-10.128.37.0/24"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-02.vmware.com","vSwitch2","wdc-tier2-prod-10.128.152.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-02.vmware.com","vSwitch2","wdc-email-dr-Server-10.128.242.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-02.vmware.com","vSwitch2","wdc-hpc-10.128.188.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-02.vmware.com","vSwitch3","wdc-devtest-dmz-10.128.66.0/24"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-02.vmware.com","vSwitch3","wdc-dmz-10.128.68.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-03.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-03.vmware.com","vSwitch1","vmotion"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-03.vmware.com","vSwitch2","Devtest-10.128.100.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-03.vmware.com","vSwitch2","wdc-devtest-server-10.128.80.0/20"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-03.vmware.com","vSwitch2","wdc-loadtest-server2-10.128.37.0/24"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-03.vmware.com","vSwitch2","wdc-loadtest-server-10.128.36.0/24"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-03.vmware.com","vSwitch2","10.128.106.0/23-Test4"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-03.vmware.com","vSwitch2","wdc-hpc-10.128.244.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-03.vmware.com","vSwitch2","wdc-tier2-prod-10.128.152.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-03.vmware.com","vSwitch2","wdc-devtest-performancecenter-10.128.72.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-03.vmware.com","vSwitch2","wdc-devtest-labmgr-10.128.76.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-03.vmware.com","vSwitch2","wdc-email-dr-Server-10.128.242.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-03.vmware.com","vSwitch2","wdc-hpc-10.128.188.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-03.vmware.com","vSwitch3","wdc-dmz-10.128.68.0/22"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-win1-03.vmware.com","vSwitch3","wdc-devtest-dmz-10.128.66.0/24"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test50-01.vmware.com","vSwitch0","wdc-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test50-01.vmware.com","vSwitch0","Management"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test50-01.vmware.com","vSwitch1","vmotion2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test50-01.vmware.com","vSwitch1","vmotion1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test50-02.vmware.com","vSwitch0","wdc-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test50-02.vmware.com","vSwitch0","Management"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test50-02.vmware.com","vSwitch1","vmotion2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test50-02.vmware.com","vSwitch1","vmotion1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test50-03.vmware.com","vSwitch0","Management"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test50-03.vmware.com","vSwitch1","vmotion2"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test50-03.vmware.com","vSwitch1","vmotion1"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-test50-03.vmware.com","vSwitch0","wdc-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-testmail-vmg1-3.vmware.com","vSwitch0","wdc-exchange-test-10.129.16.128/25"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-testmail-vmg1-3.vmware.com","vSwitch0","DonotUse_WDC_LT_10G-POD3-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-testmail-vmg1-3.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-testmail-vmg1-3.vmware.com","vSwitch1","vMotion"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-testmail-vmg1-3.vmware.com","vSwitch2","sc9/wdc-tier2-stage-DMZ-10.113.54.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-testmail-vmg1-4.vmware.com","vSwitch0","wdc-exchange-test-10.129.16.128/25"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-testmail-vmg1-4.vmware.com","vSwitch0","DonotUse_WDC_LT_10G-POD3-10.128.10.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-testmail-vmg1-4.vmware.com","vSwitch0","Management Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-testmail-vmg1-4.vmware.com","vSwitch1","vMotion"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-testmail-vmg1-4.vmware.com","vSwitch2","sc9/wdc-tier2-stage-DMZ-10.113.54.0/23"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-devtest4-1.vmware.com","vSwitch0","WDC-mgmt1-eat_10.253.0.0/24"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-devtest4-1.vmware.com","vSwitch0","wdc-devtest-server-10.128.80.0/20"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-devtest4-1.vmware.com","vSwitch0","NFS-Network"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-devtest4-1.vmware.com","vSwitch0","pub-vmotion"
"vc-dev-1.vmware.com","North America Remote Sites","wdc-devtest4-1.vmware.com","vSwitch0","Management Network"
